Date,CAREERP
2017-01-02,112.45
2017-01-03,117.1
2017-01-04,117.85
2017-01-05,118.5
2017-01-06,116.55
2017-01-09,118.05
2017-01-10,118.25
2017-01-11,118.85
2017-01-12,117.55
2017-01-13,118.65
2017-01-16,117.7
2017-01-17,117.25
2017-01-18,118.95
2017-01-19,118.55
2017-01-20,116.05
2017-01-23,115.4
2017-01-24,117.4
2017-01-25,118.1
2017-01-27,118.8
2017-01-30,118.3
2017-01-31,119.3
2017-02-01,120.6
2017-02-02,118.95
2017-02-03,117.6
2017-02-06,117.8
2017-02-07,117.55
2017-02-08,116.5
2017-02-09,123.15
2017-02-10,119.25
2017-02-13,118.4
2017-02-14,117.95
2017-02-15,114.1
2017-02-16,115.05
2017-02-17,112.35
2017-02-20,115.25
2017-02-21,115.55
2017-02-22,116.0
2017-02-23,115.15
2017-02-27,113.3
2017-02-28,112.5
2017-03-01,112.8
2017-03-02,112.0
2017-03-03,112.1
2017-03-06,110.45
2017-03-07,110.8
2017-03-08,111.2
2017-03-09,111.1
2017-03-10,111.4
2017-03-14,113.35
2017-03-15,115.8
2017-03-16,117.75
2017-03-17,119.15
2017-03-20,119.2
2017-03-21,114.3
2017-03-22,112.6
2017-03-23,111.95
2017-03-24,110.35
2017-03-27,108.4
2017-03-28,108.05
2017-03-29,106.95
2017-03-30,109.95
2017-03-31,106.6
2017-04-03,108.15
2017-04-05,111.6
2017-04-06,110.25
2017-04-07,109.75
2017-04-10,109.3
2017-04-11,113.2
2017-04-12,111.05
2017-04-13,110.6
2017-04-17,109.25
2017-04-18,108.35
2017-04-19,107.75
2017-04-20,108.75
2017-04-21,108.35
2017-04-24,107.5
2017-04-25,107.8
2017-04-26,107.55
2017-04-27,107.2
2017-04-28,106.95
2017-05-02,106.15
2017-05-03,104.5
2017-05-04,104.75
2017-05-05,102.7
2017-05-08,103.8
2017-05-09,104.95
2017-05-10,104.5
2017-05-11,103.7
2017-05-12,103.5
2017-05-15,103.7
2017-05-16,103.4
2017-05-17,113.55
2017-05-18,108.65
2017-05-19,108.65
2017-05-22,109.9
2017-05-23,105.2
2017-05-24,103.95
2017-05-25,104.7
2017-05-26,105.2
2017-05-29,103.9
2017-05-30,103.95
2017-05-31,102.45
2017-06-01,102.9
2017-06-02,103.6
2017-06-05,103.35
2017-06-06,101.5
2017-06-07,101.15
2017-06-08,100.05
2017-06-09,95.65
2017-06-12,94.4
2017-06-13,96.9
2017-06-14,97.6
2017-06-15,94.8
2017-06-16,96.35
2017-06-19,98.1
2017-06-20,100.3
2017-06-21,102.9
2017-06-22,102.15
2017-06-23,100.35
2017-06-27,99.35
2017-06-28,102.4
2017-06-29,102.15
2017-06-30,103.65
2017-07-03,105.35
2017-07-04,98.4
2017-07-05,101.65
2017-07-06,104.55
2017-07-07,103.35
2017-07-10,106.5
2017-07-11,102.8
2017-07-12,102.7
2017-07-13,106.1
2017-07-14,106.05
2017-07-17,105.65
2017-07-18,105.75
2017-07-19,106.05
2017-07-20,106.4
2017-07-21,107.95
2017-07-24,105.7
2017-07-25,106.0
2017-07-26,105.6
2017-07-27,105.75
2017-07-28,104.95
2017-07-31,105.0
2017-08-01,103.8
2017-08-02,103.55
2017-08-03,101.3
2017-08-04,100.15
2017-08-07,102.45
2017-08-08,101.95
2017-08-09,99.9
2017-08-10,95.05
2017-08-11,94.3
2017-08-14,95.1
2017-08-16,95.25
2017-08-17,97.15
2017-08-18,95.3
2017-08-21,93.1
2017-08-22,93.75
2017-08-23,94.0
2017-08-24,111.75
2017-08-28,119.8
2017-08-29,117.8
2017-08-30,117.35
2017-08-31,116.15
2017-09-01,115.65
2017-09-04,121.65
2017-09-05,142.7
2017-09-06,137.45
2017-09-07,150.7
2017-09-08,149.8
2017-09-11,145.6
2017-09-12,148.5
2017-09-13,143.4
2017-09-14,142.6
2017-09-15,145.25
2017-09-18,148.5
2017-09-19,147.35
2017-09-20,155.35
2017-09-21,147.95
2017-09-22,137.55
2017-09-25,135.35
2017-09-26,144.9
2017-09-27,134.5
2017-09-28,143.25
2017-09-29,142.7
2017-10-03,142.65
2017-10-04,144.45
2017-10-05,140.6
2017-10-06,151.65
2017-10-09,163.25
2017-10-10,157.35
2017-10-11,146.4
2017-10-12,152.1
2017-10-13,147.7
2017-10-16,147.05
2017-10-17,151.3
2017-10-18,147.25
2017-10-19,145.45
2017-10-23,145.85
2017-10-24,150.7
2017-10-25,146.85
2017-10-26,150.5
2017-10-27,147.6
2017-10-30,146.0
2017-10-31,144.75
2017-11-01,143.1
2017-11-02,142.25
2017-11-03,141.95
2017-11-06,138.55
2017-11-07,138.85
2017-11-08,136.5
2017-11-09,136.7
2017-11-10,133.45
2017-11-13,132.4
2017-11-14,134.3
2017-11-15,129.2
2017-11-16,129.85
2017-11-17,130.2
2017-11-20,133.95
2017-11-21,137.85
2017-11-22,136.55
2017-11-23,145.0
2017-11-24,146.35
2017-11-27,140.05
2017-11-28,138.45
2017-11-29,138.05
2017-11-30,137.35
2017-12-01,138.55
2017-12-04,135.6
2017-12-05,133.6
2017-12-06,131.55
2017-12-07,135.2
2017-12-08,133.5
2017-12-11,133.2
2017-12-12,129.1
2017-12-13,124.9
2017-12-14,123.6
2017-12-15,119.65
2017-12-18,120.1
2017-12-19,126.35
2017-12-20,130.55
2017-12-21,128.4
2017-12-22,130.35
2017-12-26,128.85
2017-12-27,125.0
2017-12-28,127.7
2017-12-29,131.15
