Date,SUPERHOUSE
2017-01-02,157.3
2017-01-03,161.6
2017-01-04,157.35
2017-01-05,158.55
2017-01-06,162.0
2017-01-09,160.2
2017-01-10,159.8
2017-01-11,166.4
2017-01-12,173.6
2017-01-13,168.6
2017-01-16,170.35
2017-01-17,168.75
2017-01-18,165.75
2017-01-19,161.7
2017-01-20,159.7
2017-01-23,166.85
2017-01-24,163.65
2017-01-25,162.2
2017-01-27,164.0
2017-01-30,161.95
2017-01-31,157.3
2017-02-01,156.65
2017-02-02,156.8
2017-02-03,156.15
2017-02-06,160.4
2017-02-07,159.35
2017-02-08,157.45
2017-02-09,158.8
2017-02-10,157.05
2017-02-13,154.75
2017-02-14,153.3
2017-02-15,152.3
2017-02-16,151.35
2017-02-17,151.0
2017-02-20,151.8
2017-02-21,152.65
2017-02-22,150.05
2017-02-23,149.7
2017-02-27,151.5
2017-02-28,153.05
2017-03-01,151.55
2017-03-02,150.6
2017-03-03,145.8
2017-03-06,144.95
2017-03-07,145.0
2017-03-08,145.85
2017-03-09,145.4
2017-03-10,144.65
2017-03-14,149.75
2017-03-15,148.85
2017-03-16,149.2
2017-03-17,148.65
2017-03-20,147.25
2017-03-21,146.4
2017-03-22,145.05
2017-03-23,143.85
2017-03-24,143.9
2017-03-27,146.95
2017-03-28,145.25
2017-03-29,146.0
2017-03-30,145.1
2017-03-31,144.4
2017-04-03,142.3
2017-04-05,147.2
2017-04-06,146.65
2017-04-07,146.2
2017-04-10,148.0
2017-04-11,147.35
2017-04-12,145.85
2017-04-13,146.9
2017-04-17,146.05
2017-04-18,146.65
2017-04-19,145.05
2017-04-20,145.95
2017-04-21,148.6
2017-04-24,150.5
2017-04-25,158.95
2017-04-26,161.25
2017-04-27,162.05
2017-04-28,165.9
2017-05-02,161.15
2017-05-03,155.8
2017-05-04,154.05
2017-05-05,149.15
2017-05-08,149.75
2017-05-09,155.4
2017-05-10,158.65
2017-05-11,153.7
2017-05-12,151.2
2017-05-15,152.7
2017-05-16,152.2
2017-05-17,154.55
2017-05-18,151.5
2017-05-19,153.4
2017-05-22,151.0
2017-05-23,148.75
2017-05-24,147.35
2017-05-25,149.0
2017-05-26,150.5
2017-05-29,152.6
2017-05-30,151.8
2017-05-31,143.4
2017-06-01,146.05
2017-06-02,145.0
2017-06-05,146.0
2017-06-06,143.25
2017-06-07,138.4
2017-06-08,140.7
2017-06-09,139.8
2017-06-12,139.2
2017-06-13,141.25
2017-06-14,139.5
2017-06-15,139.05
2017-06-16,137.9
2017-06-19,147.7
2017-06-20,152.7
2017-06-21,149.5
2017-06-22,148.65
2017-06-23,144.45
2017-06-27,140.15
2017-06-28,138.6
2017-06-29,137.55
2017-06-30,138.25
2017-07-03,139.25
2017-07-04,153.15
2017-07-05,149.85
2017-07-06,151.3
2017-07-07,148.75
2017-07-10,148.65
2017-07-11,144.9
2017-07-12,148.5
2017-07-13,149.25
2017-07-14,148.4
2017-07-17,146.9
2017-07-18,147.85
2017-07-19,147.2
2017-07-20,149.7
2017-07-21,162.5
2017-07-24,155.7
2017-07-25,152.15
2017-07-26,156.9
2017-07-27,152.85
2017-07-28,152.3
2017-07-31,154.75
2017-08-01,151.6
2017-08-02,153.75
2017-08-03,158.6
2017-08-04,156.1
2017-08-07,155.75
2017-08-08,152.1
2017-08-09,147.9
2017-08-10,142.6
2017-08-11,143.15
2017-08-14,144.8
2017-08-16,147.9
2017-08-17,145.5
2017-08-18,146.6
2017-08-21,147.35
2017-08-22,142.35
2017-08-23,143.5
2017-08-24,145.25
2017-08-28,151.5
2017-08-29,153.45
2017-08-30,152.7
2017-08-31,152.25
2017-09-01,153.3
2017-09-04,152.85
2017-09-05,156.75
2017-09-06,155.3
2017-09-07,159.7
2017-09-08,165.85
2017-09-11,179.25
2017-09-12,175.3
2017-09-13,165.0
2017-09-14,176.25
2017-09-15,167.0
2017-09-18,168.25
2017-09-19,164.4
2017-09-20,167.25
2017-09-21,167.8
2017-09-22,161.15
2017-09-25,156.35
2017-09-26,155.35
2017-09-27,151.85
2017-09-28,153.85
2017-09-29,153.65
2017-10-03,151.85
2017-10-04,152.8
2017-10-05,158.45
2017-10-06,160.95
2017-10-09,161.65
2017-10-10,171.55
2017-10-11,184.95
2017-10-12,191.35
2017-10-13,185.8
2017-10-16,191.25
2017-10-17,192.15
2017-10-18,194.15
2017-10-19,190.2
2017-10-23,188.95
2017-10-24,185.05
2017-10-25,190.4
2017-10-26,191.05
2017-10-27,189.15
2017-10-30,208.15
2017-10-31,210.25
2017-11-01,219.25
2017-11-02,217.0
2017-11-03,207.7
2017-11-06,202.9
2017-11-07,190.5
2017-11-08,185.7
2017-11-09,196.0
2017-11-10,188.25
2017-11-13,184.6
2017-11-14,179.9
2017-11-15,167.25
2017-11-16,170.45
2017-11-17,172.8
2017-11-20,178.9
2017-11-21,184.55
2017-11-22,190.9
2017-11-23,185.6
2017-11-24,186.95
2017-11-27,190.25
2017-11-28,189.5
2017-11-29,184.7
2017-11-30,176.8
2017-12-01,175.15
2017-12-04,170.75
2017-12-05,174.15
2017-12-06,175.4
2017-12-07,174.2
2017-12-08,176.3
2017-12-11,176.8
2017-12-12,174.2
2017-12-13,173.05
2017-12-14,170.3
2017-12-15,185.7
2017-12-18,180.3
2017-12-19,179.35
2017-12-20,174.65
2017-12-21,173.75
2017-12-22,173.75
2017-12-26,173.9
2017-12-27,174.2
2017-12-28,191.75
2017-12-29,183.4
