Date,LT
2017-01-02,1359.6
2017-01-03,1367.2
2017-01-04,1376.6
2017-01-05,1392.3
2017-01-06,1390.95
2017-01-09,1380.65
2017-01-10,1387.5
2017-01-11,1412.35
2017-01-12,1449.35
2017-01-13,1438.75
2017-01-16,1442.8
2017-01-17,1445.75
2017-01-18,1452.45
2017-01-19,1449.45
2017-01-20,1414.75
2017-01-23,1393.55
2017-01-24,1419.8
2017-01-25,1449.75
2017-01-27,1439.9
2017-01-30,1442.8
2017-01-31,1446.25
2017-02-01,1490.25
2017-02-02,1476.5
2017-02-03,1480.7
2017-02-06,1483.8
2017-02-07,1500.3
2017-02-08,1506.85
2017-02-09,1490.7
2017-02-10,1501.95
2017-02-13,1500.15
2017-02-14,1492.6
2017-02-15,1480.0
2017-02-16,1470.25
2017-02-17,1478.0
2017-02-20,1482.65
2017-02-21,1483.3
2017-02-22,1476.95
2017-02-23,1486.6
2017-02-27,1465.85
2017-02-28,1469.2
2017-03-01,1476.15
2017-03-02,1473.95
2017-03-03,1470.35
2017-03-06,1485.6
2017-03-07,1486.4
2017-03-08,1476.3
2017-03-09,1476.9
2017-03-10,1491.6
2017-03-14,1558.1
2017-03-15,1548.9
2017-03-16,1571.05
2017-03-17,1552.55
2017-03-20,1537.65
2017-03-21,1549.05
2017-03-22,1529.85
2017-03-23,1543.9
2017-03-24,1551.2
2017-03-27,1543.9
2017-03-28,1544.25
2017-03-29,1556.55
2017-03-30,1557.45
2017-03-31,1574.9
2017-04-03,1661.0
2017-04-05,1696.45
2017-04-06,1683.2
2017-04-07,1685.5
2017-04-10,1674.05
2017-04-11,1704.9
2017-04-12,1702.8
2017-04-13,1678.55
2017-04-17,1681.35
2017-04-18,1669.5
2017-04-19,1670.55
2017-04-20,1681.2
2017-04-21,1687.5
2017-04-24,1732.7
2017-04-25,1746.1
2017-04-26,1751.3
2017-04-27,1766.75
2017-04-28,1749.8
2017-05-02,1732.05
2017-05-03,1720.2
2017-05-04,1731.65
2017-05-05,1724.4
2017-05-08,1709.6
2017-05-09,1744.65
2017-05-10,1739.25
2017-05-11,1736.85
2017-05-12,1740.6
2017-05-15,1742.4
2017-05-16,1740.7
2017-05-17,1755.45
2017-05-18,1722.6
2017-05-19,1724.55
2017-05-22,1751.95
2017-05-23,1740.75
2017-05-24,1684.45
2017-05-25,1768.85
2017-05-26,1787.6
2017-05-29,1782.4
2017-05-30,1767.55
2017-05-31,1760.7
2017-06-01,1792.8
2017-06-02,1784.0
2017-06-05,1804.9
2017-06-06,1775.15
2017-06-07,1788.6
2017-06-08,1774.25
2017-06-09,1778.2
2017-06-12,1736.6
2017-06-13,1739.0
2017-06-14,1764.45
2017-06-15,1735.35
2017-06-16,1726.7
2017-06-19,1755.8
2017-06-20,1750.5
2017-06-21,1754.2
2017-06-22,1736.4
2017-06-23,1722.7
2017-06-27,1701.7
2017-06-28,1703.25
2017-06-29,1703.65
2017-06-30,1687.6
2017-07-03,1687.25
2017-07-04,1683.35
2017-07-05,1695.3
2017-07-06,1697.6
2017-07-07,1704.4
2017-07-10,1732.15
2017-07-11,1741.1
2017-07-12,1739.55
2017-07-13,1175.1
2017-07-14,1171.2
2017-07-17,1171.25
2017-07-18,1177.9
2017-07-19,1181.3
2017-07-20,1185.65
2017-07-21,1179.25
2017-07-24,1178.0
2017-07-25,1170.85
2017-07-26,1180.25
2017-07-27,1182.05
2017-07-28,1161.4
2017-07-31,1193.95
