Date,PNB
2017-01-02,115.6
2017-01-03,118.05
2017-01-04,115.25
2017-01-05,117.65
2017-01-06,119.05
2017-01-09,119.75
2017-01-10,119.4
2017-01-11,123.6
2017-01-12,126.0
2017-01-13,125.1
2017-01-16,128.7
2017-01-17,130.25
2017-01-18,130.35
2017-01-19,132.25
2017-01-20,127.95
2017-01-23,129.75
2017-01-24,131.4
2017-01-25,133.25
2017-01-27,137.35
2017-01-30,137.65
2017-01-31,135.55
2017-02-01,140.55
2017-02-02,142.6
2017-02-03,150.15
2017-02-06,149.2
2017-02-07,151.65
2017-02-08,149.9
2017-02-09,144.65
2017-02-10,145.1
2017-02-13,142.35
2017-02-14,144.05
2017-02-15,139.8
2017-02-16,140.95
2017-02-17,140.25
2017-02-20,143.05
2017-02-21,143.8
2017-02-22,141.95
2017-02-23,140.15
2017-02-27,139.65
2017-02-28,141.4
2017-03-01,142.65
2017-03-02,139.25
2017-03-03,139.95
2017-03-06,141.55
2017-03-07,141.5
2017-03-08,141.25
2017-03-09,141.15
2017-03-10,141.7
2017-03-14,143.8
2017-03-15,145.4
2017-03-16,148.2
2017-03-17,144.8
2017-03-20,145.2
2017-03-21,142.85
2017-03-22,136.4
2017-03-23,135.85
2017-03-24,141.5
2017-03-27,147.25
2017-03-28,148.8
2017-03-29,148.85
2017-03-30,153.2
2017-03-31,149.9
2017-04-03,149.95
2017-04-05,151.2
2017-04-06,151.55
2017-04-07,149.45
2017-04-10,152.25
2017-04-11,158.25
2017-04-12,158.8
2017-04-13,156.3
2017-04-17,158.8
2017-04-18,155.9
2017-04-19,153.2
2017-04-20,154.85
2017-04-21,154.9
2017-04-24,155.15
2017-04-25,161.1
2017-04-26,167.15
2017-04-27,164.7
2017-04-28,168.85
2017-05-02,170.7
2017-05-03,174.9
2017-05-04,179.45
2017-05-05,174.3
2017-05-08,176.1
2017-05-09,173.6
2017-05-10,172.15
2017-05-11,172.0
2017-05-12,169.15
2017-05-15,166.8
2017-05-16,174.15
2017-05-17,165.05
2017-05-18,158.5
2017-05-19,155.2
2017-05-22,150.95
2017-05-23,149.75
2017-05-24,147.45
2017-05-25,150.7
2017-05-26,150.65
2017-05-29,145.1
2017-05-30,146.35
2017-05-31,150.5
2017-06-01,151.9
2017-06-02,153.05
2017-06-05,153.8
2017-06-06,149.5
2017-06-07,152.35
2017-06-08,151.3
2017-06-09,152.15
2017-06-12,148.4
2017-06-13,148.75
2017-06-14,152.0
2017-06-15,147.45
2017-06-16,147.65
2017-06-19,147.25
2017-06-20,143.9
2017-06-21,146.2
2017-06-22,145.55
2017-06-23,143.9
2017-06-27,137.0
2017-06-28,136.5
2017-06-29,138.05
2017-06-30,137.3
2017-07-03,139.25
2017-07-04,136.55
2017-07-05,136.6
2017-07-06,143.3
2017-07-07,144.2
2017-07-10,153.25
2017-07-11,149.4
2017-07-12,152.35
2017-07-13,152.25
2017-07-14,153.65
2017-07-17,152.9
2017-07-18,154.85
2017-07-19,158.3
2017-07-20,156.75
2017-07-21,158.25
2017-07-24,161.3
2017-07-25,162.95
2017-07-26,158.9
2017-07-27,154.15
2017-07-28,158.85
2017-07-31,162.3
2017-08-01,157.5
2017-08-02,158.95
2017-08-03,149.3
2017-08-04,151.05
2017-08-07,152.1
2017-08-08,148.8
2017-08-09,148.3
2017-08-10,143.15
2017-08-11,140.35
2017-08-14,143.2
2017-08-16,147.55
2017-08-17,146.3
2017-08-18,142.15
2017-08-21,137.6
2017-08-22,138.0
2017-08-23,142.65
2017-08-24,144.3
2017-08-28,144.85
2017-08-29,141.0
2017-08-30,142.5
2017-08-31,143.8
2017-09-01,144.45
2017-09-04,142.65
2017-09-05,143.6
2017-09-06,139.0
2017-09-07,138.95
2017-09-08,137.85
2017-09-11,138.15
2017-09-12,141.5
2017-09-13,143.0
2017-09-14,145.25
2017-09-15,144.65
2017-09-18,144.75
2017-09-19,143.9
2017-09-20,144.8
2017-09-21,141.8
2017-09-22,137.7
2017-09-25,137.65
2017-09-26,136.65
2017-09-27,132.65
2017-09-28,130.75
2017-09-29,129.05
2017-10-03,129.6
2017-10-04,129.95
2017-10-05,132.35
2017-10-06,137.05
2017-10-09,137.3
2017-10-10,137.0
2017-10-11,131.7
2017-10-12,133.8
2017-10-13,135.0
2017-10-16,133.85
2017-10-17,134.4
2017-10-18,130.9
2017-10-19,129.55
2017-10-23,131.0
2017-10-24,138.2
2017-10-25,202.05
2017-10-26,213.6
2017-10-27,196.65
2017-10-30,203.95
2017-10-31,197.15
2017-11-01,198.9
2017-11-02,197.45
2017-11-03,207.8
2017-11-06,201.2
2017-11-07,190.8
2017-11-08,189.05
2017-11-09,192.3
2017-11-10,190.1
2017-11-13,187.65
2017-11-14,184.05
2017-11-15,180.7
2017-11-16,189.6
2017-11-17,190.8
2017-11-20,187.25
2017-11-21,186.3
2017-11-22,189.2
2017-11-23,186.5
2017-11-24,186.1
2017-11-27,185.85
2017-11-28,183.7
2017-11-29,181.6
2017-11-30,176.1
2017-12-01,171.5
2017-12-04,173.2
2017-12-05,175.95
2017-12-06,172.1
2017-12-07,173.9
2017-12-08,172.7
2017-12-11,172.95
2017-12-12,173.7
2017-12-13,167.8
2017-12-14,169.6
2017-12-15,171.6
2017-12-18,178.75
2017-12-19,178.75
2017-12-20,170.5
2017-12-21,173.5
2017-12-22,175.95
2017-12-26,174.3
2017-12-27,174.1
2017-12-28,170.8
2017-12-29,171.4
