Date,SUZLON
2017-01-02,14.05
2017-01-03,14.25
2017-01-04,14.95
2017-01-05,15.15
2017-01-06,14.65
2017-01-09,14.95
2017-01-10,14.9
2017-01-11,15.3
2017-01-12,15.15
2017-01-13,15.05
2017-01-16,15.2
2017-01-17,15.6
2017-01-18,15.7
2017-01-19,17.15
2017-01-20,17.35
2017-01-23,17.5
2017-01-24,17.0
2017-01-25,17.2
2017-01-27,17.4
2017-01-30,17.35
2017-01-31,17.1
2017-02-01,16.3
2017-02-02,16.1
2017-02-03,15.9
2017-02-06,15.95
2017-02-07,15.85
2017-02-08,16.6
2017-02-09,17.1
2017-02-10,17.2
2017-02-13,18.05
2017-02-14,17.1
2017-02-15,16.6
2017-02-16,17.1
2017-02-17,16.95
2017-02-20,17.1
2017-02-21,17.35
2017-02-22,17.75
2017-02-23,18.05
2017-02-27,17.5
2017-02-28,18.1
2017-03-01,17.85
2017-03-02,17.55
2017-03-03,17.85
2017-03-06,17.6
2017-03-07,17.7
2017-03-08,17.45
2017-03-09,17.45
2017-03-10,17.15
2017-03-14,17.15
2017-03-15,17.0
2017-03-16,18.35
2017-03-17,18.9
2017-03-20,18.75
2017-03-21,18.55
2017-03-22,18.35
2017-03-23,19.0
2017-03-24,18.9
2017-03-27,18.35
2017-03-28,18.45
2017-03-29,18.25
2017-03-30,19.45
2017-03-31,19.1
2017-04-03,19.2
2017-04-05,19.3
2017-04-06,19.2
2017-04-07,18.9
2017-04-10,19.35
2017-04-11,19.7
2017-04-12,20.1
2017-04-13,19.9
2017-04-17,19.85
2017-04-18,19.65
2017-04-19,19.85
2017-04-20,19.95
2017-04-21,19.8
2017-04-24,20.0
2017-04-25,20.8
2017-04-26,20.85
2017-04-27,20.5
2017-04-28,20.6
2017-05-02,20.7
2017-05-03,20.55
2017-05-04,20.6
2017-05-05,20.25
2017-05-08,20.55
2017-05-09,20.7
2017-05-10,21.2
2017-05-11,21.25
2017-05-12,20.75
2017-05-15,19.6
2017-05-16,19.7
2017-05-17,19.9
2017-05-18,20.0
2017-05-19,20.6
2017-05-22,20.4
2017-05-23,19.75
2017-05-24,18.85
2017-05-25,19.35
2017-05-26,19.8
2017-05-29,19.15
2017-05-30,19.15
2017-05-31,19.3
2017-06-01,19.5
2017-06-02,19.75
2017-06-05,19.85
2017-06-06,19.35
2017-06-07,19.35
2017-06-08,19.15
2017-06-09,19.2
2017-06-12,19.0
2017-06-13,18.95
2017-06-14,18.75
2017-06-15,18.95
2017-06-16,18.75
2017-06-19,18.55
2017-06-20,18.6
2017-06-21,18.7
2017-06-22,18.7
2017-06-23,18.4
2017-06-27,18.1
2017-06-28,17.65
2017-06-29,18.1
2017-06-30,18.75
2017-07-03,18.9
2017-07-04,18.65
2017-07-05,18.75
2017-07-06,18.7
2017-07-07,18.55
2017-07-10,18.85
2017-07-11,19.35
2017-07-12,19.1
2017-07-13,19.05
2017-07-14,18.9
2017-07-17,18.85
2017-07-18,18.3
2017-07-19,18.45
2017-07-20,18.5
2017-07-21,19.15
2017-07-24,18.95
2017-07-25,18.9
2017-07-26,19.1
2017-07-27,20.0
2017-07-28,19.2
2017-07-31,18.95
2017-08-01,18.9
2017-08-02,18.45
2017-08-03,17.75
2017-08-04,17.65
2017-08-07,17.3
2017-08-08,16.65
2017-08-09,16.3
2017-08-10,15.4
2017-08-11,15.25
2017-08-14,17.4
2017-08-16,17.5
2017-08-17,17.2
2017-08-18,16.95
2017-08-21,16.15
2017-08-22,16.05
2017-08-23,16.35
2017-08-24,16.3
2017-08-28,16.65
2017-08-29,16.25
2017-08-30,16.45
2017-08-31,16.3
2017-09-01,16.55
2017-09-04,16.15
2017-09-05,16.35
2017-09-06,16.3
2017-09-07,16.25
2017-09-08,16.15
2017-09-11,16.8
2017-09-12,16.95
2017-09-13,17.1
2017-09-14,17.1
2017-09-15,16.95
2017-09-18,16.9
2017-09-19,16.75
2017-09-20,16.75
2017-09-21,17.0
2017-09-22,16.3
2017-09-25,16.1
2017-09-26,16.15
2017-09-27,15.8
2017-09-28,15.4
2017-09-29,15.6
2017-10-03,15.6
2017-10-04,15.65
2017-10-05,15.2
2017-10-06,15.35
2017-10-09,15.2
2017-10-10,16.25
2017-10-11,15.5
2017-10-12,15.8
2017-10-13,15.55
2017-10-16,15.45
2017-10-17,15.5
2017-10-18,15.55
2017-10-19,15.4
2017-10-23,15.35
2017-10-24,15.55
2017-10-25,15.9
2017-10-26,15.85
2017-10-27,15.95
2017-10-30,16.55
2017-10-31,16.95
2017-11-01,16.75
2017-11-02,16.4
2017-11-03,16.5
2017-11-06,16.1
2017-11-07,15.55
2017-11-08,15.5
2017-11-09,15.5
2017-11-10,15.55
2017-11-13,14.65
2017-11-14,14.5
2017-11-15,13.65
2017-11-16,13.45
2017-11-17,13.7
2017-11-20,13.6
2017-11-21,13.85
2017-11-22,13.65
2017-11-23,13.6
2017-11-24,14.15
2017-11-27,15.0
2017-11-28,14.7
2017-11-29,14.5
2017-11-30,13.95
2017-12-01,13.8
2017-12-04,13.85
2017-12-05,13.6
2017-12-06,13.6
2017-12-07,13.75
2017-12-08,13.95
2017-12-11,13.85
2017-12-12,13.8
2017-12-13,13.6
2017-12-14,13.3
2017-12-15,13.5
2017-12-18,13.45
2017-12-19,13.7
2017-12-20,14.2
2017-12-21,14.5
2017-12-22,14.6
2017-12-26,15.0
2017-12-27,15.15
2017-12-28,15.05
2017-12-29,15.55
