Date,GLENMARK
2017-01-02,884.0
2017-01-03,893.15
2017-01-04,899.0
2017-01-05,897.65
2017-01-06,892.65
2017-01-09,894.75
2017-01-10,899.9
2017-01-11,904.5
2017-01-12,890.4
2017-01-13,894.45
2017-01-16,888.1
2017-01-17,884.35
2017-01-18,887.9
2017-01-19,891.05
2017-01-20,889.1
2017-01-23,876.4
2017-01-24,874.75
2017-01-25,874.2
2017-01-27,898.55
2017-01-30,917.2
2017-01-31,893.85
2017-02-01,898.0
2017-02-02,909.05
2017-02-03,947.3
2017-02-06,958.65
2017-02-07,959.35
2017-02-08,957.7
2017-02-09,955.8
2017-02-10,953.15
2017-02-13,941.5
2017-02-14,945.75
2017-02-15,927.5
2017-02-16,931.75
2017-02-17,946.5
2017-02-20,940.65
2017-02-21,950.0
2017-02-22,942.85
2017-02-23,933.45
2017-02-27,935.05
2017-02-28,925.5
2017-03-01,929.45
2017-03-02,905.6
2017-03-03,908.2
2017-03-06,910.4
2017-03-07,900.4
2017-03-08,893.85
2017-03-09,885.7
2017-03-10,878.95
2017-03-14,889.6
2017-03-15,899.45
2017-03-16,896.15
2017-03-17,884.25
2017-03-20,878.7
2017-03-21,889.3
2017-03-22,884.3
2017-03-23,895.5
2017-03-24,886.55
2017-03-27,875.85
2017-03-28,876.05
2017-03-29,869.15
2017-03-30,862.2
2017-03-31,852.1
2017-04-03,857.75
2017-04-05,877.35
2017-04-06,867.35
2017-04-07,862.9
2017-04-10,871.85
2017-04-11,876.5
2017-04-12,890.7
2017-04-13,888.8
2017-04-17,889.1
2017-04-18,891.7
2017-04-19,911.1
2017-04-20,908.9
2017-04-21,903.55
2017-04-24,881.8
2017-04-25,898.85
2017-04-26,892.7
2017-04-27,884.05
2017-04-28,894.95
2017-05-02,894.45
2017-05-03,885.3
2017-05-04,859.2
2017-05-05,844.45
2017-05-08,853.75
2017-05-09,860.75
2017-05-10,887.9
2017-05-11,906.25
2017-05-12,759.55
2017-05-15,715.25
2017-05-16,714.1
2017-05-17,698.0
2017-05-18,674.75
2017-05-19,659.15
2017-05-22,669.05
2017-05-23,651.15
2017-05-24,631.95
2017-05-25,611.9
2017-05-26,620.7
2017-05-29,610.45
2017-05-30,623.8
2017-05-31,636.65
2017-06-01,657.9
2017-06-02,650.2
2017-06-05,644.7
2017-06-06,641.8
2017-06-07,647.55
2017-06-08,652.0
2017-06-09,647.25
2017-06-12,635.95
2017-06-13,630.25
2017-06-14,632.7
2017-06-15,636.15
2017-06-16,638.2
2017-06-19,636.1
2017-06-20,628.3
2017-06-21,628.4
2017-06-22,627.1
2017-06-23,627.05
2017-06-27,627.9
2017-06-28,629.65
2017-06-29,627.6
2017-06-30,632.8
2017-07-03,638.75
2017-07-04,643.5
2017-07-05,656.65
2017-07-06,655.9
2017-07-07,665.25
2017-07-10,677.3
2017-07-11,669.4
2017-07-12,681.35
2017-07-13,684.35
2017-07-14,684.1
2017-07-17,683.55
2017-07-18,691.45
2017-07-19,709.9
2017-07-20,708.3
2017-07-21,696.3
2017-07-24,689.8
2017-07-25,699.95
2017-07-26,707.7
2017-07-27,716.15
2017-07-28,717.45
2017-07-31,697.05
2017-08-01,699.85
2017-08-02,703.3
2017-08-03,702.3
2017-08-04,689.3
2017-08-07,688.75
2017-08-08,668.25
2017-08-09,645.45
2017-08-10,612.75
2017-08-11,616.6
2017-08-14,629.8
2017-08-16,621.6
2017-08-17,619.4
2017-08-18,610.9
2017-08-21,595.8
2017-08-22,601.0
2017-08-23,599.85
2017-08-24,616.3
2017-08-28,625.6
2017-08-29,615.05
2017-08-30,616.6
2017-08-31,609.1
2017-09-01,610.05
2017-09-04,602.8
2017-09-05,602.7
2017-09-06,601.2
2017-09-07,598.15
2017-09-08,580.25
2017-09-11,571.2
2017-09-12,581.25
2017-09-13,594.5
2017-09-14,604.7
2017-09-15,603.1
2017-09-18,606.95
2017-09-19,615.15
2017-09-20,610.2
2017-09-21,628.7
2017-09-22,629.05
2017-09-25,614.7
2017-09-26,612.45
2017-09-27,601.3
2017-09-28,594.6
2017-09-29,598.3
2017-10-03,596.75
2017-10-04,600.25
2017-10-05,610.25
2017-10-06,612.45
2017-10-09,609.8
2017-10-10,610.9
2017-10-11,600.7
2017-10-12,603.55
2017-10-13,603.1
2017-10-16,611.55
2017-10-17,611.25
2017-10-18,606.7
2017-10-19,608.55
2017-10-23,598.4
2017-10-24,602.95
2017-10-25,602.95
2017-10-26,598.6
2017-10-27,609.95
2017-10-30,614.95
2017-10-31,617.7
2017-11-01,621.8
2017-11-02,648.4
2017-11-03,626.55
2017-11-06,622.7
2017-11-07,602.45
2017-11-08,597.35
2017-11-09,592.05
2017-11-10,584.8
2017-11-13,576.95
2017-11-14,582.85
2017-11-15,582.65
2017-11-16,582.6
2017-11-17,582.7
2017-11-20,592.5
2017-11-21,591.2
2017-11-22,589.9
2017-11-23,594.3
2017-11-24,593.25
2017-11-27,590.7
2017-11-28,571.65
2017-11-29,570.8
2017-11-30,564.1
2017-12-01,554.85
2017-12-04,541.2
2017-12-05,544.75
2017-12-06,535.9
2017-12-07,532.2
2017-12-08,536.2
2017-12-11,541.65
2017-12-12,539.45
2017-12-13,532.15
2017-12-14,533.95
2017-12-15,537.15
2017-12-18,537.5
2017-12-19,541.95
2017-12-20,558.45
2017-12-21,562.95
2017-12-22,567.6
2017-12-26,571.9
2017-12-27,583.85
2017-12-28,591.75
2017-12-29,594.75
