Date,REDINGTON
2017-01-02,94.5
2017-01-03,95.2
2017-01-04,97.45
2017-01-05,97.5
2017-01-06,95.95
2017-01-09,98.7
2017-01-10,100.4
2017-01-11,101.0
2017-01-12,102.55
2017-01-13,101.75
2017-01-16,101.2
2017-01-17,102.0
2017-01-18,102.0
2017-01-19,102.15
2017-01-20,103.05
2017-01-23,102.4
2017-01-24,102.9
2017-01-25,102.4
2017-01-27,102.9
2017-01-30,102.1
2017-01-31,102.35
2017-02-01,102.6
2017-02-02,104.9
2017-02-03,105.7
2017-02-06,106.85
2017-02-07,101.5
2017-02-08,103.75
2017-02-09,102.75
2017-02-10,104.3
2017-02-13,105.8
2017-02-14,105.9
2017-02-15,108.05
2017-02-16,108.0
2017-02-17,108.65
2017-02-20,108.55
2017-02-21,109.15
2017-02-22,107.35
2017-02-23,107.6
2017-02-27,106.75
2017-02-28,106.6
2017-03-01,105.75
2017-03-02,103.65
2017-03-03,103.45
2017-03-06,105.05
2017-03-07,107.8
2017-03-08,107.05
2017-03-09,108.0
2017-03-10,108.95
2017-03-14,108.05
2017-03-15,108.1
2017-03-16,108.0
2017-03-17,109.25
2017-03-20,106.05
2017-03-21,107.95
2017-03-22,107.35
2017-03-23,105.95
2017-03-24,107.4
2017-03-27,108.3
2017-03-28,107.95
2017-03-29,108.0
2017-03-30,108.4
2017-03-31,110.05
2017-04-03,111.05
2017-04-05,112.65
2017-04-06,112.4
2017-04-07,113.8
2017-04-10,114.45
2017-04-11,116.0
2017-04-12,115.85
2017-04-13,115.7
2017-04-17,115.0
2017-04-18,114.35
2017-04-19,120.4
2017-04-20,123.6
2017-04-21,125.95
2017-04-24,126.9
2017-04-25,126.95
2017-04-26,123.45
2017-04-27,126.65
2017-04-28,124.8
2017-05-02,127.25
2017-05-03,127.15
2017-05-04,133.5
2017-05-05,128.55
2017-05-08,126.95
2017-05-09,128.05
2017-05-10,128.4
2017-05-11,129.0
2017-05-12,128.65
2017-05-15,129.55
2017-05-16,128.55
2017-05-17,128.85
2017-05-18,128.2
2017-05-19,127.9
2017-05-22,127.45
2017-05-23,125.55
2017-05-24,122.55
2017-05-25,124.8
2017-05-26,126.5
2017-05-29,126.05
2017-05-30,125.3
2017-05-31,131.1
2017-06-01,134.1
2017-06-02,146.75
2017-06-05,148.6
2017-06-06,140.55
2017-06-07,140.6
2017-06-08,138.85
2017-06-09,139.95
2017-06-12,137.5
2017-06-13,137.6
2017-06-14,138.55
2017-06-15,137.0
2017-06-16,134.7
2017-06-19,131.9
2017-06-20,129.25
2017-06-21,130.7
2017-06-22,133.35
2017-06-23,129.9
2017-06-27,127.7
2017-06-28,128.7
2017-06-29,127.25
2017-06-30,130.95
2017-07-03,131.15
2017-07-04,128.1
2017-07-05,127.05
2017-07-06,135.95
2017-07-07,137.3
2017-07-10,135.55
2017-07-11,133.5
2017-07-12,137.9
2017-07-13,143.95
2017-07-14,146.0
2017-07-17,143.95
2017-07-18,145.0
2017-07-19,150.15
2017-07-20,148.45
2017-07-21,149.75
2017-07-24,145.75
2017-07-25,142.65
2017-07-26,148.15
2017-07-27,146.25
2017-07-28,148.45
2017-07-31,149.05
2017-08-01,148.4
2017-08-02,146.8
2017-08-03,145.55
2017-08-04,144.8
2017-08-07,142.55
2017-08-08,142.95
2017-08-09,142.7
2017-08-10,140.55
2017-08-11,143.4
2017-08-14,149.05
2017-08-16,147.2
2017-08-17,149.0
2017-08-18,148.55
2017-08-21,148.7
2017-08-22,148.9
2017-08-23,146.8
2017-08-24,147.9
2017-08-28,147.2
2017-08-29,146.1
2017-08-30,148.0
2017-08-31,148.2
2017-09-01,150.25
2017-09-04,148.2
2017-09-05,148.85
2017-09-06,150.15
2017-09-07,159.7
2017-09-08,159.9
2017-09-11,159.05
2017-09-12,161.75
2017-09-13,160.4
2017-09-14,161.85
2017-09-15,163.1
2017-09-18,160.85
2017-09-19,158.75
2017-09-20,151.5
2017-09-21,151.7
2017-09-22,151.45
2017-09-25,148.3
2017-09-26,151.5
2017-09-27,149.1
2017-09-28,147.4
2017-09-29,156.15
2017-10-03,156.25
2017-10-04,154.8
2017-10-05,153.4
2017-10-06,155.9
2017-10-09,154.5
2017-10-10,154.25
2017-10-11,156.95
2017-10-12,156.25
2017-10-13,156.45
2017-10-16,157.0
2017-10-17,157.75
2017-10-18,157.2
2017-10-19,154.45
2017-10-23,155.65
2017-10-24,154.65
2017-10-25,156.05
2017-10-26,157.4
2017-10-27,157.0
2017-10-30,159.5
2017-10-31,157.7
2017-11-01,163.15
2017-11-02,169.75
2017-11-03,173.25
2017-11-06,178.4
2017-11-07,180.4
2017-11-08,185.25
2017-11-09,184.15
2017-11-10,205.05
2017-11-13,192.3
2017-11-14,185.6
2017-11-15,189.95
2017-11-16,190.5
2017-11-17,189.25
2017-11-20,187.8
2017-11-21,186.8
2017-11-22,189.55
2017-11-23,188.4
2017-11-24,185.2
2017-11-27,183.05
2017-11-28,189.65
2017-11-29,191.85
2017-11-30,190.05
2017-12-01,189.65
2017-12-04,187.75
2017-12-05,184.75
2017-12-06,184.25
2017-12-07,183.75
2017-12-08,182.25
2017-12-11,183.45
2017-12-12,184.75
2017-12-13,182.25
2017-12-14,184.85
2017-12-15,183.45
2017-12-18,183.7
2017-12-19,183.1
2017-12-20,182.8
2017-12-21,182.5
2017-12-22,182.05
2017-12-26,181.2
2017-12-27,180.85
2017-12-28,181.05
2017-12-29,174.6
