Date,BBL
2017-06-08,1222.25
2017-06-09,1228.1
2017-06-12,1221.7
2017-06-13,1203.6
2017-06-14,1194.0
2017-06-15,1188.0
2017-06-16,1183.05
2017-06-19,1278.25
2017-06-20,1389.1
2017-06-21,1419.1
2017-06-22,1456.7
2017-06-23,1409.6
2017-06-27,1385.1
2017-06-28,1413.45
2017-06-29,1408.95
2017-06-30,1397.0
2017-07-03,1370.4
2017-07-04,1355.75
2017-07-05,1377.45
2017-07-06,1368.65
2017-07-07,1360.65
2017-07-10,1376.05
2017-07-11,1347.3
2017-07-12,1362.75
2017-07-13,1351.9
2017-07-14,1326.0
2017-07-17,1300.25
2017-07-18,1266.6
2017-07-19,1298.1
2017-07-20,1279.15
2017-07-21,1264.2
2017-07-24,1287.55
2017-07-25,1296.15
2017-07-26,1340.7
2017-07-27,1336.95
2017-07-28,1329.75
2017-07-31,1303.75
2017-08-01,1292.15
2017-08-02,1304.75
2017-08-03,1284.9
2017-08-04,1280.0
2017-08-07,1280.6
2017-08-08,1275.55
2017-08-09,1237.6
2017-08-10,1159.45
2017-08-11,1177.1
2017-08-14,1192.35
2017-08-16,1217.85
2017-08-17,1226.6
2017-08-18,1223.1
2017-08-21,1190.9
2017-08-22,1142.75
2017-08-23,1169.95
2017-08-24,1217.15
2017-08-28,1092.55
2017-08-29,1097.6
2017-08-30,1111.0
2017-08-31,1100.6
2017-09-01,1114.05
2017-09-04,1083.9
2017-09-05,1099.95
2017-09-06,1101.2
2017-09-07,1112.9
2017-09-08,1122.15
2017-09-11,1138.85
2017-09-12,1118.55
2017-09-13,1109.6
2017-09-14,1095.25
2017-09-15,1097.2
2017-09-18,1226.9
2017-09-19,1204.4
2017-09-20,1218.45
2017-09-21,1198.25
2017-09-22,1142.3
2017-09-25,1142.4
2017-09-26,1131.75
2017-09-27,1105.35
2017-09-28,1107.45
2017-09-29,1101.3
2017-10-03,1109.9
2017-10-04,1108.0
2017-10-05,1100.35
2017-10-06,1111.55
2017-10-09,1138.7
2017-10-10,1128.45
2017-10-11,1112.45
2017-10-12,1109.5
2017-10-13,1110.6
2017-10-16,1108.75
2017-10-17,1114.7
2017-10-18,1098.35
2017-10-19,1100.85
2017-10-23,1096.5
2017-10-24,1076.0
2017-10-25,1045.6
2017-10-26,1032.55
2017-10-27,1001.25
2017-10-30,1028.25
2017-10-31,1003.7
2017-11-01,1018.1
2017-11-02,1009.6
2017-11-03,1019.15
2017-11-06,1013.55
2017-11-07,994.85
2017-11-08,1000.65
2017-11-09,975.8
2017-11-10,981.25
2017-11-13,1008.95
2017-11-14,1001.7
2017-11-15,982.0
2017-11-16,988.55
2017-11-17,994.6
2017-11-20,1015.7
2017-11-21,1022.65
2017-11-22,1023.35
2017-11-23,1025.2
2017-11-24,1019.9
2017-11-27,1125.75
2017-11-28,1131.1
2017-11-29,1125.35
2017-11-30,1154.55
2017-12-01,1136.2
2017-12-04,1100.3
2017-12-05,1085.85
2017-12-06,1077.6
2017-12-07,1085.15
2017-12-08,1091.4
2017-12-11,1063.3
2017-12-12,1062.3
2017-12-13,1054.3
2017-12-14,1067.05
2017-12-15,1116.9
2017-12-18,1162.05
2017-12-19,1180.3
2017-12-20,1239.75
2017-12-21,1278.15
2017-12-22,1362.55
2017-12-26,1349.5
2017-12-27,1319.4
2017-12-28,1310.5
2017-12-29,1285.85
