Date,MAGMA
2017-01-02,103.15
2017-01-03,104.05
2017-01-04,104.25
2017-01-05,104.55
2017-01-06,104.6
2017-01-09,99.65
2017-01-10,99.7
2017-01-11,96.8
2017-01-12,92.35
2017-01-13,93.85
2017-01-16,94.15
2017-01-17,96.65
2017-01-18,98.65
2017-01-19,98.6
2017-01-20,97.0
2017-01-23,97.25
2017-01-24,97.1
2017-01-25,99.3
2017-01-27,99.6
2017-01-30,99.55
2017-01-31,98.25
2017-02-01,102.45
2017-02-02,102.65
2017-02-03,104.4
2017-02-06,103.0
2017-02-07,103.3
2017-02-08,102.5
2017-02-09,98.85
2017-02-10,97.7
2017-02-13,98.15
2017-02-14,99.65
2017-02-15,98.0
2017-02-16,98.1
2017-02-17,98.15
2017-02-20,98.6
2017-02-21,98.5
2017-02-22,97.95
2017-02-23,95.25
2017-02-27,95.6
2017-02-28,98.6
2017-03-01,99.15
2017-03-02,96.0
2017-03-03,98.3
2017-03-06,98.5
2017-03-07,97.85
2017-03-08,98.85
2017-03-09,99.1
2017-03-10,99.05
2017-03-14,100.45
2017-03-15,101.2
2017-03-16,100.3
2017-03-17,99.8
2017-03-20,104.1
2017-03-21,104.8
2017-03-22,103.7
2017-03-23,103.8
2017-03-24,102.1
2017-03-27,103.65
2017-03-28,102.4
2017-03-29,107.45
2017-03-30,107.9
2017-03-31,106.05
2017-04-03,108.55
2017-04-05,121.95
2017-04-06,122.0
2017-04-07,121.4
2017-04-10,122.5
2017-04-11,121.1
2017-04-12,120.95
2017-04-13,119.7
2017-04-17,118.0
2017-04-18,115.1
2017-04-19,115.2
2017-04-20,116.2
2017-04-21,114.4
2017-04-24,113.35
2017-04-25,120.85
2017-04-26,118.8
2017-04-27,117.1
2017-04-28,116.5
2017-05-02,116.55
2017-05-03,119.05
2017-05-04,123.55
2017-05-05,118.25
2017-05-08,117.45
2017-05-09,127.8
2017-05-10,127.95
2017-05-11,126.3
2017-05-12,133.0
2017-05-15,131.4
2017-05-16,131.65
2017-05-17,131.05
2017-05-18,124.75
2017-05-19,128.4
2017-05-22,125.2
2017-05-23,123.3
2017-05-24,119.6
2017-05-25,122.65
2017-05-26,124.95
2017-05-29,124.55
2017-05-30,123.65
2017-05-31,127.85
2017-06-01,130.1
2017-06-02,129.65
2017-06-05,131.5
2017-06-06,128.85
2017-06-07,126.55
2017-06-08,135.0
2017-06-09,141.6
2017-06-12,140.6
2017-06-13,140.65
2017-06-14,143.65
2017-06-15,149.45
2017-06-16,153.15
2017-06-19,160.85
2017-06-20,169.9
2017-06-21,163.95
2017-06-22,155.65
2017-06-23,151.15
2017-06-27,148.15
2017-06-28,150.3
2017-06-29,155.15
2017-06-30,162.3
2017-07-03,164.05
2017-07-04,160.55
2017-07-05,165.6
2017-07-06,165.1
2017-07-07,166.1
2017-07-10,165.85
2017-07-11,165.3
2017-07-12,169.15
2017-07-13,171.8
2017-07-14,169.6
2017-07-17,170.4
2017-07-18,172.75
2017-07-19,168.65
2017-07-20,170.9
2017-07-21,165.4
2017-07-24,170.2
2017-07-25,170.0
2017-07-26,166.0
2017-07-27,169.55
2017-07-28,169.7
2017-07-31,168.95
2017-08-01,166.15
2017-08-02,170.2
2017-08-03,172.25
2017-08-04,174.55
2017-08-07,176.75
2017-08-08,173.75
2017-08-09,172.5
2017-08-10,172.4
2017-08-11,176.15
2017-08-14,175.6
2017-08-16,175.9
2017-08-17,179.05
2017-08-18,180.0
2017-08-21,177.85
2017-08-22,177.3
2017-08-23,176.15
2017-08-24,173.05
2017-08-28,175.75
2017-08-29,175.2
2017-08-30,173.65
2017-08-31,173.8
2017-09-01,174.0
2017-09-04,174.4
2017-09-05,178.75
2017-09-06,180.25
2017-09-07,182.4
2017-09-08,180.8
2017-09-11,181.0
2017-09-12,182.75
2017-09-13,184.95
2017-09-14,183.6
2017-09-15,180.45
2017-09-18,183.85
2017-09-19,183.15
2017-09-20,180.7
2017-09-21,172.95
2017-09-22,171.8
2017-09-25,162.85
2017-09-26,166.1
2017-09-27,165.25
2017-09-28,168.1
2017-09-29,170.3
2017-10-03,177.7
2017-10-04,174.9
2017-10-05,177.7
2017-10-06,177.2
2017-10-09,173.4
2017-10-10,179.55
2017-10-11,180.25
2017-10-12,183.75
2017-10-13,178.4
2017-10-16,178.8
2017-10-17,180.55
2017-10-18,176.5
2017-10-19,175.9
2017-10-23,172.55
2017-10-24,170.65
2017-10-25,168.3
2017-10-26,174.2
2017-10-27,175.4
2017-10-30,176.4
2017-10-31,175.7
2017-11-01,175.15
2017-11-02,179.4
2017-11-03,180.45
2017-11-06,177.0
2017-11-07,165.3
2017-11-08,168.55
2017-11-09,168.6
2017-11-10,174.9
2017-11-13,174.2
2017-11-14,172.8
2017-11-15,173.4
2017-11-16,173.25
2017-11-17,175.15
2017-11-20,175.9
2017-11-21,170.45
2017-11-22,169.65
2017-11-23,165.95
2017-11-24,168.5
2017-11-27,167.45
2017-11-28,173.25
2017-11-29,171.2
2017-11-30,173.2
2017-12-01,169.9
2017-12-04,167.8
2017-12-05,167.9
2017-12-06,169.05
2017-12-07,166.4
2017-12-08,165.9
2017-12-11,163.6
2017-12-12,159.55
2017-12-13,161.75
2017-12-14,159.1
2017-12-15,162.1
2017-12-18,160.6
2017-12-19,161.95
2017-12-20,159.95
2017-12-21,166.1
2017-12-22,165.3
2017-12-26,165.05
2017-12-27,163.4
2017-12-28,159.9
2017-12-29,160.55
