Date,MAHABANK
2017-01-02,29.05
2017-01-03,29.15
2017-01-04,29.15
2017-01-05,29.25
2017-01-06,29.2
2017-01-09,29.35
2017-01-10,29.05
2017-01-11,29.6
2017-01-12,29.5
2017-01-13,29.45
2017-01-16,30.1
2017-01-17,30.15
2017-01-18,30.05
2017-01-19,29.95
2017-01-20,29.35
2017-01-23,29.25
2017-01-24,29.3
2017-01-25,29.55
2017-01-27,29.8
2017-01-30,32.3
2017-01-31,33.15
2017-02-01,32.85
2017-02-02,34.45
2017-02-03,34.65
2017-02-06,34.7
2017-02-07,35.3
2017-02-08,34.55
2017-02-09,33.45
2017-02-10,33.7
2017-02-13,33.3
2017-02-14,33.35
2017-02-15,32.6
2017-02-16,32.9
2017-02-17,32.65
2017-02-20,32.55
2017-02-21,37.1
2017-02-22,34.85
2017-02-23,34.4
2017-02-27,34.25
2017-02-28,34.25
2017-03-01,34.55
2017-03-02,33.85
2017-03-03,33.7
2017-03-06,33.55
2017-03-07,33.45
2017-03-08,32.9
2017-03-09,32.65
2017-03-10,32.4
2017-03-14,32.3
2017-03-15,32.3
2017-03-16,32.4
2017-03-17,32.45
2017-03-20,32.55
2017-03-21,33.0
2017-03-22,34.2
2017-03-23,33.65
2017-03-24,34.2
2017-03-27,33.7
2017-03-28,33.55
2017-03-29,33.5
2017-03-30,33.5
2017-03-31,33.65
2017-04-03,33.65
2017-04-05,34.85
2017-04-06,34.35
2017-04-07,34.6
2017-04-10,34.8
2017-04-11,35.9
2017-04-12,35.2
2017-04-13,34.65
2017-04-17,34.65
2017-04-18,34.3
2017-04-19,33.8
2017-04-20,33.75
2017-04-21,33.85
2017-04-24,34.55
2017-04-25,34.6
2017-04-26,34.65
2017-04-27,34.6
2017-04-28,36.45
2017-05-02,37.25
2017-05-03,38.0
2017-05-04,37.6
2017-05-05,35.3
2017-05-08,36.0
2017-05-09,35.65
2017-05-10,35.45
2017-05-11,35.1
2017-05-12,33.95
2017-05-15,33.75
2017-05-16,33.9
2017-05-17,33.75
2017-05-18,33.15
2017-05-19,33.05
2017-05-22,31.8
2017-05-23,31.3
2017-05-24,30.2
2017-05-25,30.4
2017-05-26,31.3
2017-05-29,30.45
2017-05-30,30.45
2017-05-31,30.6
2017-06-01,30.25
2017-06-02,30.2
2017-06-05,30.05
2017-06-06,30.1
2017-06-07,29.9
2017-06-08,29.75
2017-06-09,29.7
2017-06-12,29.95
2017-06-13,29.75
2017-06-14,30.75
2017-06-15,30.0
2017-06-16,31.0
2017-06-19,29.85
2017-06-20,29.45
2017-06-21,29.15
2017-06-22,29.05
2017-06-23,28.5
2017-06-27,27.65
2017-06-28,27.55
2017-06-29,27.95
2017-06-30,28.15
2017-07-03,28.1
2017-07-04,28.15
2017-07-05,28.35
2017-07-06,28.95
2017-07-07,29.05
2017-07-10,29.25
2017-07-11,29.0
2017-07-12,28.95
2017-07-13,29.15
2017-07-14,28.95
2017-07-17,28.75
2017-07-18,28.4
2017-07-19,28.8
2017-07-20,28.8
2017-07-21,28.35
2017-07-24,28.85
2017-07-25,28.85
2017-07-26,29.05
2017-07-27,28.7
2017-07-28,28.5
2017-07-31,29.2
2017-08-01,28.45
2017-08-02,28.5
2017-08-03,27.95
2017-08-04,27.8
2017-08-07,27.7
2017-08-08,27.05
2017-08-09,27.05
2017-08-10,26.15
2017-08-11,26.05
2017-08-14,26.65
2017-08-16,27.0
2017-08-17,26.9
2017-08-18,26.75
2017-08-21,26.95
2017-08-22,26.7
2017-08-23,27.2
2017-08-24,27.15
2017-08-28,27.0
2017-08-29,26.9
2017-08-30,26.85
2017-08-31,26.55
2017-09-01,26.55
2017-09-04,26.45
2017-09-05,26.35
2017-09-06,26.5
2017-09-07,26.4
2017-09-08,26.15
2017-09-11,26.15
2017-09-12,26.35
2017-09-13,26.35
2017-09-14,26.05
2017-09-15,25.9
2017-09-18,26.1
2017-09-19,26.05
2017-09-20,25.95
2017-09-21,25.8
2017-09-22,25.95
2017-09-25,25.5
2017-09-26,25.55
2017-09-27,25.2
2017-09-28,25.1
2017-09-29,25.1
2017-10-03,25.1
2017-10-04,25.2
2017-10-05,25.15
2017-10-06,25.3
2017-10-09,25.15
2017-10-10,25.1
2017-10-11,25.05
2017-10-12,25.15
2017-10-13,25.0
2017-10-16,25.0
2017-10-17,24.85
2017-10-18,24.65
2017-10-19,24.95
2017-10-23,24.65
2017-10-24,25.2
2017-10-25,29.7
2017-10-26,27.9
2017-10-27,27.15
2017-10-30,27.75
2017-10-31,27.8
2017-11-01,28.2
2017-11-02,28.3
2017-11-03,28.0
2017-11-06,27.7
2017-11-07,27.85
2017-11-08,27.45
2017-11-09,27.8
2017-11-10,28.0
2017-11-13,27.15
2017-11-14,27.05
2017-11-15,26.6
2017-11-16,26.75
2017-11-17,27.1
2017-11-20,27.0
2017-11-21,26.55
2017-11-22,26.6
2017-11-23,26.7
2017-11-24,26.65
2017-11-27,26.8
2017-11-28,27.4
2017-11-29,27.3
2017-11-30,26.9
2017-12-01,26.6
2017-12-04,26.05
2017-12-05,26.4
2017-12-06,25.65
2017-12-07,26.1
2017-12-08,26.1
2017-12-11,25.95
2017-12-12,25.9
2017-12-13,25.75
2017-12-14,25.75
2017-12-15,21.0
2017-12-18,21.25
2017-12-19,21.05
2017-12-20,21.05
2017-12-21,21.35
2017-12-22,21.9
2017-12-26,22.15
2017-12-27,21.95
2017-12-28,22.35
2017-12-29,22.85
