Date,TPLPLASTEH
2017-01-02,456.15
2017-01-03,472.05
2017-01-04,462.5
2017-01-05,452.35
2017-01-06,474.7
2017-01-09,478.6
2017-01-10,477.1
2017-01-11,482.65
2017-01-12,476.65
2017-01-13,471.65
2017-01-16,477.2
2017-01-17,477.55
2017-01-18,474.7
2017-01-19,473.25
2017-01-20,469.4
2017-01-23,457.35
2017-01-24,461.9
2017-01-25,455.8
2017-01-27,461.05
2017-01-30,448.25
2017-01-31,464.25
2017-02-01,471.95
2017-02-02,538.25
2017-02-03,534.45
2017-02-06,523.1
2017-02-07,510.2
2017-02-08,503.5
2017-02-09,510.7
2017-02-10,504.65
2017-02-13,481.55
2017-02-14,480.45
2017-02-15,469.85
2017-02-16,459.85
2017-02-17,484.8
2017-02-20,507.8
2017-02-21,545.5
2017-02-22,528.6
2017-02-23,561.15
2017-02-27,551.95
2017-02-28,554.65
2017-03-01,537.85
2017-03-02,523.1
2017-03-03,517.35
2017-03-06,520.0
2017-03-07,517.25
2017-03-08,534.8
2017-03-09,527.15
2017-03-10,521.95
2017-03-14,518.4
2017-03-15,526.15
2017-03-16,514.45
2017-03-17,472.75
2017-03-20,467.0
2017-03-21,477.25
2017-03-22,475.4
2017-03-23,477.05
2017-03-24,480.0
2017-03-27,470.7
2017-03-28,457.1
2017-03-29,484.0
2017-03-30,491.3
2017-03-31,517.3
2017-04-03,506.55
2017-04-05,495.0
2017-04-06,508.45
2017-04-07,500.3
2017-04-10,501.4
2017-04-11,511.5
2017-04-12,515.35
2017-04-13,503.25
2017-04-17,496.45
2017-04-18,499.55
2017-04-19,489.45
2017-04-20,489.4
2017-04-21,492.6
2017-04-24,538.35
2017-04-25,559.85
2017-04-26,550.85
2017-04-27,549.25
2017-04-28,534.0
2017-05-02,526.8
2017-05-03,525.3
2017-05-04,517.0
2017-05-05,502.05
2017-05-08,542.65
2017-05-09,543.05
2017-05-10,526.15
2017-05-11,516.7
2017-05-12,512.2
2017-05-15,514.85
2017-05-16,534.25
2017-05-17,525.15
2017-05-18,512.7
2017-05-19,509.5
2017-05-22,500.25
2017-05-23,502.15
2017-05-24,501.35
2017-05-25,578.6
2017-05-26,583.4
2017-05-29,570.85
2017-05-30,550.85
2017-05-31,551.9
2017-06-01,531.45
2017-06-02,526.25
2017-06-05,525.8
2017-06-06,517.45
2017-06-07,520.65
2017-06-08,515.75
2017-06-09,511.2
2017-06-12,518.7
2017-06-13,518.8
2017-06-14,513.8
2017-06-15,550.15
2017-06-16,524.5
2017-06-19,531.7
2017-06-20,525.1
2017-06-21,521.6
2017-06-22,510.1
2017-06-23,502.0
2017-06-27,507.15
2017-06-28,494.6
2017-06-29,500.25
2017-06-30,495.0
2017-07-03,512.05
2017-07-04,510.9
2017-07-05,505.4
2017-07-06,508.05
2017-07-07,512.7
2017-07-10,501.4
2017-07-11,510.5
2017-07-12,496.7
2017-07-13,503.6
2017-07-14,504.05
2017-07-17,500.85
2017-07-18,504.05
2017-07-19,493.9
2017-07-20,486.5
2017-07-21,482.85
2017-07-24,488.65
2017-07-25,479.05
2017-07-26,485.35
2017-07-27,485.0
2017-07-28,475.6
2017-07-31,484.25
2017-08-01,486.2
2017-08-02,479.2
2017-08-03,484.9
2017-08-04,475.75
2017-08-07,478.55
2017-08-08,483.0
2017-08-09,481.0
2017-08-10,474.15
2017-08-11,444.9
2017-08-14,447.6
2017-08-16,438.8
2017-08-17,445.75
2017-08-18,451.5
2017-08-21,452.4
2017-08-22,452.85
2017-08-23,436.9
2017-08-24,440.6
2017-08-28,443.65
2017-08-29,439.35
2017-08-30,447.55
2017-08-31,470.0
2017-09-01,564.0
2017-09-04,544.45
2017-09-05,538.85
2017-09-06,534.2
2017-09-07,585.1
2017-09-08,660.3
2017-09-11,670.0
2017-09-12,664.85
2017-09-13,649.15
2017-09-14,645.0
2017-09-15,640.2
2017-09-18,642.85
2017-09-19,641.0
2017-09-20,642.8
2017-09-21,642.15
2017-09-22,615.0
2017-09-25,597.1
2017-09-26,590.85
2017-09-27,590.7
2017-09-28,587.65
2017-09-29,569.75
2017-10-03,564.75
2017-10-04,570.55
2017-10-05,553.55
2017-10-06,554.1
2017-10-09,551.9
2017-10-10,570.2
2017-10-11,563.0
2017-10-12,566.95
2017-10-13,584.7
2017-10-16,583.35
2017-10-17,581.7
2017-10-18,582.3
2017-10-19,575.95
2017-10-23,580.0
2017-10-24,574.9
2017-10-25,579.15
2017-10-26,574.5
2017-10-27,571.15
2017-10-30,588.65
2017-10-31,561.1
2017-11-01,556.45
2017-11-02,559.65
2017-11-03,569.25
2017-11-06,683.1
2017-11-07,667.5
2017-11-08,656.15
2017-11-09,661.3
2017-11-10,684.45
2017-11-13,679.3
2017-11-14,666.15
2017-11-15,636.6
2017-11-16,630.8
2017-11-17,627.95
2017-11-20,625.8
2017-11-21,617.3
2017-11-22,602.3
2017-11-23,634.3
2017-11-24,598.6
2017-11-27,609.5
2017-11-28,589.75
2017-11-29,572.6
2017-11-30,575.6
2017-12-01,566.05
2017-12-04,568.95
2017-12-05,567.25
2017-12-06,569.75
2017-12-07,562.8
2017-12-08,552.5
2017-12-11,570.3
2017-12-12,565.6
2017-12-13,554.95
2017-12-14,553.9
2017-12-15,555.0
2017-12-18,571.35
2017-12-19,585.5
2017-12-20,618.75
2017-12-21,631.55
2017-12-22,691.25
2017-12-26,668.75
2017-12-27,655.4
2017-12-28,713.3
2017-12-29,683.65
