Date,SUMEETINDS
2017-01-02,34.25
2017-01-03,35.85
2017-01-04,36.5
2017-01-05,36.5
2017-01-06,35.45
2017-01-09,35.1
2017-01-10,35.4
2017-01-11,35.8
2017-01-12,36.65
2017-01-13,38.4
2017-01-16,40.25
2017-01-17,40.05
2017-01-18,39.65
2017-01-19,38.9
2017-01-20,37.55
2017-01-23,39.4
2017-01-24,39.85
2017-01-25,38.9
2017-01-27,38.15
2017-01-30,37.1
2017-01-31,36.45
2017-02-01,37.9
2017-02-02,37.1
2017-02-03,35.9
2017-02-06,36.05
2017-02-07,38.3
2017-02-08,39.1
2017-02-09,38.1
2017-02-10,37.9
2017-02-13,36.85
2017-02-14,35.5
2017-02-15,34.1
2017-02-16,34.4
2017-02-17,34.75
2017-02-20,34.45
2017-02-21,34.55
2017-02-22,34.05
2017-02-23,33.85
2017-02-27,33.35
2017-02-28,34.15
2017-03-01,35.65
2017-03-02,34.05
2017-03-03,33.65
2017-03-06,33.85
2017-03-07,33.7
2017-03-08,33.3
2017-03-09,33.05
2017-03-10,32.75
2017-03-14,32.7
2017-03-15,32.2
2017-03-16,32.65
2017-03-17,32.75
2017-03-20,32.45
2017-03-21,31.65
2017-03-22,30.8
2017-03-23,30.4
2017-03-24,29.8
2017-03-27,29.7
2017-03-28,32.65
2017-03-29,35.5
2017-03-30,34.55
2017-03-31,33.85
2017-04-03,33.75
2017-04-05,35.4
2017-04-06,35.6
2017-04-07,34.9
2017-04-10,35.45
2017-04-11,35.3
2017-04-12,34.6
2017-04-13,34.9
2017-04-17,34.45
2017-04-18,33.6
2017-04-19,33.95
2017-04-20,33.95
2017-04-21,33.7
2017-04-24,33.75
2017-04-25,38.15
2017-04-26,36.2
2017-04-27,35.85
2017-04-28,35.9
2017-05-02,34.95
2017-05-03,34.6
2017-05-04,36.85
2017-05-05,37.25
2017-05-08,37.7
2017-05-09,37.25
2017-05-10,36.95
2017-05-11,37.85
2017-05-12,36.95
2017-05-15,37.2
2017-05-16,37.15
2017-05-17,43.0
2017-05-18,38.05
2017-05-19,38.1
2017-05-22,35.85
2017-05-23,33.9
2017-05-24,32.3
2017-05-25,33.1
2017-05-26,33.65
2017-05-29,33.25
2017-05-30,33.75
2017-05-31,33.1
2017-06-01,33.3
2017-06-02,32.9
2017-06-05,33.4
2017-06-06,32.4
2017-06-07,32.55
2017-06-08,32.3
2017-06-09,32.05
2017-06-12,32.0
2017-06-13,32.05
2017-06-14,32.1
2017-06-15,32.15
2017-06-16,31.7
2017-06-19,32.55
2017-06-20,31.95
2017-06-21,31.95
2017-06-22,31.7
2017-06-23,31.2
2017-06-27,30.55
2017-06-28,29.95
2017-06-29,29.85
2017-06-30,29.85
2017-07-03,33.75
2017-07-04,33.1
2017-07-05,34.55
2017-07-06,33.65
2017-07-07,33.55
2017-07-10,33.7
2017-07-11,33.05
2017-07-12,32.65
2017-07-13,33.25
2017-07-14,33.25
2017-07-17,32.8
2017-07-18,32.8
2017-07-19,34.95
2017-07-20,35.5
2017-07-21,35.1
2017-07-24,34.3
2017-07-25,34.7
2017-07-26,34.5
2017-07-27,33.45
2017-07-28,34.05
2017-07-31,34.45
2017-08-01,34.6
2017-08-02,34.7
2017-08-03,34.1
2017-08-04,33.4
2017-08-07,33.75
2017-08-08,32.05
2017-08-09,31.0
2017-08-10,28.6
2017-08-11,28.45
2017-08-14,29.65
2017-08-16,30.45
2017-08-17,30.1
2017-08-18,29.65
2017-08-21,29.55
2017-08-22,29.1
2017-08-23,29.5
2017-08-24,29.2
2017-08-28,29.95
2017-08-29,29.4
2017-08-30,30.45
2017-08-31,31.35
2017-09-01,33.5
2017-09-04,32.55
2017-09-05,32.85
2017-09-06,32.55
2017-09-07,32.9
2017-09-08,32.3
2017-09-11,32.7
2017-09-12,32.5
2017-09-13,33.05
2017-09-14,33.1
2017-09-15,32.65
2017-09-18,32.2
2017-09-19,31.95
2017-09-20,31.7
2017-09-21,31.75
2017-09-22,30.45
2017-09-25,29.4
2017-09-26,30.15
2017-09-27,29.15
2017-09-28,29.05
2017-09-29,29.3
2017-10-03,29.0
2017-10-04,29.1
2017-10-05,30.95
2017-10-06,31.55
2017-10-09,32.2
2017-10-10,31.6
2017-10-11,30.65
2017-10-12,30.75
2017-10-13,30.7
2017-10-16,30.45
2017-10-17,30.6
2017-10-18,30.05
2017-10-19,30.0
2017-10-23,29.55
2017-10-24,30.1
2017-10-25,30.05
2017-10-26,30.1
2017-10-27,30.2
2017-10-30,31.5
2017-10-31,31.6
2017-11-01,33.45
2017-11-02,33.8
2017-11-03,33.15
2017-11-06,33.35
2017-11-07,33.85
2017-11-08,33.65
2017-11-09,33.0
2017-11-10,32.65
2017-11-13,32.4
2017-11-14,33.8
2017-11-15,32.6
2017-11-16,30.7
2017-11-17,31.3
2017-11-20,31.2
2017-11-21,31.1
2017-11-22,30.7
2017-11-23,30.4
2017-11-24,31.25
2017-11-27,32.75
2017-11-28,32.45
2017-11-29,32.45
2017-11-30,31.95
2017-12-01,32.2
2017-12-04,30.8
2017-12-05,30.25
2017-12-06,30.5
2017-12-07,30.9
2017-12-08,31.0
2017-12-11,32.05
2017-12-12,32.9
2017-12-13,32.75
2017-12-14,31.9
2017-12-15,29.95
2017-12-18,30.75
2017-12-19,30.3
2017-12-20,30.0
2017-12-21,30.35
2017-12-22,30.5
2017-12-26,30.2
2017-12-27,29.3
2017-12-28,28.65
2017-12-29,28.65
