Date,HINDUJAVEN
2017-01-02,500.8
2017-01-03,500.45
2017-01-04,498.65
2017-01-05,502.75
2017-01-06,503.95
2017-01-09,503.1
2017-01-10,509.6
2017-01-11,508.75
2017-01-12,507.65
2017-01-13,509.85
2017-01-16,498.25
2017-01-17,496.5
2017-01-18,499.5
2017-01-19,500.85
2017-01-20,498.65
2017-01-23,497.2
2017-01-24,496.45
2017-01-25,499.2
2017-01-27,498.65
2017-01-30,497.45
2017-01-31,494.6
2017-02-01,501.0
2017-02-02,502.7
2017-02-03,501.6
2017-02-06,498.5
2017-02-07,499.15
2017-02-08,503.2
2017-02-09,514.85
2017-02-10,524.85
2017-02-13,517.85
2017-02-14,506.75
2017-02-15,495.9
2017-02-16,514.9
2017-02-17,501.95
2017-02-20,505.85
2017-02-21,508.55
2017-02-22,508.2
2017-02-23,509.9
2017-02-27,513.45
2017-02-28,523.45
2017-03-01,523.3
2017-03-02,517.15
2017-03-03,515.4
2017-03-06,521.0
2017-03-07,523.7
2017-03-08,520.1
2017-03-09,520.15
2017-03-10,522.8
2017-03-14,523.65
2017-03-15,516.95
2017-03-16,515.95
2017-03-17,514.65
2017-03-20,521.75
2017-03-21,511.9
2017-03-22,513.45
2017-03-23,507.8
2017-03-24,506.35
2017-03-27,502.3
2017-03-28,513.2
2017-03-29,516.95
2017-03-30,520.0
2017-03-31,522.05
2017-04-03,544.15
2017-04-05,550.75
2017-04-06,541.4
2017-04-07,528.15
2017-04-10,527.1
2017-04-11,529.5
2017-04-12,519.7
2017-04-13,518.05
2017-04-17,512.05
2017-04-18,513.35
2017-04-19,511.15
2017-04-20,513.95
2017-04-21,518.95
2017-04-24,511.85
2017-04-25,514.8
2017-04-26,507.9
2017-04-27,501.9
2017-04-28,503.65
2017-05-02,513.75
2017-05-03,508.45
2017-05-04,517.0
2017-05-05,512.9
2017-05-08,513.0
2017-05-09,517.2
2017-05-10,520.3
2017-05-11,515.9
2017-05-12,520.3
2017-05-15,503.3
2017-05-16,500.85
2017-05-17,494.55
2017-05-18,494.75
2017-05-19,490.7
2017-05-22,491.0
2017-05-23,488.15
2017-05-24,456.95
2017-05-25,458.15
2017-05-26,460.95
2017-05-29,458.45
2017-05-30,463.4
2017-05-31,468.1
2017-06-01,466.35
2017-06-02,468.05
2017-06-05,467.25
2017-06-06,463.3
2017-06-07,464.1
2017-06-08,461.5
2017-06-09,462.0
2017-06-12,462.15
2017-06-13,462.6
2017-06-14,465.3
2017-06-15,474.15
2017-06-16,474.3
2017-06-19,478.9
2017-06-20,478.65
2017-06-21,475.7
2017-06-22,476.9
2017-06-23,474.7
2017-06-27,460.3
2017-06-28,458.1
2017-06-29,461.15
2017-06-30,461.75
2017-07-03,462.6
2017-07-04,465.0
2017-07-05,463.65
2017-07-06,469.7
2017-07-07,463.85
2017-07-10,467.25
2017-07-11,465.0
2017-07-12,470.95
2017-07-13,473.35
2017-07-14,469.0
2017-07-17,469.3
2017-07-18,465.45
2017-07-19,469.95
2017-07-20,471.9
2017-07-21,462.5
2017-07-24,462.65
2017-07-25,459.75
2017-07-26,458.9
2017-07-27,457.05
2017-07-28,459.95
2017-07-31,452.7
2017-08-01,450.9
2017-08-02,451.75
2017-08-03,453.25
2017-08-04,452.0
2017-08-07,446.6
2017-08-08,448.45
2017-08-09,440.75
2017-08-10,444.45
2017-08-11,441.95
2017-08-14,448.8
2017-08-16,448.55
2017-08-17,474.95
2017-08-18,478.25
2017-08-21,470.7
2017-08-22,465.5
2017-08-23,467.95
2017-08-24,467.2
2017-08-28,476.3
2017-08-29,479.3
2017-08-30,484.45
2017-08-31,515.75
2017-09-01,515.1
2017-09-04,513.95
2017-09-05,517.2
2017-09-06,517.7
2017-09-07,526.6
2017-09-08,523.25
2017-09-11,523.5
2017-09-12,526.75
2017-09-13,529.7
2017-09-14,534.8
2017-09-15,537.45
2017-09-18,544.4
2017-09-19,544.45
2017-09-20,520.9
2017-09-21,510.75
2017-09-22,499.05
2017-09-25,481.7
2017-09-26,479.8
2017-09-27,483.8
2017-09-28,482.4
2017-09-29,478.1
2017-10-03,476.35
2017-10-04,484.3
2017-10-05,486.55
2017-10-06,490.6
2017-10-09,490.6
2017-10-10,498.95
2017-10-11,486.55
2017-10-12,491.45
2017-10-13,495.1
2017-10-16,496.05
2017-10-17,493.1
2017-10-18,489.2
2017-10-19,490.55
2017-10-23,486.6
2017-10-24,487.7
2017-10-25,485.2
2017-10-26,486.15
2017-10-27,487.55
2017-10-30,491.3
2017-10-31,492.55
2017-11-01,495.6
2017-11-02,491.3
2017-11-03,492.5
2017-11-06,490.15
2017-11-07,485.4
2017-11-08,486.95
2017-11-09,492.9
2017-11-10,497.25
2017-11-13,495.65
2017-11-14,497.6
2017-11-15,485.15
2017-11-16,488.05
2017-11-17,485.05
2017-11-20,489.25
2017-11-21,486.45
2017-11-22,490.85
2017-11-23,486.2
2017-11-24,489.0
2017-11-27,490.9
2017-11-28,541.55
2017-11-29,562.8
2017-11-30,542.85
2017-12-01,542.4
2017-12-04,559.8
2017-12-05,555.0
2017-12-06,559.4
2017-12-07,555.6
2017-12-08,630.35
2017-12-11,734.65
2017-12-12,728.8
2017-12-13,761.7
2017-12-14,765.25
2017-12-15,772.2
2017-12-18,755.15
2017-12-19,764.6
2017-12-20,758.95
2017-12-21,790.0
2017-12-22,793.4
2017-12-26,774.75
2017-12-27,761.15
2017-12-28,778.5
2017-12-29,765.25
