Date,PANACEABIO
2017-01-02,118.7
2017-01-03,123.95
2017-01-04,126.9
2017-01-05,126.5
2017-01-06,125.45
2017-01-09,126.3
2017-01-10,126.95
2017-01-11,126.95
2017-01-12,123.95
2017-01-13,122.8
2017-01-16,126.65
2017-01-17,127.2
2017-01-18,148.3
2017-01-19,143.75
2017-01-20,146.4
2017-01-23,159.55
2017-01-24,166.0
2017-01-25,168.75
2017-01-27,172.2
2017-01-30,163.95
2017-01-31,163.75
2017-02-01,165.85
2017-02-02,170.55
2017-02-03,168.15
2017-02-06,167.15
2017-02-07,162.55
2017-02-08,155.9
2017-02-09,158.1
2017-02-10,159.6
2017-02-13,156.05
2017-02-14,153.2
2017-02-15,129.7
2017-02-16,135.1
2017-02-17,132.7
2017-02-20,158.35
2017-02-21,156.95
2017-02-22,153.45
2017-02-23,155.1
2017-02-27,151.95
2017-02-28,147.15
2017-03-01,169.95
2017-03-02,169.75
2017-03-03,165.75
2017-03-06,159.0
2017-03-07,161.0
2017-03-08,157.9
2017-03-09,157.45
2017-03-10,153.7
2017-03-14,157.3
2017-03-15,159.85
2017-03-16,159.8
2017-03-17,156.7
2017-03-20,156.65
2017-03-21,155.55
2017-03-22,154.5
2017-03-23,155.9
2017-03-24,153.35
2017-03-27,153.75
2017-03-28,155.35
2017-03-29,161.9
2017-03-30,159.65
2017-03-31,161.3
2017-04-03,165.85
2017-04-05,160.5
2017-04-06,161.7
2017-04-07,161.3
2017-04-10,159.65
2017-04-11,158.25
2017-04-12,159.05
2017-04-13,159.8
2017-04-17,157.4
2017-04-18,155.65
2017-04-19,155.65
2017-04-20,159.35
2017-04-21,164.05
2017-04-24,159.9
2017-04-25,159.45
2017-04-26,157.35
2017-04-27,155.15
2017-04-28,156.5
2017-05-02,154.8
2017-05-03,155.95
2017-05-04,155.2
2017-05-05,152.7
2017-05-08,151.8
2017-05-09,151.5
2017-05-10,153.9
2017-05-11,153.75
2017-05-12,150.95
2017-05-15,150.0
2017-05-16,149.6
2017-05-17,146.85
2017-05-18,143.15
2017-05-19,137.65
2017-05-22,137.0
2017-05-23,133.4
2017-05-24,130.5
2017-05-25,130.05
2017-05-26,147.95
2017-05-29,141.8
2017-05-30,140.25
2017-05-31,139.8
2017-06-01,143.8
2017-06-02,140.35
2017-06-05,138.7
2017-06-06,155.25
2017-06-07,152.75
2017-06-08,151.75
2017-06-09,149.25
2017-06-12,149.05
2017-06-13,148.1
2017-06-14,149.2
2017-06-15,144.75
2017-06-16,144.0
2017-06-19,140.65
2017-06-20,139.15
2017-06-21,143.8
2017-06-22,138.9
2017-06-23,134.8
2017-06-27,131.5
2017-06-28,134.7
2017-06-29,137.0
2017-06-30,136.1
2017-07-03,138.6
2017-07-04,135.85
2017-07-05,135.9
2017-07-06,142.5
2017-07-07,146.0
2017-07-10,144.85
2017-07-11,143.6
2017-07-12,144.6
2017-07-13,140.5
2017-07-14,139.1
2017-07-17,139.6
2017-07-18,137.65
2017-07-19,137.65
2017-07-20,138.8
2017-07-21,136.25
2017-07-24,136.65
2017-07-25,136.1
2017-07-26,135.5
2017-07-27,136.0
2017-07-28,140.45
2017-07-31,138.75
2017-08-01,139.9
2017-08-02,138.1
2017-08-03,141.75
2017-08-04,145.2
2017-08-07,141.25
2017-08-08,145.1
2017-08-09,144.95
2017-08-10,138.95
2017-08-11,133.7
2017-08-14,144.5
2017-08-16,150.0
2017-08-17,150.0
2017-08-18,156.65
2017-08-21,151.55
2017-08-22,149.95
2017-08-23,149.7
2017-08-24,147.4
2017-08-28,149.9
2017-08-29,149.1
2017-08-30,170.45
2017-08-31,164.0
2017-09-01,174.6
2017-09-04,175.3
2017-09-05,208.5
2017-09-06,200.5
2017-09-07,196.7
2017-09-08,221.2
2017-09-11,245.35
2017-09-12,256.35
2017-09-13,240.9
2017-09-14,249.85
2017-09-15,249.0
2017-09-18,246.45
2017-09-19,243.85
2017-09-20,237.4
2017-09-21,233.6
2017-09-22,220.65
2017-09-25,216.5
2017-09-26,214.95
2017-09-27,206.4
2017-09-28,211.75
2017-09-29,208.45
2017-10-03,198.55
2017-10-04,199.25
2017-10-05,203.2
2017-10-06,202.0
2017-10-09,242.0
2017-10-10,230.0
2017-10-11,215.65
2017-10-12,221.1
2017-10-13,223.1
2017-10-16,226.35
2017-10-17,234.8
2017-10-18,231.55
2017-10-19,231.4
2017-10-23,237.25
2017-10-24,247.35
2017-10-25,240.5
2017-10-26,244.15
2017-10-27,240.0
2017-10-30,241.35
2017-10-31,237.3
2017-11-01,240.65
2017-11-02,238.85
2017-11-03,235.55
2017-11-06,237.25
2017-11-07,230.1
2017-11-08,221.35
2017-11-09,220.75
2017-11-10,230.9
2017-11-13,232.25
2017-11-14,231.75
2017-11-15,254.1
2017-11-16,246.75
2017-11-17,251.55
2017-11-20,251.4
2017-11-21,256.7
2017-11-22,262.55
2017-11-23,281.4
2017-11-24,288.35
2017-11-27,269.8
2017-11-28,278.35
2017-11-29,284.25
2017-11-30,278.3
2017-12-01,273.5
2017-12-04,263.4
2017-12-05,264.55
2017-12-06,260.5
2017-12-07,256.15
2017-12-08,241.55
2017-12-11,233.3
2017-12-12,233.0
2017-12-13,234.75
2017-12-14,227.1
2017-12-15,226.95
2017-12-18,225.6
2017-12-19,230.0
2017-12-20,238.5
2017-12-21,237.4
2017-12-22,242.35
2017-12-26,238.9
2017-12-27,241.5
2017-12-28,243.2
2017-12-29,243.0
