Date,SHARDACROP
2017-01-02,452.4
2017-01-03,481.8
2017-01-04,484.1
2017-01-05,484.65
2017-01-06,474.1
2017-01-09,478.25
2017-01-10,483.4
2017-01-11,481.15
2017-01-12,481.25
2017-01-13,472.1
2017-01-16,468.4
2017-01-17,468.2
2017-01-18,465.25
2017-01-19,465.2
2017-01-20,459.7
2017-01-23,477.95
2017-01-24,480.05
2017-01-25,476.8
2017-01-27,475.7
2017-01-30,467.3
2017-01-31,460.0
2017-02-01,472.0
2017-02-02,475.0
2017-02-03,496.45
2017-02-06,509.7
2017-02-07,501.25
2017-02-08,500.95
2017-02-09,490.45
2017-02-10,493.25
2017-02-13,498.05
2017-02-14,485.65
2017-02-15,464.55
2017-02-16,461.55
2017-02-17,468.95
2017-02-20,467.25
2017-02-21,467.15
2017-02-22,463.6
2017-02-23,469.5
2017-02-27,454.2
2017-02-28,451.85
2017-03-01,457.55
2017-03-02,468.75
2017-03-03,467.55
2017-03-06,469.6
2017-03-07,476.9
2017-03-08,468.85
2017-03-09,470.4
2017-03-10,469.25
2017-03-14,468.5
2017-03-15,461.3
2017-03-16,465.9
2017-03-17,461.35
2017-03-20,461.75
2017-03-21,461.6
2017-03-22,462.95
2017-03-23,459.8
2017-03-24,457.9
2017-03-27,456.55
2017-03-28,462.45
2017-03-29,467.7
2017-03-30,475.8
2017-03-31,487.65
2017-04-03,500.25
2017-04-05,511.95
2017-04-06,501.95
2017-04-07,491.8
2017-04-10,485.9
2017-04-11,488.9
2017-04-12,480.0
2017-04-13,486.85
2017-04-17,482.4
2017-04-18,495.6
2017-04-19,503.45
2017-04-20,514.75
2017-04-21,517.6
2017-04-24,519.8
2017-04-25,518.65
2017-04-26,505.85
2017-04-27,502.25
2017-04-28,499.8
2017-05-02,522.15
2017-05-03,518.6
2017-05-04,519.45
2017-05-05,511.25
2017-05-08,518.5
2017-05-09,521.2
2017-05-10,535.8
2017-05-11,532.35
2017-05-12,543.3
2017-05-15,542.1
2017-05-16,544.25
2017-05-17,554.25
2017-05-18,552.5
2017-05-19,551.7
2017-05-22,545.3
2017-05-23,494.8
2017-05-24,481.65
2017-05-25,498.15
2017-05-26,511.9
2017-05-29,501.9
2017-05-30,501.5
2017-05-31,491.05
2017-06-01,497.95
2017-06-02,507.3
2017-06-05,502.55
2017-06-06,491.95
2017-06-07,495.7
2017-06-08,499.55
2017-06-09,497.85
2017-06-12,493.75
2017-06-13,486.6
2017-06-14,484.95
2017-06-15,481.95
2017-06-16,484.75
2017-06-19,482.6
2017-06-20,496.4
2017-06-21,502.3
2017-06-22,494.15
2017-06-23,489.85
2017-06-27,481.7
2017-06-28,481.35
2017-06-29,492.15
2017-06-30,480.15
2017-07-03,498.35
2017-07-04,494.7
2017-07-05,493.7
2017-07-06,480.9
2017-07-07,480.85
2017-07-10,482.75
2017-07-11,481.8
2017-07-12,483.3
2017-07-13,491.15
2017-07-14,482.7
2017-07-17,488.9
2017-07-18,481.4
2017-07-19,482.4
2017-07-20,480.55
2017-07-21,477.8
2017-07-24,493.3
2017-07-25,486.75
2017-07-26,482.35
2017-07-27,479.0
2017-07-28,483.35
2017-07-31,473.4
2017-08-01,465.1
2017-08-02,460.6
2017-08-03,455.9
2017-08-04,450.05
2017-08-07,450.55
2017-08-08,450.1
2017-08-09,445.55
2017-08-10,445.05
2017-08-11,445.15
2017-08-14,445.8
2017-08-16,436.0
2017-08-17,446.0
2017-08-18,440.8
2017-08-21,439.3
2017-08-22,436.85
2017-08-23,435.65
2017-08-24,457.9
2017-08-28,454.2
2017-08-29,452.4
2017-08-30,453.8
2017-08-31,443.55
2017-09-01,442.55
2017-09-04,436.95
2017-09-05,437.45
2017-09-06,449.95
2017-09-07,441.65
2017-09-08,440.35
2017-09-11,442.3
2017-09-12,443.25
2017-09-13,447.45
2017-09-14,448.3
2017-09-15,455.1
2017-09-18,455.75
2017-09-19,451.4
2017-09-20,453.5
2017-09-21,453.1
2017-09-22,440.4
2017-09-25,427.8
2017-09-26,443.85
2017-09-27,444.8
2017-09-28,442.35
2017-09-29,442.7
2017-10-03,442.7
2017-10-04,440.1
2017-10-05,440.4
2017-10-06,453.7
2017-10-09,451.95
2017-10-10,459.6
2017-10-11,447.35
2017-10-12,460.75
2017-10-13,449.75
2017-10-16,452.35
2017-10-17,449.5
2017-10-18,444.9
2017-10-19,447.8
2017-10-23,450.2
2017-10-24,451.3
2017-10-25,454.9
2017-10-26,443.8
2017-10-27,440.95
2017-10-30,430.45
2017-10-31,440.05
2017-11-01,433.9
2017-11-02,437.65
2017-11-03,441.1
2017-11-06,436.1
2017-11-07,436.7
2017-11-08,434.45
2017-11-09,438.65
2017-11-10,440.85
2017-11-13,443.75
2017-11-14,445.45
2017-11-15,442.6
2017-11-16,451.1
2017-11-17,451.9
2017-11-20,454.3
2017-11-21,458.35
2017-11-22,457.95
2017-11-23,476.8
2017-11-24,476.5
2017-11-27,473.1
2017-11-28,466.1
2017-11-29,462.05
2017-11-30,486.45
2017-12-01,479.45
2017-12-04,466.6
2017-12-05,458.5
2017-12-06,464.95
2017-12-07,465.3
2017-12-08,464.0
2017-12-11,458.7
2017-12-12,453.9
2017-12-13,460.6
2017-12-14,460.25
2017-12-15,460.65
2017-12-18,450.3
2017-12-19,454.85
2017-12-20,469.35
2017-12-21,463.9
2017-12-22,463.8
2017-12-26,466.55
2017-12-27,457.4
2017-12-28,451.3
2017-12-29,449.9
