Date,HERCULES
2017-01-02,141.0
2017-01-03,142.35
2017-01-04,140.35
2017-01-05,141.75
2017-01-06,146.8
2017-01-09,155.45
2017-01-10,164.05
2017-01-11,158.9
2017-01-12,157.1
2017-01-13,181.65
2017-01-16,182.7
2017-01-17,174.25
2017-01-18,174.5
2017-01-19,166.15
2017-01-20,159.85
2017-01-23,158.65
2017-01-24,159.15
2017-01-25,157.6
2017-01-27,161.8
2017-01-30,164.0
2017-01-31,162.25
2017-02-01,161.1
2017-02-02,159.9
2017-02-03,161.6
2017-02-06,162.45
2017-02-07,162.05
2017-02-08,159.65
2017-02-09,159.8
2017-02-10,162.65
2017-02-13,156.3
2017-02-14,153.95
2017-02-15,151.5
2017-02-16,153.95
2017-02-17,153.4
2017-02-20,153.75
2017-02-21,152.25
2017-02-22,151.4
2017-02-23,150.7
2017-02-27,151.4
2017-02-28,150.9
2017-03-01,155.2
2017-03-02,153.15
2017-03-03,151.7
2017-03-06,151.25
2017-03-07,152.0
2017-03-08,152.05
2017-03-09,152.05
2017-03-10,149.05
2017-03-14,150.55
2017-03-15,149.95
2017-03-16,153.0
2017-03-17,153.3
2017-03-20,151.3
2017-03-21,151.15
2017-03-22,149.7
2017-03-23,150.5
2017-03-24,154.05
2017-03-27,151.35
2017-03-28,152.7
2017-03-29,151.35
2017-03-30,152.2
2017-03-31,152.7
2017-04-03,154.35
2017-04-05,163.4
2017-04-06,164.45
2017-04-07,160.6
2017-04-10,158.7
2017-04-11,160.25
2017-04-12,159.15
2017-04-13,164.0
2017-04-17,171.75
2017-04-18,169.55
2017-04-19,171.95
2017-04-20,175.15
2017-04-21,177.45
2017-04-24,172.8
2017-04-25,172.65
2017-04-26,167.85
2017-04-27,166.3
2017-04-28,166.65
2017-05-02,163.2
2017-05-03,164.55
2017-05-04,164.1
2017-05-05,161.35
2017-05-08,162.25
2017-05-09,161.2
2017-05-10,163.05
2017-05-11,162.85
2017-05-12,158.5
2017-05-15,159.1
2017-05-16,167.75
2017-05-17,164.2
2017-05-18,161.05
2017-05-19,158.95
2017-05-22,157.3
2017-05-23,153.6
2017-05-24,151.05
2017-05-25,152.5
2017-05-26,159.25
2017-05-29,154.7
2017-05-30,155.35
2017-05-31,152.2
2017-06-01,151.7
2017-06-02,155.5
2017-06-05,153.45
2017-06-06,155.7
2017-06-07,155.5
2017-06-08,153.55
2017-06-09,157.75
2017-06-12,155.1
2017-06-13,154.85
2017-06-14,155.15
2017-06-15,160.25
2017-06-16,156.65
2017-06-19,154.95
2017-06-20,154.85
2017-06-21,155.9
2017-06-22,156.0
2017-06-23,156.15
2017-06-27,152.9
2017-06-28,151.7
2017-06-29,151.7
2017-06-30,149.75
2017-07-03,150.65
2017-07-04,150.25
2017-07-05,153.3
2017-07-06,153.35
2017-07-07,153.0
2017-07-10,152.05
2017-07-11,152.2
2017-07-12,151.75
2017-07-13,151.6
2017-07-14,149.4
2017-07-17,148.1
2017-07-18,147.45
2017-07-19,148.5
2017-07-20,152.35
2017-07-21,149.9
2017-07-24,149.5
2017-07-25,148.65
2017-07-26,151.65
2017-07-27,148.85
2017-07-28,146.9
2017-07-31,146.05
2017-08-01,145.2
2017-08-02,144.85
2017-08-03,143.5
2017-08-04,140.5
2017-08-07,142.4
2017-08-08,140.6
2017-08-09,137.55
2017-08-10,129.85
2017-08-11,127.45
2017-08-14,132.6
2017-08-16,133.9
2017-08-17,135.1
2017-08-18,135.2
2017-08-21,133.95
2017-08-22,150.6
2017-08-23,142.05
2017-08-24,139.95
2017-08-28,139.25
2017-08-29,138.55
2017-08-30,140.3
2017-08-31,139.55
2017-09-01,141.45
2017-09-04,138.75
2017-09-05,142.55
2017-09-06,143.25
2017-09-07,144.3
2017-09-08,141.45
2017-09-11,140.8
2017-09-12,145.25
2017-09-13,141.8
2017-09-14,142.3
2017-09-15,141.95
2017-09-18,143.75
2017-09-19,147.0
2017-09-20,146.35
2017-09-21,151.55
2017-09-22,146.75
2017-09-25,142.7
2017-09-26,143.55
2017-09-27,140.2
2017-09-28,142.0
2017-09-29,142.5
2017-10-03,143.15
2017-10-04,141.45
2017-10-05,141.95
2017-10-06,143.05
2017-10-09,143.85
2017-10-10,148.6
2017-10-11,144.25
2017-10-12,145.4
2017-10-13,144.0
2017-10-16,146.35
2017-10-17,144.85
2017-10-18,145.2
2017-10-19,143.4
2017-10-23,142.4
2017-10-24,141.45
2017-10-25,140.2
2017-10-26,139.4
2017-10-27,140.1
2017-10-30,140.2
2017-10-31,140.15
2017-11-01,142.15
2017-11-02,140.85
2017-11-03,139.95
2017-11-06,141.9
2017-11-07,141.05
2017-11-08,139.3
2017-11-09,138.75
2017-11-10,137.85
2017-11-13,136.75
2017-11-14,135.9
2017-11-15,133.15
2017-11-16,134.35
2017-11-17,136.7
2017-11-20,143.35
2017-11-21,142.5
2017-11-22,141.7
2017-11-23,142.7
2017-11-24,145.75
2017-11-27,152.7
2017-11-28,158.25
2017-11-29,156.45
2017-11-30,154.5
2017-12-01,152.75
2017-12-04,148.15
2017-12-05,144.05
2017-12-06,142.75
2017-12-07,146.4
2017-12-08,145.6
2017-12-11,143.3
2017-12-12,146.1
2017-12-13,143.3
2017-12-14,141.35
2017-12-15,143.9
2017-12-18,144.6
2017-12-19,144.6
2017-12-20,145.75
2017-12-21,147.75
2017-12-22,148.25
2017-12-26,149.9
2017-12-27,148.4
2017-12-28,149.25
2017-12-29,148.0
