Date,ASHIMASYN
2017-01-02,14.2
2017-01-03,14.7
2017-01-04,14.65
2017-01-05,14.75
2017-01-06,14.65
2017-01-09,14.55
2017-01-10,14.85
2017-01-11,14.9
2017-01-12,14.7
2017-01-13,14.8
2017-01-16,14.7
2017-01-17,14.35
2017-01-18,14.55
2017-01-19,17.2
2017-01-20,16.45
2017-01-23,16.95
2017-01-24,15.6
2017-01-25,15.8
2017-01-27,16.2
2017-01-30,16.05
2017-01-31,15.6
2017-02-01,15.65
2017-02-02,15.75
2017-02-03,15.7
2017-02-06,15.75
2017-02-07,15.7
2017-02-08,16.1
2017-02-09,16.0
2017-02-10,15.8
2017-02-13,15.45
2017-02-14,15.5
2017-02-15,15.2
2017-02-16,15.1
2017-02-17,14.95
2017-02-20,15.3
2017-02-21,15.5
2017-02-22,15.7
2017-02-23,15.4
2017-02-27,15.15
2017-02-28,15.15
2017-03-01,15.3
2017-03-02,15.15
2017-03-03,15.15
2017-03-06,15.1
2017-03-07,14.9
2017-03-08,14.75
2017-03-09,14.7
2017-03-10,14.55
2017-03-14,14.45
2017-03-15,14.25
2017-03-16,15.3
2017-03-17,15.1
2017-03-20,14.9
2017-03-21,14.8
2017-03-22,14.3
2017-03-23,14.55
2017-03-24,14.45
2017-03-27,14.3
2017-03-28,14.6
2017-03-29,14.2
2017-03-30,14.4
2017-03-31,14.35
2017-04-03,16.2
2017-04-05,16.2
2017-04-06,17.15
2017-04-07,17.0
2017-04-10,18.2
2017-04-11,17.7
2017-04-12,17.15
2017-04-13,18.6
2017-04-17,18.55
2017-04-18,18.6
2017-04-19,18.7
2017-04-20,19.3
2017-04-21,18.5
2017-04-24,18.9
2017-04-25,19.0
2017-04-26,18.15
2017-04-27,18.1
2017-04-28,18.65
2017-05-02,18.2
2017-05-03,19.0
2017-05-04,20.5
2017-05-05,20.45
2017-05-08,19.85
2017-05-09,20.9
2017-05-10,21.1
2017-05-11,20.7
2017-05-12,21.1
2017-05-15,22.45
2017-05-16,22.15
2017-05-17,21.6
2017-05-18,21.0
2017-05-19,20.05
2017-05-22,20.7
2017-05-23,20.0
2017-05-24,19.3
2017-05-25,19.4
2017-05-26,20.0
2017-05-29,19.5
2017-05-30,20.15
2017-05-31,20.0
2017-06-01,19.6
2017-06-02,19.6
2017-06-05,19.8
2017-06-06,19.4
2017-06-07,19.45
2017-06-08,20.1
2017-06-09,20.4
2017-06-12,19.8
2017-06-13,19.7
2017-06-14,19.55
2017-06-15,19.3
2017-06-16,19.6
2017-06-19,19.4
2017-06-20,19.85
2017-06-21,20.1
2017-06-22,19.55
2017-06-23,19.9
2017-06-27,19.05
2017-06-28,18.75
2017-06-29,18.85
2017-06-30,18.85
2017-07-03,21.5
2017-07-04,22.05
2017-07-05,21.65
2017-07-06,21.2
2017-07-07,20.35
2017-07-10,20.45
2017-07-11,20.0
2017-07-12,20.1
2017-07-13,19.8
2017-07-14,20.4
2017-07-17,19.9
2017-07-18,19.9
2017-07-19,21.05
2017-07-20,21.95
2017-07-21,24.9
2017-07-24,24.85
2017-07-25,25.55
2017-07-26,25.25
2017-07-27,24.1
2017-07-28,25.65
2017-07-31,24.65
2017-08-01,23.75
2017-08-02,23.75
2017-08-03,22.3
2017-08-04,22.35
2017-08-07,24.1
2017-08-08,23.15
2017-08-09,22.7
2017-08-10,21.55
2017-08-11,22.0
2017-08-14,23.5
2017-08-16,23.35
2017-08-17,23.2
2017-08-18,23.35
2017-08-21,23.2
2017-08-22,22.65
2017-08-23,24.6
2017-08-24,25.7
2017-08-28,25.75
2017-08-29,24.65
2017-08-30,26.55
2017-08-31,26.1
2017-09-01,25.9
2017-09-04,25.1
2017-09-05,25.45
2017-09-06,25.35
2017-09-07,25.85
2017-09-08,25.3
2017-09-11,25.0
2017-09-12,25.15
2017-09-13,24.65
2017-09-14,24.0
2017-09-15,24.0
2017-09-18,24.45
2017-09-19,24.3
2017-09-20,24.55
2017-09-21,24.2
2017-09-22,23.5
2017-09-25,23.0
2017-09-26,23.45
2017-09-27,22.25
2017-09-28,22.3
2017-09-29,22.95
2017-10-03,22.8
2017-10-04,22.85
2017-10-05,23.1
2017-10-06,24.8
2017-10-09,25.1
2017-10-10,25.3
2017-10-11,25.15
2017-10-12,25.15
2017-10-13,25.55
2017-10-16,25.7
2017-10-17,25.9
2017-10-18,27.3
2017-10-19,28.15
2017-10-23,30.7
2017-10-24,31.5
2017-10-25,30.85
2017-10-26,30.5
2017-10-27,30.5
2017-10-30,30.8
2017-10-31,31.35
2017-11-01,35.75
2017-11-02,34.75
2017-11-03,34.9
2017-11-06,35.3
2017-11-07,34.35
2017-11-08,33.9
2017-11-09,34.45
2017-11-10,34.6
2017-11-13,32.7
2017-11-14,33.95
2017-11-15,33.15
2017-11-16,34.2
2017-11-17,34.65
2017-11-20,33.6
2017-11-21,34.0
2017-11-22,33.85
2017-11-23,33.25
2017-11-24,32.9
2017-11-27,32.6
2017-11-28,32.1
2017-11-29,31.9
2017-11-30,31.2
2017-12-01,30.85
2017-12-04,30.55
2017-12-05,30.55
2017-12-06,30.45
2017-12-07,30.65
2017-12-08,30.5
2017-12-11,31.9
2017-12-12,31.1
2017-12-13,30.55
2017-12-14,30.8
2017-12-15,30.7
2017-12-18,30.6
2017-12-19,30.7
2017-12-20,31.6
2017-12-21,32.75
2017-12-22,32.1
2017-12-26,31.55
2017-12-27,31.4
2017-12-28,31.55
2017-12-29,31.15
