Date,JUBLINDS
2017-01-02,274.6
2017-01-03,275.45
2017-01-04,300.9
2017-01-05,301.0
2017-01-06,291.85
2017-01-09,289.85
2017-01-10,296.85
2017-01-11,292.3
2017-01-12,291.0
2017-01-13,337.25
2017-01-16,375.8
2017-01-17,364.15
2017-01-18,392.55
2017-01-19,379.5
2017-01-20,384.05
2017-01-23,389.2
2017-01-24,393.55
2017-01-25,390.1
2017-01-27,385.85
2017-01-30,378.05
2017-01-31,368.8
2017-02-01,395.5
2017-02-02,402.25
2017-02-03,397.05
2017-02-06,400.1
2017-02-07,385.35
2017-02-08,379.5
2017-02-09,354.8
2017-02-10,361.05
2017-02-13,352.75
2017-02-14,339.8
2017-02-15,330.1
2017-02-16,336.45
2017-02-17,338.0
2017-02-20,339.15
2017-02-21,346.2
2017-02-22,338.95
2017-02-23,334.95
2017-02-27,332.85
2017-02-28,331.85
2017-03-01,330.05
2017-03-02,319.5
2017-03-03,314.9
2017-03-06,318.4
2017-03-07,313.4
2017-03-08,308.1
2017-03-09,329.4
2017-03-10,327.55
2017-03-14,336.5
2017-03-15,332.7
2017-03-16,323.2
2017-03-17,334.65
2017-03-20,332.7
2017-03-21,326.45
2017-03-22,322.35
2017-03-23,323.35
2017-03-24,319.8
2017-03-27,320.2
2017-03-28,318.85
2017-03-29,315.05
2017-03-30,316.7
2017-03-31,312.65
2017-04-03,319.1
2017-04-05,322.85
2017-04-06,324.0
2017-04-07,318.85
2017-04-10,315.2
2017-04-11,337.15
2017-04-12,324.65
2017-04-13,320.85
2017-04-17,319.85
2017-04-18,318.4
2017-04-19,318.25
2017-04-20,320.15
2017-04-21,321.0
2017-04-24,319.8
2017-04-25,321.75
2017-04-26,319.3
2017-04-27,313.35
2017-04-28,312.35
2017-05-02,306.5
2017-05-03,305.8
2017-05-04,303.7
2017-05-05,302.4
2017-05-08,292.8
2017-05-09,287.65
2017-05-10,308.45
2017-05-11,309.85
2017-05-12,300.55
2017-05-15,301.7
2017-05-16,296.4
2017-05-17,303.15
2017-05-18,294.75
2017-05-19,291.25
2017-05-22,285.6
2017-05-23,279.45
2017-05-24,277.2
2017-05-25,271.6
2017-05-26,270.8
2017-05-29,270.75
2017-05-30,271.35
2017-05-31,272.1
2017-06-01,273.75
2017-06-02,275.7
2017-06-05,272.1
2017-06-06,269.0
2017-06-07,269.7
2017-06-08,267.95
2017-06-09,267.95
2017-06-12,266.35
2017-06-13,259.95
2017-06-14,256.7
2017-06-15,252.65
2017-06-16,254.35
2017-06-19,251.9
2017-06-20,268.25
2017-06-21,265.55
2017-06-22,260.05
2017-06-23,254.3
2017-06-27,244.5
2017-06-28,245.15
2017-06-29,245.4
2017-06-30,242.3
2017-07-03,254.1
2017-07-04,262.75
2017-07-05,261.15
2017-07-06,265.1
2017-07-07,270.75
2017-07-10,275.2
2017-07-11,269.5
2017-07-12,268.55
2017-07-13,264.5
2017-07-14,273.5
2017-07-17,276.6
2017-07-18,271.85
2017-07-19,279.9
2017-07-20,266.2
2017-07-21,267.9
2017-07-24,261.7
2017-07-25,258.1
2017-07-26,257.8
2017-07-27,253.65
2017-07-28,252.7
2017-07-31,250.8
2017-08-01,248.9
2017-08-02,246.9
2017-08-03,241.25
2017-08-04,240.7
2017-08-07,242.0
2017-08-08,234.9
2017-08-09,225.9
2017-08-10,212.1
2017-08-11,209.2
2017-08-14,221.35
2017-08-16,222.4
2017-08-17,227.65
2017-08-18,220.05
2017-08-21,216.2
2017-08-22,211.95
2017-08-23,213.85
2017-08-24,216.35
2017-08-28,214.6
2017-08-29,216.15
2017-08-30,211.1
2017-08-31,214.2
2017-09-01,222.7
2017-09-04,216.2
2017-09-05,218.65
2017-09-06,216.8
2017-09-07,213.45
2017-09-08,211.15
2017-09-11,216.1
2017-09-12,221.05
2017-09-13,222.15
2017-09-14,220.6
2017-09-15,221.3
2017-09-18,222.55
2017-09-19,224.1
2017-09-20,220.75
2017-09-21,217.3
2017-09-22,211.75
2017-09-25,205.35
2017-09-26,207.0
2017-09-27,202.65
2017-09-28,203.5
2017-09-29,202.9
2017-10-03,204.35
2017-10-04,203.2
2017-10-05,212.95
2017-10-06,219.8
2017-10-09,221.7
2017-10-10,226.75
2017-10-11,228.75
2017-10-12,231.4
2017-10-13,229.55
2017-10-16,230.45
2017-10-17,225.05
2017-10-18,224.5
2017-10-19,228.25
2017-10-23,221.65
2017-10-24,224.95
2017-10-25,226.1
2017-10-26,231.55
2017-10-27,239.65
2017-10-30,224.35
2017-10-31,220.7
2017-11-01,218.5
2017-11-02,218.95
2017-11-03,218.05
2017-11-06,217.5
2017-11-07,214.7
2017-11-08,205.0
2017-11-09,209.5
2017-11-10,216.4
2017-11-13,217.7
2017-11-14,213.75
2017-11-15,208.9
2017-11-16,211.9
2017-11-17,222.3
2017-11-20,219.95
2017-11-21,222.9
2017-11-22,220.8
2017-11-23,221.4
2017-11-24,218.55
2017-11-27,220.0
2017-11-28,220.95
2017-11-29,218.35
2017-11-30,216.5
2017-12-01,231.05
2017-12-04,251.15
2017-12-05,241.25
2017-12-06,240.3
2017-12-07,243.15
2017-12-08,247.25
2017-12-11,259.05
2017-12-12,256.05
2017-12-13,255.45
2017-12-14,255.25
2017-12-15,253.55
2017-12-18,255.25
2017-12-19,258.1
2017-12-20,260.45
2017-12-21,263.7
2017-12-22,259.55
2017-12-26,261.45
2017-12-27,267.5
2017-12-28,265.2
2017-12-29,263.25
