Date,SHANTIGEAR
2017-01-02,112.75
2017-01-03,114.6
2017-01-04,117.85
2017-01-05,115.9
2017-01-06,114.55
2017-01-09,112.9
2017-01-10,114.25
2017-01-11,114.95
2017-01-12,113.85
2017-01-13,113.0
2017-01-16,114.0
2017-01-17,114.05
2017-01-18,118.0
2017-01-19,123.8
2017-01-20,120.9
2017-01-23,120.1
2017-01-24,123.7
2017-01-25,121.2
2017-01-27,121.75
2017-01-30,118.2
2017-01-31,117.9
2017-02-01,118.4
2017-02-02,118.15
2017-02-03,118.85
2017-02-06,117.3
2017-02-07,116.95
2017-02-08,118.15
2017-02-09,117.35
2017-02-10,116.65
2017-02-13,116.1
2017-02-14,115.6
2017-02-15,114.95
2017-02-16,115.9
2017-02-17,113.1
2017-02-20,112.65
2017-02-21,111.05
2017-02-22,109.05
2017-02-23,110.3
2017-02-27,111.3
2017-02-28,111.15
2017-03-01,111.8
2017-03-02,111.75
2017-03-03,110.3
2017-03-06,110.4
2017-03-07,108.65
2017-03-08,107.7
2017-03-09,107.0
2017-03-10,105.85
2017-03-14,105.9
2017-03-15,108.4
2017-03-16,111.35
2017-03-17,112.55
2017-03-20,110.75
2017-03-21,109.85
2017-03-22,109.55
2017-03-23,110.3
2017-03-24,111.05
2017-03-27,107.85
2017-03-28,106.65
2017-03-29,106.15
2017-03-30,108.6
2017-03-31,111.25
2017-04-03,114.8
2017-04-05,117.55
2017-04-06,121.4
2017-04-07,122.45
2017-04-10,124.65
2017-04-11,128.05
2017-04-12,124.1
2017-04-13,123.95
2017-04-17,124.35
2017-04-18,125.5
2017-04-19,124.4
2017-04-20,124.0
2017-04-21,124.3
2017-04-24,122.9
2017-04-25,122.85
2017-04-26,125.85
2017-04-27,124.15
2017-04-28,123.85
2017-05-02,124.4
2017-05-03,129.05
2017-05-04,130.0
2017-05-05,128.45
2017-05-08,128.85
2017-05-09,129.05
2017-05-10,130.7
2017-05-11,130.0
2017-05-12,128.8
2017-05-15,130.3
2017-05-16,128.9
2017-05-17,128.4
2017-05-18,126.05
2017-05-19,128.05
2017-05-22,127.95
2017-05-23,127.35
2017-05-24,125.05
2017-05-25,126.3
2017-05-26,128.95
2017-05-29,127.0
2017-05-30,127.15
2017-05-31,128.0
2017-06-01,128.4
2017-06-02,127.0
2017-06-05,126.3
2017-06-06,129.95
2017-06-07,128.45
2017-06-08,129.3
2017-06-09,129.55
2017-06-12,132.95
2017-06-13,138.5
2017-06-14,144.2
2017-06-15,142.45
2017-06-16,142.2
2017-06-19,142.15
2017-06-20,140.55
2017-06-21,141.5
2017-06-22,141.25
2017-06-23,140.4
2017-06-27,136.8
2017-06-28,135.5
2017-06-29,138.5
2017-06-30,142.95
2017-07-03,151.05
2017-07-04,147.85
2017-07-05,151.45
2017-07-06,150.2
2017-07-07,149.25
2017-07-10,150.6
2017-07-11,156.05
2017-07-12,158.1
2017-07-13,153.2
2017-07-14,151.8
2017-07-17,149.2
2017-07-18,152.25
2017-07-19,151.1
2017-07-20,148.9
2017-07-21,147.8
2017-07-24,152.65
2017-07-25,153.6
2017-07-26,152.05
2017-07-27,147.25
2017-07-28,146.5
2017-07-31,145.15
2017-08-01,142.2
2017-08-02,138.5
2017-08-03,136.05
2017-08-04,134.65
2017-08-07,136.9
2017-08-08,133.3
2017-08-09,130.5
2017-08-10,130.6
2017-08-11,131.05
2017-08-14,133.65
2017-08-16,131.3
2017-08-17,134.35
2017-08-18,131.05
2017-08-21,130.75
2017-08-22,132.0
2017-08-23,132.95
2017-08-24,132.65
2017-08-28,133.55
2017-08-29,135.7
2017-08-30,135.3
2017-08-31,137.35
2017-09-01,140.35
2017-09-04,136.45
2017-09-05,143.95
2017-09-06,143.0
2017-09-07,139.1
2017-09-08,138.4
2017-09-11,139.6
2017-09-12,145.7
2017-09-13,142.7
2017-09-14,142.8
2017-09-15,139.9
2017-09-18,140.4
2017-09-19,141.0
2017-09-20,138.95
2017-09-21,137.4
2017-09-22,132.6
2017-09-25,131.8
2017-09-26,130.85
2017-09-27,129.75
2017-09-28,130.8
2017-09-29,131.15
2017-10-03,130.7
2017-10-04,130.55
2017-10-05,130.15
2017-10-06,132.7
2017-10-09,133.95
2017-10-10,138.4
2017-10-11,136.35
2017-10-12,130.3
2017-10-13,131.25
2017-10-16,130.55
2017-10-17,130.15
2017-10-18,130.25
2017-10-19,131.35
2017-10-23,130.9
2017-10-24,131.6
2017-10-25,130.8
2017-10-26,132.55
2017-10-27,134.5
2017-10-30,135.0
2017-10-31,141.7
2017-11-01,143.9
2017-11-02,146.0
2017-11-03,140.45
2017-11-06,140.1
2017-11-07,138.35
2017-11-08,136.3
2017-11-09,136.15
2017-11-10,135.65
2017-11-13,136.4
2017-11-14,133.2
2017-11-15,132.15
2017-11-16,132.85
2017-11-17,136.3
2017-11-20,149.3
2017-11-21,149.05
2017-11-22,144.45
2017-11-23,146.45
2017-11-24,143.1
2017-11-27,141.6
2017-11-28,142.75
2017-11-29,142.1
2017-11-30,142.2
2017-12-01,139.3
2017-12-04,136.2
2017-12-05,138.45
2017-12-06,139.1
2017-12-07,140.1
2017-12-08,142.75
2017-12-11,141.4
2017-12-12,137.25
2017-12-13,141.15
2017-12-14,142.25
2017-12-15,146.0
2017-12-18,146.65
2017-12-19,147.45
2017-12-20,174.4
2017-12-21,169.6
2017-12-22,166.85
2017-12-26,165.5
2017-12-27,163.55
2017-12-28,162.4
2017-12-29,162.95
