Date,VASCONEQ
2017-01-02,29.5
2017-01-03,31.45
2017-01-04,32.3
2017-01-05,32.35
2017-01-06,31.55
2017-01-09,31.85
2017-01-10,31.65
2017-01-11,32.85
2017-01-12,32.05
2017-01-13,33.9
2017-01-16,33.4
2017-01-17,33.4
2017-01-18,33.95
2017-01-19,33.75
2017-01-20,32.15
2017-01-23,32.95
2017-01-24,34.0
2017-01-25,34.6
2017-01-27,34.3
2017-01-30,34.7
2017-01-31,33.3
2017-02-01,34.8
2017-02-02,36.6
2017-02-03,36.85
2017-02-06,38.1
2017-02-07,36.95
2017-02-08,36.95
2017-02-09,34.9
2017-02-10,34.1
2017-02-13,33.0
2017-02-14,32.9
2017-02-15,32.05
2017-02-16,33.1
2017-02-17,32.95
2017-02-20,34.15
2017-02-21,35.1
2017-02-22,34.7
2017-02-23,34.85
2017-02-27,36.6
2017-02-28,37.25
2017-03-01,37.55
2017-03-02,37.15
2017-03-03,39.05
2017-03-06,37.95
2017-03-07,37.4
2017-03-08,36.45
2017-03-09,37.1
2017-03-10,36.45
2017-03-14,38.0
2017-03-15,37.85
2017-03-16,37.8
2017-03-17,37.1
2017-03-20,36.7
2017-03-21,36.3
2017-03-22,35.7
2017-03-23,36.4
2017-03-24,35.9
2017-03-27,35.35
2017-03-28,35.25
2017-03-29,36.0
2017-03-30,37.35
2017-03-31,37.8
2017-04-03,38.9
2017-04-05,38.1
2017-04-06,39.2
2017-04-07,38.15
2017-04-10,43.35
2017-04-11,43.65
2017-04-12,42.3
2017-04-13,42.15
2017-04-17,47.15
2017-04-18,46.35
2017-04-19,47.95
2017-04-20,50.35
2017-04-21,49.9
2017-04-24,50.75
2017-04-25,51.95
2017-04-26,54.15
2017-04-27,51.0
2017-04-28,48.55
2017-05-02,46.95
2017-05-03,45.1
2017-05-04,47.2
2017-05-05,45.0
2017-05-08,47.05
2017-05-09,48.75
2017-05-10,50.4
2017-05-11,54.45
2017-05-12,53.55
2017-05-15,57.05
2017-05-16,55.7
2017-05-17,54.85
2017-05-18,52.85
2017-05-19,53.1
2017-05-22,52.35
2017-05-23,51.05
2017-05-24,51.3
2017-05-25,51.9
2017-05-26,51.95
2017-05-29,50.0
2017-05-30,50.55
2017-05-31,49.2
2017-06-01,49.8
2017-06-02,54.75
2017-06-05,54.75
2017-06-06,53.5
2017-06-07,53.5
2017-06-08,54.15
2017-06-09,56.75
2017-06-12,45.4
2017-06-13,40.8
2017-06-14,41.7
2017-06-15,42.85
2017-06-16,41.45
2017-06-19,40.4
2017-06-20,38.7
2017-06-21,40.3
2017-06-22,39.65
2017-06-23,38.25
2017-06-27,36.9
2017-06-28,36.9
2017-06-29,37.45
2017-06-30,38.3
2017-07-03,38.3
2017-07-04,39.35
2017-07-05,39.5
2017-07-06,39.6
2017-07-07,38.85
2017-07-10,38.95
2017-07-11,38.45
2017-07-12,38.75
2017-07-13,38.3
2017-07-14,37.55
2017-07-17,36.85
2017-07-18,38.05
2017-07-19,37.5
2017-07-20,39.85
2017-07-21,38.7
2017-07-24,37.55
2017-07-25,37.9
2017-07-26,37.8
2017-07-27,36.85
2017-07-28,37.6
2017-07-31,37.4
2017-08-01,38.2
2017-08-02,37.3
2017-08-03,35.95
2017-08-04,34.7
2017-08-07,33.9
2017-08-08,31.25
2017-08-09,31.7
2017-08-10,29.55
2017-08-11,32.1
2017-08-14,33.7
2017-08-16,33.0
2017-08-17,33.6
2017-08-18,33.25
2017-08-21,32.7
2017-08-22,32.5
2017-08-23,31.9
2017-08-24,32.15
2017-08-28,34.35
2017-08-29,34.4
2017-08-30,34.6
2017-08-31,34.55
2017-09-01,34.6
2017-09-04,34.05
2017-09-05,33.6
2017-09-06,33.8
2017-09-07,33.6
2017-09-08,37.15
2017-09-11,38.2
2017-09-12,37.1
2017-09-13,36.7
2017-09-14,36.65
2017-09-15,35.3
2017-09-18,38.45
2017-09-19,36.35
2017-09-20,36.55
2017-09-21,35.95
2017-09-22,34.35
2017-09-25,33.9
2017-09-26,34.25
2017-09-27,33.05
2017-09-28,33.25
2017-09-29,33.1
2017-10-03,33.55
2017-10-04,34.2
2017-10-05,36.85
2017-10-06,36.3
2017-10-09,35.75
2017-10-10,35.6
2017-10-11,34.75
2017-10-12,34.75
2017-10-13,34.6
2017-10-16,34.35
2017-10-17,34.25
2017-10-18,35.9
2017-10-19,35.75
2017-10-23,35.2
2017-10-24,37.0
2017-10-25,36.7
2017-10-26,36.4
2017-10-27,35.95
2017-10-30,36.1
2017-10-31,35.8
2017-11-01,35.1
2017-11-02,35.1
2017-11-03,33.6
2017-11-06,34.4
2017-11-07,33.9
2017-11-08,33.5
2017-11-09,33.85
2017-11-10,33.4
2017-11-13,33.55
2017-11-14,37.55
2017-11-15,36.0
2017-11-16,36.7
2017-11-17,37.05
2017-11-20,37.2
2017-11-21,36.95
2017-11-22,35.55
2017-11-23,35.85
2017-11-24,38.9
2017-11-27,38.95
2017-11-28,40.7
2017-11-29,41.25
2017-11-30,40.55
2017-12-01,39.45
2017-12-04,38.3
2017-12-05,37.7
2017-12-06,39.0
2017-12-07,39.5
2017-12-08,39.65
2017-12-11,41.65
2017-12-12,40.35
2017-12-13,38.65
2017-12-14,37.95
2017-12-15,38.65
2017-12-18,38.35
2017-12-19,39.3
2017-12-20,41.15
2017-12-21,46.55
2017-12-22,48.8
2017-12-26,51.45
2017-12-27,48.95
2017-12-28,48.65
2017-12-29,47.25
