Date,SUNDARMFIN
2017-01-02,1173.3
2017-01-03,1167.4
2017-01-04,1172.6
2017-01-05,1187.9
2017-01-06,1201.0
2017-01-09,1233.6
2017-01-10,1227.45
2017-01-11,1219.65
2017-01-12,1226.7
2017-01-13,1212.35
2017-01-16,1217.9
2017-01-17,1229.45
2017-01-18,1246.9
2017-01-19,1266.8
2017-01-20,1260.05
2017-01-23,1257.4
2017-01-24,1260.35
2017-01-25,1288.5
2017-01-27,1290.0
2017-01-30,1341.0
2017-01-31,1375.3
2017-02-01,1370.1
2017-02-02,1350.8
2017-02-03,1364.1
2017-02-06,1380.9
2017-02-07,1398.9
2017-02-08,1392.3
2017-02-09,1368.95
2017-02-10,1376.3
2017-02-13,1355.25
2017-02-14,1358.8
2017-02-15,1369.5
2017-02-16,1370.75
2017-02-17,1377.25
2017-02-20,1376.3
2017-02-21,1379.2
2017-02-22,1375.55
2017-02-23,1410.75
2017-02-27,1422.6
2017-02-28,1439.95
2017-03-01,1497.6
2017-03-02,1468.75
2017-03-03,1449.3
2017-03-06,1436.2
2017-03-07,1409.05
2017-03-08,1420.05
2017-03-09,1449.8
2017-03-10,1516.4
2017-03-14,1515.7
2017-03-15,1589.75
2017-03-16,1594.0
2017-03-17,1594.35
2017-03-20,1573.45
2017-03-21,1580.8
2017-03-22,1579.7
2017-03-23,1561.2
2017-03-24,1567.8
2017-03-27,1558.75
2017-03-28,1555.1
2017-03-29,1571.55
2017-03-30,1600.85
2017-03-31,1614.75
2017-04-03,1585.85
2017-04-05,1604.4
2017-04-06,1640.45
2017-04-07,1632.2
2017-04-10,1602.65
2017-04-11,1687.45
2017-04-12,1672.4
2017-04-13,1638.9
2017-04-17,1622.35
2017-04-18,1619.65
2017-04-19,1625.05
2017-04-20,1620.25
2017-04-21,1612.15
2017-04-24,1598.35
2017-04-25,1608.45
2017-04-26,1607.2
2017-04-27,1598.8
2017-04-28,1600.7
2017-05-02,1598.85
2017-05-03,1599.05
2017-05-04,1593.85
2017-05-05,1566.65
2017-05-08,1534.0
2017-05-09,1518.15
2017-05-10,1519.75
2017-05-11,1519.5
2017-05-12,1503.95
2017-05-15,1513.6
2017-05-16,1524.95
2017-05-17,1524.3
2017-05-18,1531.05
2017-05-19,1501.8
2017-05-22,1505.8
2017-05-23,1500.1
2017-05-24,1501.6
2017-05-25,1499.8
2017-05-26,1497.9
2017-05-29,1477.5
2017-05-30,1499.95
2017-05-31,1576.9
2017-06-01,1581.6
2017-06-02,1582.35
2017-06-05,1625.5
2017-06-06,1637.45
2017-06-07,1642.7
2017-06-08,1616.45
2017-06-09,1621.85
2017-06-12,1586.6
2017-06-13,1585.1
2017-06-14,1598.05
2017-06-15,1580.0
2017-06-16,1575.35
2017-06-19,1582.5
2017-06-20,1581.5
2017-06-21,1590.1
2017-06-22,1580.85
2017-06-23,1575.55
2017-06-27,1553.4
2017-06-28,1562.05
2017-06-29,1573.15
2017-06-30,1608.05
2017-07-03,1642.95
2017-07-04,1614.2
2017-07-05,1589.85
2017-07-06,1633.3
2017-07-07,1603.85
2017-07-10,1613.95
2017-07-11,1602.05
2017-07-12,1600.75
2017-07-13,1633.6
2017-07-14,1601.0
2017-07-17,1632.9
2017-07-18,1611.65
2017-07-19,1642.65
2017-07-20,1670.8
2017-07-21,1711.1
2017-07-24,1713.9
2017-07-25,1684.9
2017-07-26,1676.85
2017-07-27,1673.35
2017-07-28,1689.3
2017-07-31,1677.2
2017-08-01,1677.15
2017-08-02,1678.75
2017-08-03,1658.9
2017-08-04,1687.85
2017-08-07,1718.15
2017-08-08,1756.15
2017-08-09,1722.6
2017-08-10,1660.55
2017-08-11,1622.45
2017-08-14,1639.6
2017-08-16,1647.05
2017-08-17,1658.75
2017-08-18,1642.1
2017-08-21,1614.55
2017-08-22,1599.35
2017-08-23,1635.0
2017-08-24,1633.4
2017-08-28,1623.3
2017-08-29,1607.35
2017-08-30,1600.75
2017-08-31,1600.85
2017-09-01,1626.5
2017-09-04,1643.5
2017-09-05,1674.95
2017-09-06,1696.2
2017-09-07,1678.2
2017-09-08,1699.45
2017-09-11,1698.9
2017-09-12,1754.0
2017-09-13,1725.4
2017-09-14,1733.0
2017-09-15,1726.2
2017-09-18,1741.7
2017-09-19,1725.95
2017-09-20,1707.2
2017-09-21,1700.6
2017-09-22,1713.35
2017-09-25,1700.15
2017-09-26,1681.0
2017-09-27,1650.45
2017-09-28,1651.65
2017-09-29,1686.35
2017-10-03,1703.0
2017-10-04,1700.15
2017-10-05,1688.8
2017-10-06,1679.15
2017-10-09,1652.05
2017-10-10,1648.0
2017-10-11,1641.7
2017-10-12,1634.75
2017-10-13,1682.35
2017-10-16,1650.6
2017-10-17,1644.1
2017-10-18,1651.0
2017-10-19,1662.85
2017-10-23,1668.2
2017-10-24,1668.75
2017-10-25,1671.25
2017-10-26,1661.95
2017-10-27,1661.85
