Date,HINDALCO
2017-01-02,158.85
2017-01-03,158.85
2017-01-04,158.9
2017-01-05,162.0
2017-01-06,160.75
2017-01-09,158.0
2017-01-10,164.4
2017-01-11,174.95
2017-01-12,177.0
2017-01-13,172.25
2017-01-16,172.6
2017-01-17,171.05
2017-01-18,177.0
2017-01-19,176.1
2017-01-20,171.65
2017-01-23,181.7
2017-01-24,187.15
2017-01-25,190.75
2017-01-27,190.75
2017-01-30,191.5
2017-01-31,189.95
2017-02-01,198.85
2017-02-02,193.3
2017-02-03,191.75
2017-02-06,190.1
2017-02-07,185.9
2017-02-08,189.0
2017-02-09,183.7
2017-02-10,182.05
2017-02-13,185.0
2017-02-14,187.25
2017-02-15,184.45
2017-02-16,187.75
2017-02-17,183.65
2017-02-20,183.3
2017-02-21,182.45
2017-02-22,180.05
2017-02-23,182.1
2017-02-27,180.75
2017-02-28,184.35
2017-03-01,189.25
2017-03-02,189.45
2017-03-03,198.55
2017-03-06,199.55
2017-03-07,192.55
2017-03-08,190.2
2017-03-09,189.2
2017-03-10,187.6
2017-03-14,190.4
2017-03-15,190.85
2017-03-16,198.75
2017-03-17,196.2
2017-03-20,196.2
2017-03-21,198.3
2017-03-22,193.4
2017-03-23,193.7
2017-03-24,194.9
2017-03-27,188.7
2017-03-28,189.6
2017-03-29,192.25
2017-03-30,190.3
2017-03-31,195.05
2017-04-03,193.6
2017-04-05,198.2
2017-04-06,193.95
2017-04-07,193.5
2017-04-10,195.05
2017-04-11,196.45
2017-04-12,193.0
2017-04-13,183.25
2017-04-17,181.45
2017-04-18,183.8
2017-04-19,186.0
2017-04-20,186.45
2017-04-21,188.1
2017-04-24,190.8
2017-04-25,191.7
2017-04-26,197.0
2017-04-27,194.85
2017-04-28,199.35
2017-05-02,200.25
2017-05-03,197.05
2017-05-04,192.45
2017-05-05,185.8
2017-05-08,184.2
2017-05-09,186.4
2017-05-10,187.1
2017-05-11,193.65
2017-05-12,191.05
2017-05-15,198.45
2017-05-16,196.5
2017-05-17,198.85
2017-05-18,194.0
2017-05-19,191.0
2017-05-22,190.25
2017-05-23,192.0
2017-05-24,187.05
2017-05-25,190.55
2017-05-26,198.4
2017-05-29,201.25
2017-05-30,203.15
2017-05-31,200.7
2017-06-01,197.25
2017-06-02,197.05
2017-06-05,197.1
2017-06-06,195.45
2017-06-07,197.2
2017-06-08,198.45
2017-06-09,202.15
2017-06-12,200.6
2017-06-13,200.6
2017-06-14,200.15
2017-06-15,196.6
2017-06-16,195.25
2017-06-19,200.85
2017-06-20,202.0
2017-06-21,196.55
2017-06-22,191.6
2017-06-23,188.7
2017-06-27,187.75
2017-06-28,189.85
2017-06-29,192.2
2017-06-30,190.95
2017-07-03,196.65
2017-07-04,198.4
2017-07-05,198.8
2017-07-06,196.65
2017-07-07,194.9
2017-07-10,195.8
2017-07-11,200.65
2017-07-12,200.6
2017-07-13,204.7
2017-07-14,205.95
2017-07-17,209.15
2017-07-18,207.4
2017-07-19,213.45
2017-07-20,213.65
2017-07-21,214.55
2017-07-24,214.4
2017-07-25,220.2
2017-07-26,221.55
2017-07-27,221.25
2017-07-28,215.85
2017-07-31,219.65
2017-08-01,225.75
2017-08-02,228.2
2017-08-03,220.95
2017-08-04,225.25
2017-08-07,227.65
2017-08-08,234.9
2017-08-09,239.45
2017-08-10,238.0
2017-08-11,221.0
2017-08-14,229.15
2017-08-16,233.6
2017-08-17,230.3
2017-08-18,230.05
2017-08-21,224.9
2017-08-22,228.9
2017-08-23,230.9
2017-08-24,233.0
2017-08-28,233.55
2017-08-29,227.3
2017-08-30,236.35
2017-08-31,238.0
2017-09-01,243.75
2017-09-04,242.45
2017-09-05,241.9
2017-09-06,245.8
2017-09-07,249.95
2017-09-08,249.55
2017-09-11,250.05
2017-09-12,250.95
2017-09-13,248.0
2017-09-14,247.2
2017-09-15,247.8
2017-09-18,249.5
2017-09-19,246.5
2017-09-20,244.1
2017-09-21,244.55
2017-09-22,230.9
2017-09-25,229.1
2017-09-26,234.6
2017-09-27,233.65
2017-09-28,238.45
2017-09-29,240.6
2017-10-03,241.6
2017-10-04,241.9
2017-10-05,240.75
2017-10-06,250.9
2017-10-09,249.5
2017-10-10,252.05
2017-10-11,249.5
2017-10-12,264.45
2017-10-13,266.6
2017-10-16,271.4
2017-10-17,276.5
2017-10-18,275.3
2017-10-19,273.9
2017-10-23,271.9
2017-10-24,268.85
2017-10-25,266.75
2017-10-26,272.9
2017-10-27,270.05
2017-10-30,273.2
2017-10-31,267.4
2017-11-01,275.3
2017-11-02,270.8
2017-11-03,268.9
2017-11-06,272.95
2017-11-07,266.9
2017-11-08,263.05
2017-11-09,263.3
2017-11-10,264.05
2017-11-13,260.9
2017-11-14,261.0
2017-11-15,251.85
2017-11-16,254.7
2017-11-17,258.85
2017-11-20,261.45
2017-11-21,261.45
2017-11-22,257.75
2017-11-23,255.25
2017-11-24,251.65
2017-11-27,249.65
2017-11-28,250.65
2017-11-29,246.9
2017-11-30,240.45
2017-12-01,235.35
2017-12-04,239.55
2017-12-05,240.05
2017-12-06,232.1
2017-12-07,237.2
2017-12-08,239.7
2017-12-11,238.1
2017-12-12,237.95
2017-12-13,234.45
2017-12-14,236.4
2017-12-15,242.75
2017-12-18,249.65
2017-12-19,254.3
2017-12-20,258.35
2017-12-21,263.3
2017-12-22,267.85
2017-12-26,268.65
2017-12-27,265.75
2017-12-28,275.25
2017-12-29,273.55
