Date,ADANITRANS
2017-01-02,57.1
2017-01-03,56.65
2017-01-04,57.9
2017-01-05,58.35
2017-01-06,57.15
2017-01-09,59.35
2017-01-10,59.15
2017-01-11,60.25
2017-01-12,58.9
2017-01-13,58.8
2017-01-16,58.75
2017-01-17,62.4
2017-01-18,63.95
2017-01-19,64.2
2017-01-20,62.1
2017-01-23,63.8
2017-01-24,63.45
2017-01-25,63.25
2017-01-27,66.65
2017-01-30,66.85
2017-01-31,63.25
2017-02-01,64.95
2017-02-02,65.8
2017-02-03,65.7
2017-02-06,65.95
2017-02-07,65.45
2017-02-08,66.05
2017-02-09,66.7
2017-02-10,68.3
2017-02-13,66.9
2017-02-14,65.55
2017-02-15,63.45
2017-02-16,63.5
2017-02-17,64.15
2017-02-20,64.25
2017-02-21,63.6
2017-02-22,62.3
2017-02-23,62.8
2017-02-27,61.65
2017-02-28,61.8
2017-03-01,64.25
2017-03-02,62.9
2017-03-03,62.55
2017-03-06,62.35
2017-03-07,63.4
2017-03-08,61.65
2017-03-09,62.3
2017-03-10,62.1
2017-03-14,63.0
2017-03-15,66.05
2017-03-16,65.4
2017-03-17,63.85
2017-03-20,65.25
2017-03-21,64.35
2017-03-22,62.65
2017-03-23,63.0
2017-03-24,63.9
2017-03-27,63.0
2017-03-28,62.6
2017-03-29,64.0
2017-03-30,65.0
2017-03-31,64.15
2017-04-03,68.1
2017-04-05,71.5
2017-04-06,76.5
2017-04-07,81.35
2017-04-10,93.95
2017-04-11,84.6
2017-04-12,76.25
2017-04-13,79.2
2017-04-17,83.15
2017-04-18,84.9
2017-04-19,86.15
2017-04-20,85.0
2017-04-21,85.1
2017-04-24,85.65
2017-04-25,84.6
2017-04-26,79.6
2017-04-27,78.25
2017-04-28,77.65
2017-05-02,75.15
2017-05-03,72.9
2017-05-04,75.5
2017-05-05,72.55
2017-05-08,72.6
2017-05-09,73.8
2017-05-10,75.8
2017-05-11,83.35
2017-05-12,89.9
2017-05-15,95.4
2017-05-16,100.15
2017-05-17,102.15
2017-05-18,101.8
2017-05-19,105.35
2017-05-22,107.9
2017-05-23,104.45
2017-05-24,105.5
2017-05-25,109.65
2017-05-26,115.1
2017-05-29,110.4
2017-05-30,115.3
2017-05-31,121.0
2017-06-01,127.05
2017-06-02,133.4
2017-06-05,132.2
2017-06-06,126.1
2017-06-07,119.8
2017-06-08,113.85
2017-06-09,114.8
2017-06-12,111.85
2017-06-13,111.25
2017-06-14,113.0
2017-06-15,116.5
2017-06-16,117.9
2017-06-19,116.65
2017-06-20,118.65
2017-06-21,119.9
2017-06-22,119.2
2017-06-23,119.0
2017-06-27,124.05
2017-06-28,123.25
2017-06-29,124.0
2017-06-30,124.05
2017-07-03,126.5
2017-07-04,127.5
2017-07-05,127.5
2017-07-06,129.0
2017-07-07,128.6
2017-07-10,128.5
2017-07-11,127.55
2017-07-12,125.95
2017-07-13,125.6
2017-07-14,125.65
2017-07-17,125.6
2017-07-18,124.6
2017-07-19,124.9
2017-07-20,123.35
2017-07-21,129.5
2017-07-24,131.6
2017-07-25,127.95
2017-07-26,128.5
2017-07-27,127.4
2017-07-28,126.3
2017-07-31,125.05
2017-08-01,125.8
2017-08-02,126.95
2017-08-03,124.4
2017-08-04,123.8
2017-08-07,127.75
2017-08-08,126.15
2017-08-09,122.8
2017-08-10,116.9
2017-08-11,107.85
2017-08-14,109.85
2017-08-16,109.95
2017-08-17,111.45
2017-08-18,110.3
2017-08-21,107.0
2017-08-22,108.05
2017-08-23,109.05
2017-08-24,108.85
2017-08-28,118.1
2017-08-29,117.7
2017-08-30,124.5
2017-08-31,127.05
2017-09-01,127.7
2017-09-04,123.45
2017-09-05,126.25
2017-09-06,128.25
2017-09-07,129.65
2017-09-08,132.15
2017-09-11,134.5
2017-09-12,147.95
2017-09-13,146.95
2017-09-14,147.45
2017-09-15,142.65
2017-09-18,139.4
2017-09-19,137.15
2017-09-20,135.45
2017-09-21,132.35
2017-09-22,128.6
2017-09-25,127.25
2017-09-26,133.75
2017-09-27,135.5
2017-09-28,146.8
2017-09-29,152.8
2017-10-03,158.6
2017-10-04,165.15
2017-10-05,167.3
2017-10-06,169.9
2017-10-09,175.6
2017-10-10,193.15
2017-10-11,203.05
2017-10-12,213.2
2017-10-13,218.2
2017-10-16,219.0
2017-10-17,229.1
2017-10-18,229.7
2017-10-19,226.65
2017-10-23,228.9
2017-10-24,230.55
2017-10-25,231.75
2017-10-26,230.8
2017-10-27,230.4
2017-10-30,218.9
2017-10-31,208.0
2017-11-01,204.55
2017-11-02,209.3
2017-11-03,203.65
2017-11-06,201.4
2017-11-07,199.9
2017-11-08,197.55
2017-11-09,196.0
2017-11-10,205.0
2017-11-13,215.25
2017-11-14,208.05
2017-11-15,198.45
2017-11-16,206.15
2017-11-17,211.15
2017-11-20,211.05
2017-11-21,206.0
2017-11-22,205.75
2017-11-23,205.3
2017-11-24,201.7
2017-11-27,196.25
2017-11-28,193.65
2017-11-29,190.8
2017-11-30,183.7
2017-12-01,174.55
2017-12-04,182.95
2017-12-05,191.55
2017-12-06,194.75
2017-12-07,195.55
2017-12-08,195.3
2017-12-11,195.85
2017-12-12,193.9
2017-12-13,192.0
2017-12-14,192.25
2017-12-15,203.45
2017-12-18,203.45
2017-12-19,203.85
2017-12-20,205.5
2017-12-21,225.85
2017-12-22,235.8
2017-12-26,227.05
2017-12-27,223.85
2017-12-28,222.2
2017-12-29,224.15
