Date,INDIANCARD
2017-01-02,213.5
2017-01-03,217.0
2017-01-04,217.9
2017-01-05,215.1
2017-01-06,216.0
2017-01-09,215.1
2017-01-10,213.9
2017-01-11,214.9
2017-01-12,216.75
2017-01-13,216.9
2017-01-16,222.0
2017-01-17,219.15
2017-01-18,220.1
2017-01-19,218.25
2017-01-20,215.95
2017-01-23,212.75
2017-01-24,211.75
2017-01-25,214.0
2017-01-27,212.15
2017-01-30,210.9
2017-01-31,210.35
2017-02-01,211.55
2017-02-02,209.65
2017-02-03,212.35
2017-02-06,213.9
2017-02-07,213.25
2017-02-08,208.35
2017-02-09,211.0
2017-02-10,211.8
2017-02-13,201.8
2017-02-14,201.05
2017-02-15,198.4
2017-02-16,197.15
2017-02-17,201.5
2017-02-20,200.6
2017-02-21,200.3
2017-02-22,200.0
2017-02-23,197.8
2017-02-27,197.65
2017-02-28,197.0
2017-03-01,197.2
2017-03-02,197.15
2017-03-03,197.3
2017-03-06,198.9
2017-03-07,198.25
2017-03-08,197.05
2017-03-09,199.4
2017-03-10,198.6
2017-03-14,198.95
2017-03-15,197.95
2017-03-16,199.95
2017-03-17,196.25
2017-03-20,196.55
2017-03-21,198.9
2017-03-22,197.35
2017-03-23,195.7
2017-03-24,195.9
2017-03-27,195.2
2017-03-28,195.15
2017-03-29,193.85
2017-03-30,205.2
2017-03-31,198.7
2017-04-03,203.4
2017-04-05,203.9
2017-04-06,207.15
2017-04-07,205.65
2017-04-10,205.95
2017-04-11,208.5
2017-04-12,205.75
2017-04-13,203.15
2017-04-17,201.35
2017-04-18,199.6
2017-04-19,199.1
2017-04-20,199.95
2017-04-21,201.05
2017-04-24,202.95
2017-04-25,200.45
2017-04-26,200.05
2017-04-27,199.65
2017-04-28,202.4
2017-05-02,201.3
2017-05-03,202.05
2017-05-04,200.75
2017-05-05,197.5
2017-05-08,200.2
2017-05-09,199.25
2017-05-10,200.2
2017-05-11,199.15
2017-05-12,201.65
2017-05-15,199.8
2017-05-16,200.9
2017-05-17,200.0
2017-05-18,198.95
2017-05-19,198.45
2017-05-22,196.8
2017-05-23,195.8
2017-05-24,193.85
2017-05-25,193.1
2017-05-26,194.55
2017-05-29,191.95
2017-05-30,189.0
2017-05-31,186.25
2017-06-01,188.75
2017-06-02,188.0
2017-06-05,193.15
2017-06-06,190.0
2017-06-07,189.45
2017-06-08,188.8
2017-06-09,187.0
2017-06-12,192.4
2017-06-13,193.4
2017-06-14,193.7
2017-06-15,189.5
2017-06-16,189.7
2017-06-19,191.35
2017-06-20,189.95
2017-06-21,189.45
2017-06-22,186.6
2017-06-23,185.55
2017-06-27,188.7
2017-06-28,194.1
2017-06-29,195.4
2017-06-30,194.3
2017-07-03,196.05
2017-07-04,196.5
2017-07-05,199.4
2017-07-06,200.2
2017-07-07,197.6
2017-07-10,201.8
2017-07-11,196.0
2017-07-12,197.0
2017-07-13,195.8
2017-07-14,195.5
2017-07-17,195.15
2017-07-18,194.05
2017-07-19,191.2
2017-07-20,193.55
2017-07-21,191.5
2017-07-24,194.4
2017-07-25,191.8
2017-07-26,190.0
2017-07-27,190.6
2017-07-28,190.15
2017-07-31,188.1
2017-08-01,189.5
2017-08-02,188.8
2017-08-03,186.0
2017-08-04,188.4
2017-08-07,185.5
2017-08-08,185.05
2017-08-09,180.6
2017-08-10,179.0
2017-08-11,182.45
2017-08-14,181.1
2017-08-16,179.65
2017-08-17,181.95
2017-08-18,179.75
2017-08-21,180.0
2017-08-22,178.5
2017-08-23,180.8
2017-08-24,178.8
2017-08-28,192.0
2017-08-29,181.55
2017-08-30,190.75
2017-08-31,187.15
2017-09-01,185.55
2017-09-04,179.15
2017-09-05,179.4
2017-09-06,179.15
2017-09-07,179.65
2017-09-08,180.0
2017-09-11,178.0
2017-09-12,178.5
2017-09-13,178.75
2017-09-14,177.65
2017-09-15,181.0
2017-09-18,183.15
2017-09-19,183.0
2017-09-20,181.25
2017-09-21,182.15
2017-09-22,177.25
2017-09-25,175.4
2017-09-26,176.7
2017-09-27,172.45
2017-09-28,171.25
2017-09-29,174.4
2017-10-03,171.25
2017-10-04,170.7
2017-10-05,171.05
2017-10-06,172.45
2017-10-09,172.85
2017-10-10,174.25
2017-10-11,172.85
2017-10-12,171.95
2017-10-13,178.65
2017-10-16,169.7
2017-10-17,172.2
2017-10-18,175.6
2017-10-19,173.9
2017-10-23,173.85
2017-10-24,172.15
2017-10-25,173.55
2017-10-26,174.75
2017-10-27,177.45
2017-10-30,178.9
2017-10-31,181.75
2017-11-01,191.55
2017-11-02,189.75
2017-11-03,188.7
2017-11-06,192.55
2017-11-07,186.7
2017-11-08,187.45
2017-11-09,186.6
2017-11-10,184.1
2017-11-13,187.4
2017-11-14,187.85
2017-11-15,183.85
2017-11-16,183.4
2017-11-17,187.05
2017-11-20,189.25
2017-11-21,190.0
2017-11-22,188.0
2017-11-23,187.65
2017-11-24,188.0
2017-11-27,187.8
2017-11-28,188.15
2017-11-29,187.85
2017-11-30,189.65
2017-12-01,188.1
2017-12-04,186.95
2017-12-05,187.5
2017-12-06,188.0
2017-12-07,186.4
2017-12-08,185.4
2017-12-11,187.35
2017-12-12,215.6
2017-12-13,207.45
2017-12-14,203.0
2017-12-15,205.1
2017-12-18,199.95
2017-12-19,198.2
2017-12-20,206.75
2017-12-21,202.65
2017-12-22,204.25
2017-12-26,205.3
2017-12-27,205.4
2017-12-28,200.9
2017-12-29,201.0
