Date,GULFPETRO
2017-01-02,89.35
2017-01-03,88.7
2017-01-04,89.65
2017-01-05,87.45
2017-01-06,86.65
2017-01-09,84.85
2017-01-10,85.45
2017-01-11,85.45
2017-01-12,84.6
2017-01-13,84.5
2017-01-16,84.35
2017-01-17,88.0
2017-01-18,90.7
2017-01-19,89.15
2017-01-20,86.55
2017-01-23,87.7
2017-01-24,91.15
2017-01-25,89.6
2017-01-27,92.2
2017-01-30,90.45
2017-01-31,88.05
2017-02-01,90.5
2017-02-02,89.55
2017-02-03,93.6
2017-02-06,93.05
2017-02-07,92.25
2017-02-08,90.7
2017-02-09,91.15
2017-02-10,90.55
2017-02-13,90.0
2017-02-14,88.4
2017-02-15,85.8
2017-02-16,88.15
2017-02-17,88.1
2017-02-20,88.75
2017-02-21,88.4
2017-02-22,87.6
2017-02-23,85.3
2017-02-27,86.0
2017-02-28,84.8
2017-03-01,85.35
2017-03-02,85.65
2017-03-03,85.5
2017-03-06,85.45
2017-03-07,86.5
2017-03-08,86.75
2017-03-09,87.8
2017-03-10,87.25
2017-03-14,86.3
2017-03-15,88.6
2017-03-16,92.4
2017-03-17,89.7
2017-03-20,87.75
2017-03-21,87.25
2017-03-22,85.35
2017-03-23,88.4
2017-03-24,86.9
2017-03-27,87.15
2017-03-28,86.85
2017-03-29,86.35
2017-03-30,87.75
2017-03-31,87.4
2017-04-03,87.1
2017-04-05,88.2
2017-04-06,88.1
2017-04-07,87.0
2017-04-10,89.2
2017-04-11,89.15
2017-04-12,86.75
2017-04-13,91.3
2017-04-17,93.4
2017-04-18,92.65
2017-04-19,99.85
2017-04-20,101.25
2017-04-21,99.85
2017-04-24,98.25
2017-04-25,98.55
2017-04-26,94.4
2017-04-27,93.4
2017-04-28,96.5
2017-05-02,92.95
2017-05-03,92.55
2017-05-04,92.45
2017-05-05,91.45
2017-05-08,89.9
2017-05-09,92.6
2017-05-10,92.2
2017-05-11,91.75
2017-05-12,91.25
2017-05-15,91.2
2017-05-16,91.75
2017-05-17,92.15
2017-05-18,90.45
2017-05-19,90.35
2017-05-22,90.95
2017-05-23,88.25
2017-05-24,86.9
2017-05-25,89.1
2017-05-26,86.8
2017-05-29,83.45
2017-05-30,83.9
2017-05-31,84.0
2017-06-01,84.8
2017-06-02,84.2
2017-06-05,83.5
2017-06-06,83.6
2017-06-07,83.6
2017-06-08,86.1
2017-06-09,88.4
2017-06-12,90.1
2017-06-13,89.75
2017-06-14,87.8
2017-06-15,90.85
2017-06-16,89.55
2017-06-19,87.65
2017-06-20,88.8
2017-06-21,93.7
2017-06-22,96.5
2017-06-23,93.05
2017-06-27,90.85
2017-06-28,89.5
2017-06-29,91.2
2017-06-30,92.4
2017-07-03,92.3
2017-07-04,92.65
2017-07-05,91.6
2017-07-06,91.8
2017-07-07,91.15
2017-07-10,90.7
2017-07-11,95.5
2017-07-12,100.05
2017-07-13,100.6
2017-07-14,97.5
2017-07-17,96.5
2017-07-18,96.2
2017-07-19,97.75
2017-07-20,98.7
2017-07-21,96.7
2017-07-24,95.55
2017-07-25,95.45
2017-07-26,94.35
2017-07-27,93.6
2017-07-28,91.4
2017-07-31,91.0
2017-08-01,90.5
2017-08-02,90.4
2017-08-03,89.25
2017-08-04,86.75
2017-08-07,88.35
2017-08-08,87.0
2017-08-09,86.3
2017-08-10,76.6
2017-08-11,76.95
2017-08-14,83.25
2017-08-16,83.95
2017-08-17,83.7
2017-08-18,81.85
2017-08-21,81.15
2017-08-22,79.15
2017-08-23,82.15
2017-08-24,81.75
2017-08-28,82.1
2017-08-29,83.2
2017-08-30,84.6
2017-08-31,84.25
2017-09-01,82.9
2017-09-04,82.95
2017-09-05,86.95
2017-09-06,89.9
2017-09-07,87.95
2017-09-08,87.1
2017-09-11,86.55
2017-09-12,86.15
2017-09-13,84.55
2017-09-14,83.8
2017-09-15,84.55
2017-09-18,85.95
2017-09-19,87.0
2017-09-20,88.95
2017-09-21,92.0
2017-09-22,85.5
2017-09-25,82.7
2017-09-26,83.25
2017-09-27,80.55
2017-09-28,81.8
2017-09-29,82.8
2017-10-03,81.1
2017-10-04,81.65
2017-10-05,81.65
2017-10-06,83.3
2017-10-09,82.95
2017-10-10,82.55
2017-10-11,81.8
2017-10-12,81.5
2017-10-13,81.7
2017-10-16,81.85
2017-10-17,81.6
2017-10-18,81.5
2017-10-19,81.4
2017-10-23,81.1
2017-10-24,80.5
2017-10-25,80.65
2017-10-26,81.25
2017-10-27,81.05
2017-10-30,81.15
2017-10-31,81.3
2017-11-01,80.85
2017-11-02,81.05
2017-11-03,81.45
2017-11-06,87.4
2017-11-07,84.5
2017-11-08,82.95
2017-11-09,82.65
2017-11-10,81.4
2017-11-13,80.9
2017-11-14,81.9
2017-11-15,77.45
2017-11-16,77.25
2017-11-17,77.35
2017-11-20,78.0
2017-11-21,77.0
2017-11-22,74.5
2017-11-23,75.95
2017-11-24,78.0
2017-11-27,78.65
2017-11-28,78.6
2017-11-29,81.1
2017-11-30,80.1
2017-12-01,79.95
2017-12-04,80.5
2017-12-05,79.85
2017-12-06,79.1
2017-12-07,79.4
2017-12-08,81.9
2017-12-11,80.15
2017-12-12,78.65
2017-12-13,81.9
2017-12-14,81.25
2017-12-15,81.05
2017-12-18,81.05
2017-12-19,81.05
2017-12-20,82.45
2017-12-21,87.55
2017-12-22,86.35
2017-12-26,84.75
2017-12-27,82.85
2017-12-28,86.0
2017-12-29,84.6
