Date,ASIANHOTNR
2017-01-02,103.3
2017-01-03,102.05
2017-01-04,102.35
2017-01-05,103.2
2017-01-06,104.55
2017-01-10,102.45
2017-01-11,105.6
2017-01-12,103.1
2017-01-13,103.45
2017-01-16,104.0
2017-01-17,102.7
2017-01-18,104.4
2017-01-19,104.7
2017-01-20,105.0
2017-01-23,103.65
2017-01-24,105.2
2017-01-25,106.45
2017-01-27,106.6
2017-01-30,104.25
2017-01-31,102.8
2017-02-01,105.95
2017-02-02,103.4
2017-02-03,103.75
2017-02-06,106.3
2017-02-07,106.1
2017-02-08,105.05
2017-02-09,104.15
2017-02-10,103.85
2017-02-13,104.2
2017-02-14,105.9
2017-02-15,104.0
2017-02-16,103.3
2017-02-17,104.7
2017-02-20,103.05
2017-02-21,103.6
2017-02-22,103.5
2017-02-23,102.95
2017-02-27,103.0
2017-02-28,105.8
2017-03-01,104.15
2017-03-02,104.8
2017-03-03,103.8
2017-03-06,103.5
2017-03-07,103.25
2017-03-08,104.0
2017-03-09,104.9
2017-03-10,103.15
2017-03-14,103.1
2017-03-15,103.0
2017-03-16,103.25
2017-03-17,103.5
2017-03-20,102.65
2017-03-21,103.2
2017-03-22,103.05
2017-03-23,104.55
2017-03-24,103.3
2017-03-27,103.6
2017-03-28,105.55
2017-03-29,103.55
2017-03-30,105.0
2017-03-31,113.1
2017-04-03,111.85
2017-04-05,110.3
2017-04-06,110.5
2017-04-07,127.05
2017-04-10,135.35
2017-04-11,135.75
2017-04-12,132.9
2017-04-13,128.5
2017-04-17,132.1
2017-04-18,133.25
2017-04-19,130.0
2017-04-20,133.85
2017-04-21,136.9
2017-04-24,139.35
2017-04-25,139.5
2017-04-26,138.55
2017-04-27,137.1
2017-04-28,135.55
2017-05-02,136.1
2017-05-03,140.05
2017-05-04,140.8
2017-05-05,144.05
2017-05-08,142.95
2017-05-09,142.0
2017-05-10,141.9
2017-05-11,142.0
2017-05-12,142.85
2017-05-15,141.1
2017-05-16,142.75
2017-05-17,149.85
2017-05-18,147.3
2017-05-19,145.75
2017-05-22,143.0
2017-05-23,138.8
2017-05-24,138.05
2017-05-25,138.6
2017-05-26,144.0
2017-05-29,138.35
2017-05-30,136.55
2017-05-31,138.4
2017-06-01,136.2
2017-06-02,136.0
2017-06-05,138.35
2017-06-06,135.05
2017-06-07,136.0
2017-06-08,137.75
2017-06-09,136.75
2017-06-12,136.1
2017-06-13,131.85
2017-06-14,135.15
2017-06-15,132.15
2017-06-16,131.5
2017-06-19,132.45
2017-06-20,132.0
2017-06-21,132.7
2017-06-22,131.25
2017-06-23,130.05
2017-06-27,129.0
2017-06-28,130.25
2017-06-29,130.0
2017-06-30,128.3
2017-07-03,129.8
2017-07-04,129.0
2017-07-05,131.0
2017-07-06,130.1
2017-07-07,131.0
2017-07-10,137.0
2017-07-11,132.45
2017-07-12,131.55
2017-07-13,133.35
2017-07-14,131.05
2017-07-17,130.8
2017-07-18,129.9
2017-07-19,130.4
2017-07-20,130.0
2017-07-21,131.95
2017-07-24,133.2
2017-07-25,132.05
2017-07-26,131.65
2017-07-27,132.55
2017-07-28,132.05
2017-07-31,131.2
2017-08-01,131.05
2017-08-02,135.4
2017-08-03,130.55
2017-08-04,131.35
2017-08-07,130.55
2017-08-08,130.0
2017-08-09,131.0
2017-08-10,128.95
2017-08-11,127.15
2017-08-14,128.15
2017-08-16,128.6
2017-08-17,130.0
2017-08-18,133.6
2017-08-21,132.15
2017-08-22,129.55
2017-08-23,127.95
2017-08-24,126.1
2017-08-28,124.7
2017-08-29,127.6
2017-08-30,123.0
2017-08-31,126.9
2017-09-01,124.15
2017-09-04,121.25
2017-09-05,118.45
2017-09-06,118.05
2017-09-07,119.3
2017-09-08,122.95
2017-09-11,121.05
2017-09-12,121.9
2017-09-13,118.7
2017-09-14,119.65
2017-09-15,118.9
2017-09-18,120.85
2017-09-19,118.6
2017-09-20,120.0
2017-09-21,121.25
2017-09-22,119.55
2017-09-25,119.35
2017-09-26,117.1
2017-09-27,115.0
2017-09-28,114.65
2017-09-29,113.85
2017-10-03,111.45
2017-10-04,112.2
2017-10-05,116.0
2017-10-06,115.3
2017-10-09,118.0
2017-10-10,120.45
2017-10-11,121.8
2017-10-12,119.9
2017-10-13,118.35
2017-10-16,119.75
2017-10-17,117.8
2017-10-18,118.95
2017-10-19,118.0
2017-10-23,117.0
2017-10-24,121.8
2017-10-25,119.6
2017-10-26,122.05
2017-10-27,120.05
2017-10-30,122.8
2017-10-31,121.85
2017-11-01,121.8
2017-11-02,122.0
2017-11-03,121.2
2017-11-06,122.0
2017-11-07,121.95
2017-11-08,121.0
2017-11-09,120.95
2017-11-10,134.0
2017-11-13,133.55
2017-11-14,130.65
2017-11-15,133.05
2017-11-16,132.0
2017-11-17,131.95
2017-11-20,132.55
2017-11-21,131.0
2017-11-22,131.2
2017-11-23,131.7
2017-11-24,133.45
2017-11-27,133.15
2017-11-28,133.95
2017-11-29,134.0
2017-11-30,134.7
2017-12-01,137.8
2017-12-04,140.25
2017-12-05,140.8
2017-12-06,142.75
2017-12-07,142.05
2017-12-08,147.65
2017-12-11,148.0
2017-12-12,145.75
2017-12-13,142.1
2017-12-14,151.15
2017-12-15,158.55
2017-12-18,163.95
2017-12-19,166.95
2017-12-20,168.25
2017-12-21,170.2
2017-12-22,175.9
2017-12-26,187.55
2017-12-27,176.25
2017-12-28,172.0
2017-12-29,176.5
