Date,MAHSEAMLES
2017-01-02,262.25
2017-01-03,272.4
2017-01-04,283.2
2017-01-05,285.3
2017-01-06,275.95
2017-01-09,274.8
2017-01-10,270.65
2017-01-11,270.95
2017-01-12,268.55
2017-01-13,268.3
2017-01-16,269.1
2017-01-17,276.45
2017-01-18,277.05
2017-01-19,278.5
2017-01-20,273.1
2017-01-23,272.1
2017-01-24,271.2
2017-01-25,277.65
2017-01-27,279.15
2017-01-30,280.2
2017-01-31,271.55
2017-02-01,278.7
2017-02-02,278.0
2017-02-03,276.85
2017-02-06,279.65
2017-02-07,277.15
2017-02-08,276.25
2017-02-09,299.2
2017-02-10,315.05
2017-02-13,305.75
2017-02-14,298.15
2017-02-15,287.8
2017-02-16,292.6
2017-02-17,293.25
2017-02-20,307.95
2017-02-21,325.4
2017-02-22,312.05
2017-02-23,330.2
2017-02-27,333.45
2017-02-28,341.0
2017-03-01,348.4
2017-03-02,355.55
2017-03-03,356.7
2017-03-06,358.35
2017-03-07,358.95
2017-03-08,351.4
2017-03-09,353.3
2017-03-10,353.35
2017-03-14,356.4
2017-03-15,352.65
2017-03-16,344.75
2017-03-17,345.4
2017-03-20,346.55
2017-03-21,355.65
2017-03-22,339.2
2017-03-23,352.35
2017-03-24,350.25
2017-03-27,350.3
2017-03-28,347.8
2017-03-29,347.95
2017-03-30,350.75
2017-03-31,349.65
2017-04-03,354.3
2017-04-05,356.95
2017-04-06,356.5
2017-04-07,349.9
2017-04-10,349.15
2017-04-11,349.2
2017-04-12,348.05
2017-04-13,350.3
2017-04-17,349.2
2017-04-18,353.15
2017-04-19,352.55
2017-04-20,351.15
2017-04-21,347.15
2017-04-24,347.2
2017-04-25,355.8
2017-04-26,350.35
2017-04-27,349.5
2017-04-28,348.85
2017-05-02,346.5
2017-05-03,348.05
2017-05-04,348.0
2017-05-05,344.1
2017-05-08,344.4
2017-05-09,341.85
2017-05-10,345.7
2017-05-11,339.9
2017-05-12,337.85
2017-05-15,334.5
2017-05-16,339.85
2017-05-17,347.1
2017-05-18,341.35
2017-05-19,336.0
2017-05-22,332.35
2017-05-23,343.3
2017-05-24,338.3
2017-05-25,341.1
2017-05-26,351.35
2017-05-29,337.75
2017-05-30,339.4
2017-05-31,345.45
2017-06-01,339.65
2017-06-02,335.1
2017-06-05,341.7
2017-06-06,342.7
2017-06-07,339.85
2017-06-08,340.3
2017-06-09,347.05
2017-06-12,349.0
2017-06-13,358.25
2017-06-14,356.1
2017-06-15,361.95
2017-06-16,365.75
2017-06-19,390.85
2017-06-20,403.7
2017-06-21,395.75
2017-06-22,395.95
2017-06-23,389.6
2017-06-27,386.65
2017-06-28,384.15
2017-06-29,386.65
2017-06-30,387.55
2017-07-03,387.55
2017-07-04,392.2
2017-07-05,405.65
2017-07-06,422.3
2017-07-07,425.7
2017-07-10,430.5
2017-07-11,416.95
2017-07-12,423.0
2017-07-13,415.1
2017-07-14,423.45
2017-07-17,418.55
2017-07-18,410.05
2017-07-19,410.45
2017-07-20,418.35
2017-07-21,409.95
2017-07-24,406.9
2017-07-25,410.15
2017-07-26,423.3
2017-07-27,407.6
2017-07-28,404.55
2017-07-31,402.95
2017-08-01,404.8
2017-08-02,401.2
2017-08-03,406.4
2017-08-04,405.95
2017-08-07,407.95
2017-08-08,400.05
2017-08-09,393.8
2017-08-10,393.4
2017-08-11,386.8
2017-08-14,402.55
2017-08-16,409.6
2017-08-17,410.3
2017-08-18,405.35
2017-08-21,403.9
2017-08-22,400.1
2017-08-23,413.95
2017-08-24,415.3
2017-08-28,423.55
2017-08-29,425.05
2017-08-30,426.5
2017-08-31,428.15
2017-09-01,426.95
2017-09-04,428.0
2017-09-05,430.15
2017-09-06,443.4
2017-09-07,444.45
2017-09-08,452.5
2017-09-11,455.85
2017-09-12,449.15
2017-09-13,445.05
2017-09-14,442.45
2017-09-15,442.75
2017-09-18,438.65
2017-09-19,438.85
2017-09-20,438.05
2017-09-21,429.45
2017-09-22,410.0
2017-09-25,396.95
2017-09-26,401.8
2017-09-27,391.5
2017-09-28,401.7
2017-09-29,419.15
2017-10-03,423.5
2017-10-04,424.3
2017-10-05,431.55
2017-10-06,443.55
2017-10-09,447.55
2017-10-10,449.45
2017-10-11,450.55
2017-10-12,459.35
2017-10-13,460.0
2017-10-16,462.0
2017-10-17,462.95
2017-10-18,460.0
2017-10-19,461.1
2017-10-23,473.85
2017-10-24,479.35
2017-10-25,463.1
2017-10-26,475.15
2017-10-27,474.25
2017-10-30,497.05
2017-10-31,502.7
2017-11-01,498.65
2017-11-02,494.5
2017-11-03,498.95
2017-11-06,501.9
2017-11-07,483.7
2017-11-08,446.95
2017-11-09,445.55
2017-11-10,455.4
2017-11-13,452.7
2017-11-14,439.35
2017-11-15,443.15
2017-11-16,452.45
2017-11-17,469.25
2017-11-20,480.6
2017-11-21,497.85
2017-11-22,492.15
2017-11-23,490.6
2017-11-24,484.75
2017-11-27,495.85
2017-11-28,490.05
2017-11-29,495.65
2017-11-30,485.6
2017-12-01,471.65
2017-12-04,467.05
2017-12-05,474.75
2017-12-06,472.15
2017-12-07,474.45
2017-12-08,478.05
2017-12-11,483.65
2017-12-12,475.55
2017-12-13,475.25
2017-12-14,465.55
2017-12-15,465.65
2017-12-18,480.2
2017-12-19,490.8
2017-12-20,492.5
2017-12-21,500.1
2017-12-22,509.3
2017-12-26,508.8
2017-12-27,506.1
2017-12-28,506.25
2017-12-29,511.95
