Date,HEROMOTOCO
2017-01-02,3030.55
2017-01-03,2986.55
2017-01-04,3004.9
2017-01-05,3071.75
2017-01-06,3067.55
2017-01-09,3031.45
2017-01-10,3059.0
2017-01-11,3084.25
2017-01-12,3083.2
2017-01-13,3046.55
2017-01-16,3091.75
2017-01-17,3132.65
2017-01-18,3086.05
2017-01-19,3102.35
2017-01-20,3050.6
2017-01-23,3096.8
2017-01-24,3134.3
2017-01-25,3247.45
2017-01-27,3215.85
2017-01-30,3194.7
2017-01-31,3172.35
2017-02-01,3286.95
2017-02-02,3228.75
2017-02-03,3214.0
2017-02-06,3270.45
2017-02-07,3259.8
2017-02-08,3222.55
2017-02-09,3265.1
2017-02-10,3268.6
2017-02-13,3226.55
2017-02-14,3162.95
2017-02-15,3097.85
2017-02-16,3124.45
2017-02-17,3087.2
2017-02-20,3102.1
2017-02-21,3125.8
2017-02-22,3166.2
2017-02-23,3176.75
2017-02-27,3175.9
2017-02-28,3138.1
2017-03-01,3178.15
2017-03-02,3229.3
2017-03-03,3272.85
2017-03-06,3319.8
2017-03-07,3305.45
2017-03-08,3272.7
2017-03-09,3289.0
2017-03-10,3311.05
2017-03-14,3357.45
2017-03-15,3401.1
2017-03-16,3348.0
2017-03-17,3346.1
2017-03-20,3340.25
2017-03-21,3334.7
2017-03-22,3314.6
2017-03-23,3367.4
2017-03-24,3375.25
2017-03-27,3343.2
2017-03-28,3326.9
2017-03-29,3224.4
2017-03-30,3231.65
2017-03-31,3221.95
2017-04-03,3202.15
2017-04-05,3198.05
2017-04-06,3206.3
2017-04-07,3215.3
2017-04-10,3199.4
2017-04-11,3202.2
2017-04-12,3227.05
2017-04-13,3224.5
2017-04-17,3240.15
2017-04-18,3226.25
2017-04-19,3199.75
2017-04-20,3198.4
2017-04-21,3203.2
2017-04-24,3204.4
2017-04-25,3305.2
2017-04-26,3313.05
2017-04-27,3300.8
2017-04-28,3318.6
2017-05-02,3352.95
2017-05-03,3376.5
2017-05-04,3395.65
2017-05-05,3376.55
2017-05-08,3401.25
2017-05-09,3282.35
2017-05-10,3323.85
2017-05-11,3461.8
2017-05-12,3541.5
2017-05-15,3515.45
2017-05-16,3619.4
2017-05-17,3645.95
2017-05-18,3592.05
2017-05-19,3571.65
2017-05-22,3562.45
2017-05-23,3585.0
2017-05-24,3567.6
2017-05-25,3625.85
2017-05-26,3618.4
2017-05-29,3665.8
2017-05-30,3740.35
2017-05-31,3745.45
2017-06-01,3733.35
2017-06-02,3849.75
2017-06-05,3834.95
2017-06-06,3799.95
2017-06-07,3843.25
2017-06-08,3784.45
2017-06-09,3780.1
2017-06-12,3773.25
2017-06-13,3752.5
2017-06-14,3789.05
2017-06-15,3777.7
2017-06-16,3783.55
2017-06-19,3825.45
2017-06-20,3797.0
2017-06-21,3769.25
2017-06-22,3730.7
2017-06-23,3660.1
2017-06-27,3695.2
2017-06-28,3688.45
2017-06-29,3716.35
2017-06-30,3701.35
2017-07-03,3776.1
2017-07-04,3703.35
2017-07-05,3709.75
2017-07-06,3725.35
2017-07-07,3681.65
2017-07-10,3731.0
2017-07-11,3748.3
2017-07-12,3718.75
2017-07-13,3750.95
2017-07-14,3758.05
2017-07-17,3764.35
2017-07-18,3783.95
2017-07-19,3770.65
2017-07-20,3729.9
2017-07-21,3682.0
2017-07-24,3692.3
2017-07-25,3709.05
2017-07-26,3717.45
2017-07-27,3703.55
2017-07-28,3630.3
2017-07-31,3655.75
2017-08-01,3727.85
2017-08-02,3802.6
2017-08-03,3838.35
2017-08-04,3956.55
2017-08-07,3952.7
2017-08-08,3913.4
2017-08-09,3883.75
2017-08-10,3889.55
2017-08-11,3840.9
2017-08-14,3957.05
2017-08-16,4022.1
2017-08-17,3997.85
2017-08-18,3986.7
2017-08-21,3972.05
2017-08-22,3888.05
2017-08-23,3888.9
2017-08-24,3882.65
2017-08-28,3959.2
