Date,RELAXO
2017-01-02,405.5
2017-01-03,399.35
2017-01-04,400.8
2017-01-05,402.25
2017-01-06,401.2
2017-01-09,399.05
2017-01-10,400.6
2017-01-11,404.6
2017-01-12,425.65
2017-01-13,415.2
2017-01-16,409.9
2017-01-17,410.65
2017-01-18,416.85
2017-01-19,413.35
2017-01-20,418.45
2017-01-23,434.0
2017-01-24,437.85
2017-01-25,434.75
2017-01-27,437.1
2017-01-30,438.55
2017-01-31,437.2
2017-02-01,435.8
2017-02-02,439.3
2017-02-03,438.55
2017-02-06,441.75
2017-02-07,441.0
2017-02-08,441.4
2017-02-09,427.1
2017-02-10,439.3
2017-02-13,434.05
2017-02-14,437.8
2017-02-15,420.4
2017-02-16,427.6
2017-02-17,425.1
2017-02-20,421.65
2017-02-21,420.4
2017-02-22,420.6
2017-02-23,420.05
2017-02-27,423.95
2017-02-28,422.75
2017-03-01,433.4
2017-03-02,441.4
2017-03-03,440.3
2017-03-06,448.4
2017-03-07,451.25
2017-03-08,453.5
2017-03-09,464.95
2017-03-10,444.2
2017-03-14,462.4
2017-03-15,469.9
2017-03-16,475.6
2017-03-17,464.75
2017-03-20,481.65
2017-03-21,479.85
2017-03-22,470.9
2017-03-23,470.65
2017-03-24,468.35
2017-03-27,461.5
2017-03-28,464.55
2017-03-29,478.95
2017-03-30,489.9
2017-03-31,498.8
2017-04-03,496.15
2017-04-05,498.0
2017-04-06,491.65
2017-04-07,493.3
2017-04-10,493.15
2017-04-11,491.7
2017-04-12,490.4
2017-04-13,494.6
2017-04-17,488.75
2017-04-18,490.7
2017-04-19,497.4
2017-04-20,487.5
2017-04-21,490.05
2017-04-24,496.75
2017-04-25,495.8
2017-04-26,484.2
2017-04-27,484.4
2017-04-28,494.4
2017-05-02,494.35
2017-05-03,493.6
2017-05-04,487.65
2017-05-05,489.0
2017-05-08,488.5
2017-05-09,486.15
2017-05-10,492.95
2017-05-11,485.1
2017-05-12,481.05
2017-05-15,470.4
2017-05-16,465.6
2017-05-17,465.0
2017-05-18,455.65
2017-05-19,458.1
2017-05-22,476.9
2017-05-23,471.35
2017-05-24,472.1
2017-05-25,471.7
2017-05-26,474.2
2017-05-29,469.0
2017-05-30,462.95
2017-05-31,466.15
2017-06-01,466.1
2017-06-02,472.95
2017-06-05,489.75
2017-06-06,491.0
2017-06-07,492.4
2017-06-08,495.2
2017-06-09,490.45
2017-06-12,499.1
2017-06-13,482.1
2017-06-14,481.85
2017-06-15,483.8
2017-06-16,484.45
2017-06-19,483.25
2017-06-20,484.45
2017-06-21,493.55
2017-06-22,489.95
2017-06-23,491.75
2017-06-27,486.5
2017-06-28,475.15
2017-06-29,472.55
2017-06-30,480.3
2017-07-03,479.0
2017-07-04,540.0
2017-07-05,518.3
2017-07-06,510.25
2017-07-07,514.05
2017-07-10,513.75
2017-07-11,512.0
2017-07-12,516.3
2017-07-13,513.2
2017-07-14,510.3
2017-07-17,508.35
2017-07-18,500.05
2017-07-19,502.85
2017-07-20,488.9
2017-07-21,486.45
2017-07-24,482.3
2017-07-25,485.9
2017-07-26,485.3
2017-07-27,481.95
2017-07-28,479.1
2017-07-31,475.4
2017-08-01,472.4
2017-08-02,463.6
2017-08-03,459.2
2017-08-04,456.95
2017-08-07,487.45
2017-08-08,497.75
2017-08-09,490.75
2017-08-10,485.8
2017-08-11,485.75
2017-08-14,491.5
2017-08-16,492.95
2017-08-17,491.4
2017-08-18,490.25
2017-08-21,491.95
2017-08-22,494.7
2017-08-23,499.95
2017-08-24,497.9
2017-08-28,501.4
2017-08-29,505.55
2017-08-30,505.55
2017-08-31,509.85
2017-09-01,509.7
2017-09-04,513.15
2017-09-05,511.6
2017-09-06,504.6
2017-09-07,508.95
2017-09-08,507.4
2017-09-11,517.0
2017-09-12,517.8
2017-09-13,515.4
2017-09-14,522.15
2017-09-15,530.85
2017-09-18,535.65
2017-09-19,526.75
2017-09-20,520.2
2017-09-21,522.35
2017-09-22,500.95
2017-09-25,515.7
2017-09-26,502.7
2017-09-27,499.1
2017-09-28,515.15
2017-09-29,524.95
2017-10-03,519.9
2017-10-04,522.4
2017-10-05,518.45
2017-10-06,518.35
2017-10-09,526.4
2017-10-10,519.6
2017-10-11,513.95
2017-10-12,509.4
2017-10-13,516.75
2017-10-16,514.05
2017-10-17,515.85
2017-10-18,521.8
2017-10-19,526.15
2017-10-23,518.6
2017-10-24,511.2
2017-10-25,520.75
2017-10-26,521.0
2017-10-27,531.1
2017-10-30,551.6
2017-10-31,550.0
2017-11-01,598.0
2017-11-02,584.7
2017-11-03,593.95
2017-11-06,572.75
2017-11-07,565.65
2017-11-08,559.5
2017-11-09,574.6
2017-11-10,571.05
2017-11-13,562.7
2017-11-14,566.55
2017-11-15,559.6
2017-11-16,574.15
2017-11-17,576.2
2017-11-20,575.7
2017-11-21,570.8
2017-11-22,613.3
2017-11-23,614.8
2017-11-24,599.8
2017-11-27,617.55
2017-11-28,635.1
2017-11-29,609.55
2017-11-30,606.85
2017-12-01,602.8
2017-12-04,611.0
2017-12-05,610.25
2017-12-06,607.75
2017-12-07,622.25
2017-12-08,635.6
2017-12-11,646.85
2017-12-12,643.35
2017-12-13,651.85
2017-12-14,657.55
2017-12-15,688.95
2017-12-18,698.8
2017-12-19,702.05
2017-12-20,691.5
2017-12-21,693.1
2017-12-22,686.4
2017-12-26,673.65
2017-12-27,674.3
2017-12-28,683.25
2017-12-29,677.8
