Date,BAFNAPHARM
2017-01-02,29.8
2017-01-03,30.05
2017-01-04,32.2
2017-01-05,32.55
2017-01-06,31.45
2017-01-09,33.3
2017-01-10,33.55
2017-01-11,33.15
2017-01-12,32.35
2017-01-13,32.0
2017-01-16,31.75
2017-01-17,31.35
2017-01-18,32.35
2017-01-19,31.95
2017-01-20,31.05
2017-01-23,30.95
2017-01-24,31.2
2017-01-25,31.6
2017-01-27,31.15
2017-01-30,30.8
2017-01-31,29.85
2017-02-01,30.15
2017-02-02,31.65
2017-02-03,31.75
2017-02-06,31.8
2017-02-07,31.2
2017-02-08,32.25
2017-02-09,32.3
2017-02-10,31.5
2017-02-13,31.3
2017-02-14,30.75
2017-02-15,30.15
2017-02-16,30.35
2017-02-17,30.65
2017-02-20,32.05
2017-02-21,31.6
2017-02-22,31.05
2017-02-23,31.25
2017-02-27,31.05
2017-02-28,30.5
2017-03-01,30.7
2017-03-02,29.65
2017-03-03,30.55
2017-03-06,30.6
2017-03-07,30.4
2017-03-08,30.4
2017-03-09,30.1
2017-03-10,30.1
2017-03-14,30.9
2017-03-15,31.15
2017-03-16,31.5
2017-03-17,30.35
2017-03-20,30.95
2017-03-21,30.35
2017-03-22,30.15
2017-03-23,30.95
2017-03-24,30.55
2017-03-27,30.2
2017-03-28,29.85
2017-03-29,29.9
2017-03-30,30.15
2017-03-31,29.6
2017-04-03,30.8
2017-04-05,30.8
2017-04-06,31.1
2017-04-07,30.95
2017-04-10,30.95
2017-04-11,31.0
2017-04-12,30.6
2017-04-13,30.8
2017-04-17,30.8
2017-04-18,30.3
2017-04-19,30.25
2017-04-20,30.4
2017-04-21,30.6
2017-04-24,30.8
2017-04-25,30.25
2017-04-26,29.75
2017-04-27,30.2
2017-04-28,29.85
2017-05-02,29.6
2017-05-03,29.75
2017-05-04,29.35
2017-05-05,28.95
2017-05-08,28.7
2017-05-09,28.85
2017-05-10,28.55
2017-05-11,28.75
2017-05-12,28.45
2017-05-15,28.6
2017-05-16,28.7
2017-05-17,28.2
2017-05-18,28.1
2017-05-19,27.95
2017-05-22,27.7
2017-05-23,27.3
2017-05-24,26.2
2017-05-25,26.7
2017-05-26,27.1
2017-05-29,24.85
2017-05-30,24.9
2017-05-31,25.05
2017-06-01,25.75
2017-06-02,26.2
2017-06-05,26.2
2017-06-06,26.15
2017-06-07,25.75
2017-06-08,25.5
2017-06-09,25.85
2017-06-12,25.1
2017-06-13,25.1
2017-06-14,24.95
2017-06-15,24.85
2017-06-16,24.9
2017-06-19,24.9
2017-06-20,24.95
2017-06-21,24.65
2017-06-22,24.9
2017-06-23,24.3
2017-06-27,23.15
2017-06-28,23.05
2017-06-29,23.1
2017-06-30,23.4
2017-07-03,28.05
2017-07-04,30.35
2017-07-05,29.45
2017-07-06,29.35
2017-07-07,29.7
2017-07-10,30.2
2017-07-11,29.6
2017-07-12,29.55
2017-07-13,29.5
2017-07-14,28.3
2017-07-17,28.45
2017-07-18,28.4
2017-07-19,28.3
2017-07-20,28.55
2017-07-21,28.5
2017-07-24,29.05
2017-07-25,29.9
2017-07-26,29.45
2017-07-27,28.6
2017-07-28,27.9
2017-07-31,28.0
2017-08-01,27.65
2017-08-02,27.35
2017-08-03,26.5
2017-08-04,26.4
2017-08-07,28.0
2017-08-08,27.7
2017-08-09,26.4
2017-08-10,24.3
2017-08-11,23.1
2017-08-14,23.3
2017-08-16,23.65
2017-08-17,24.1
2017-08-18,23.5
2017-08-21,22.9
2017-08-22,22.45
2017-08-23,23.2
2017-08-24,22.95
2017-08-28,27.5
2017-08-29,27.6
2017-08-30,27.9
2017-08-31,27.85
2017-09-01,28.35
2017-09-04,28.2
2017-09-05,28.45
2017-09-06,30.4
2017-09-07,30.55
2017-09-08,29.0
2017-09-11,29.45
2017-09-12,28.75
2017-09-13,27.85
2017-11-14,24.2
2017-11-15,23.9
2017-11-16,23.85
2017-11-17,23.8
2017-11-20,23.5
2017-11-21,23.5
2017-11-22,23.8
2017-11-23,24.5
2017-11-24,24.7
2017-11-27,25.65
2017-11-28,25.0
2017-11-29,25.3
2017-11-30,25.05
2017-12-01,26.15
2017-12-04,26.5
2017-12-05,26.0
2017-12-06,24.95
2017-12-07,24.55
2017-12-08,25.65
2017-12-11,25.55
2017-12-12,26.0
2017-12-13,26.1
2017-12-14,26.05
2017-12-15,27.05
2017-12-18,27.05
2017-12-19,26.0
2017-12-20,25.55
2017-12-21,25.5
2017-12-22,25.4
2017-12-26,25.2
2017-12-27,27.7
2017-12-28,28.9
2017-12-29,28.15
