Date,ANSALAPI
2017-01-02,15.35
2017-01-03,15.3
2017-01-04,15.2
2017-01-05,15.4
2017-01-06,15.15
2017-01-09,15.35
2017-01-10,15.5
2017-01-11,15.2
2017-01-12,15.2
2017-01-13,15.05
2017-01-16,15.4
2017-01-17,15.15
2017-01-18,15.45
2017-01-19,15.2
2017-01-20,15.05
2017-01-23,15.1
2017-01-24,15.05
2017-01-25,15.15
2017-01-27,15.15
2017-01-30,15.2
2017-01-31,15.05
2017-02-01,15.85
2017-02-02,16.15
2017-02-03,16.0
2017-02-06,16.4
2017-02-07,16.75
2017-02-08,16.2
2017-02-09,16.15
2017-02-10,15.75
2017-02-13,15.5
2017-02-14,15.1
2017-02-15,14.85
2017-02-16,14.9
2017-02-17,15.0
2017-02-20,15.15
2017-02-21,15.35
2017-02-22,15.25
2017-02-23,15.0
2017-02-27,15.0
2017-02-28,15.0
2017-03-01,15.35
2017-03-02,15.5
2017-03-03,15.45
2017-03-06,15.6
2017-03-07,15.35
2017-03-08,15.15
2017-03-09,15.15
2017-03-10,15.0
2017-03-14,15.75
2017-03-15,15.6
2017-03-16,15.5
2017-03-17,15.45
2017-03-20,15.2
2017-03-21,15.45
2017-03-22,15.3
2017-03-23,15.2
2017-03-24,15.35
2017-03-27,15.15
2017-03-28,15.15
2017-03-29,15.0
2017-03-30,15.15
2017-03-31,15.15
2017-04-03,15.15
2017-04-05,16.1
2017-04-06,18.6
2017-04-07,20.45
2017-04-10,20.35
2017-04-11,21.2
2017-04-12,20.55
2017-04-13,21.7
2017-04-17,25.75
2017-04-18,23.85
2017-04-19,26.0
2017-04-20,26.0
2017-04-21,25.8
2017-04-24,26.5
2017-04-25,27.15
2017-04-26,25.75
2017-04-27,25.0
2017-04-28,25.25
2017-05-02,26.3
2017-05-03,27.9
2017-05-04,27.75
2017-05-05,26.25
2017-05-08,28.85
2017-05-09,31.7
2017-05-10,30.55
2017-05-11,30.6
2017-05-12,30.2
2017-05-15,30.35
2017-05-16,29.85
2017-05-17,30.25
2017-05-18,27.45
2017-05-19,26.0
2017-05-22,25.3
2017-05-23,24.25
2017-05-24,22.8
2017-05-25,23.9
2017-05-26,25.05
2017-05-29,24.4
2017-05-30,24.4
2017-05-31,24.65
2017-06-01,24.0
2017-06-02,24.45
2017-06-05,23.95
2017-06-06,23.5
2017-06-07,24.65
2017-06-08,25.85
2017-06-09,27.1
2017-06-12,28.45
2017-06-13,29.85
2017-06-14,31.3
2017-06-15,32.85
2017-06-16,31.3
2017-06-19,29.75
2017-06-20,30.5
2017-06-21,29.95
2017-06-22,29.05
2017-06-23,27.6
2017-06-27,28.6
2017-06-28,27.6
2017-06-29,28.65
2017-06-30,28.1
2017-07-03,29.5
2017-07-04,29.25
2017-07-05,28.8
2017-07-06,29.65
2017-07-07,28.55
2017-07-10,28.65
2017-07-11,27.85
2017-07-12,28.7
2017-07-13,28.55
2017-07-14,28.05
2017-07-17,27.7
2017-07-18,26.7
2017-07-19,26.85
2017-07-20,26.95
2017-07-21,26.95
2017-07-24,26.6
2017-07-25,27.7
2017-07-26,28.95
2017-07-27,27.75
2017-07-28,27.65
2017-07-31,26.7
2017-08-01,26.85
2017-08-02,26.55
2017-08-03,25.75
2017-08-04,25.25
2017-08-07,26.4
2017-08-08,24.8
2017-08-09,23.8
2017-08-10,21.95
2017-08-11,23.45
2017-08-14,23.35
2017-08-16,23.1
2017-08-17,23.65
2017-08-18,23.3
2017-08-21,22.7
2017-08-22,21.95
2017-08-23,22.1
2017-08-24,21.75
2017-08-28,23.9
2017-08-29,23.05
2017-08-30,25.35
2017-08-31,26.0
2017-09-01,27.7
2017-09-04,26.35
2017-09-05,26.2
2017-09-06,26.4
2017-09-07,26.35
2017-09-08,25.4
2017-09-11,25.45
2017-09-12,25.3
2017-09-13,24.9
2017-09-14,24.7
2017-09-15,24.6
2017-09-18,24.3
2017-09-19,24.45
2017-09-20,23.85
2017-09-21,23.8
2017-09-22,22.7
2017-09-25,21.65
2017-09-26,21.85
2017-09-27,20.85
2017-09-28,20.9
2017-09-29,21.25
2017-10-03,20.65
2017-10-04,20.9
2017-10-05,21.3
2017-10-06,21.65
2017-10-09,22.05
2017-10-10,21.7
2017-10-11,20.85
2017-10-12,21.0
2017-10-13,21.1
2017-10-16,20.8
2017-10-17,20.85
2017-10-18,20.45
2017-10-19,20.85
2017-10-23,21.15
2017-10-24,22.2
2017-10-25,23.3
2017-10-26,24.4
2017-10-27,23.3
2017-10-30,22.45
2017-10-31,22.7
2017-11-01,23.8
2017-11-02,24.35
2017-11-03,24.55
2017-11-06,24.75
2017-11-07,23.55
2017-11-08,23.65
2017-11-09,23.9
2017-11-10,23.0
2017-11-13,22.2
2017-11-14,21.9
2017-11-15,20.9
2017-11-16,21.9
2017-11-17,22.95
2017-11-20,23.25
2017-11-21,22.65
2017-11-22,22.5
2017-11-23,22.8
2017-11-24,22.7
2017-11-27,22.5
2017-11-28,22.4
2017-11-29,22.65
2017-11-30,22.7
2017-12-01,21.75
2017-12-04,21.55
2017-12-05,22.1
2017-12-06,21.65
2017-12-07,22.4
2017-12-08,22.95
2017-12-11,22.95
2017-12-12,22.05
2017-12-13,21.75
2017-12-14,22.15
2017-12-15,21.85
2017-12-18,21.3
2017-12-19,21.65
2017-12-20,22.65
2017-12-21,24.9
2017-12-22,25.45
2017-12-26,27.95
2017-12-27,26.6
2017-12-28,25.95
2017-12-29,26.5
