Date,ICICIGOLD
2017-01-02,263.0
2017-01-03,262.0
2017-01-04,265.0
2017-01-05,263.35
2017-01-06,262.75
2017-01-09,269.0
2017-01-10,269.0
2017-01-11,269.9
2017-01-12,272.0
2017-01-13,274.95
2017-01-16,278.85
2017-01-17,278.0
2017-01-18,277.1
2017-01-19,276.7
2017-01-20,275.95
2017-01-23,279.95
2017-01-24,276.0
2017-01-25,273.0
2017-01-27,270.4
2017-01-30,273.5
2017-01-31,271.45
2017-02-01,274.0
2017-02-02,279.8
2017-02-03,273.0
2017-02-06,276.0
2017-02-07,275.0
2017-02-08,277.5
2017-02-09,278.4
2017-02-10,273.0
2017-02-13,275.15
2017-02-14,274.4
2017-02-15,273.0
2017-02-16,276.15
2017-02-17,279.4
2017-02-20,275.95
2017-02-21,274.3
2017-02-22,273.05
2017-02-23,275.0
2017-02-27,279.75
2017-02-28,278.05
2017-03-01,278.1
2017-03-02,275.8
2017-03-03,273.8
2017-03-06,273.9
2017-03-07,274.65
2017-03-08,276.0
2017-03-09,271.35
2017-03-10,269.0
2017-03-14,268.0
2017-03-15,264.15
2017-03-16,267.0
2017-03-17,265.8
2017-03-20,268.3
2017-03-21,268.15
2017-03-22,270.15
2017-03-23,271.8
2017-03-24,270.0
2017-03-27,271.3
2017-03-28,270.0
2017-03-29,269.7
2017-03-30,270.8
2017-03-31,268.7
2017-04-03,269.6
2017-04-05,272.0
2017-04-06,269.85
2017-04-07,270.9
2017-04-10,272.1
2017-04-11,270.5
2017-04-12,273.8
2017-04-13,274.95
2017-04-17,278.95
2017-04-18,275.4
2017-04-19,275.0
2017-04-20,279.35
2017-04-21,274.5
2017-04-24,274.0
2017-04-25,274.85
2017-04-26,271.0
2017-04-27,270.5
2017-04-28,274.85
2017-05-02,272.3
2017-05-03,268.9
2017-05-04,267.0
2017-05-05,264.5
2017-05-08,263.5
2017-05-09,263.95
2017-05-10,264.0
2017-05-11,265.2
2017-05-12,262.25
2017-05-15,268.7
2017-05-16,263.75
2017-05-17,265.35
2017-05-18,270.95
2017-05-19,271.0
2017-05-22,268.75
2017-05-23,270.45
2017-05-24,269.75
2017-05-25,271.05
2017-05-26,270.8
2017-05-29,270.05
2017-05-30,272.3
2017-05-31,267.9
2017-06-01,270.75
2017-06-02,267.25
2017-06-05,270.95
2017-06-06,270.8
2017-06-07,272.8
2017-06-08,269.9
2017-06-09,269.15
2017-06-12,267.15
2017-06-13,267.95
2017-06-14,267.7
2017-06-15,266.2
2017-06-16,265.45
2017-06-19,265.1
2017-06-20,265.05
2017-06-21,266.0
2017-06-22,266.35
2017-06-23,267.1
2017-06-27,268.65
2017-06-28,264.5
2017-06-29,263.3
2017-06-30,262.1
2017-07-03,261.65
2017-07-04,260.8
2017-07-05,259.35
2017-07-06,261.15
2017-07-07,259.9
2017-07-10,259.3
2017-07-11,256.25
2017-07-12,256.75
2017-07-13,257.25
2017-07-14,256.05
2017-07-17,258.5
2017-07-18,256.45
2017-07-19,258.4
2017-07-20,258.0
2017-07-21,259.05
2017-07-24,259.5
2017-07-25,258.85
2017-07-26,257.0
2017-07-27,257.05
2017-07-28,256.5
2017-07-31,258.4
2017-08-01,258.15
2017-08-02,254.8
2017-08-03,253.9
2017-08-04,254.65
2017-08-07,253.25
2017-08-08,253.9
2017-08-09,254.35
2017-08-10,255.7
2017-08-11,256.7
2017-08-14,256.2
2017-08-16,255.75
2017-08-17,260.25
2017-08-18,259.6
2017-08-21,259.6
2017-08-22,260.1
2017-08-23,260.0
2017-08-24,259.5
2017-08-28,260.8
2017-08-29,266.95
2017-08-30,264.15
2017-08-31,262.75
2017-09-01,265.0
2017-09-04,268.25
2017-09-05,266.6
2017-09-06,271.85
2017-09-07,270.05
2017-09-08,271.7
2017-09-11,269.0
2017-09-12,267.05
2017-09-13,267.85
2017-09-14,267.95
2017-09-15,267.0
2017-09-18,266.4
2017-09-19,266.05
2017-09-20,267.95
2017-09-21,265.45
2017-09-22,266.0
2017-09-25,268.75
2017-09-26,269.4
2017-09-27,269.95
2017-09-28,268.1
2017-09-29,269.85
2017-10-03,269.8
2017-10-04,269.8
2017-10-05,266.4
2017-10-06,269.8
2017-10-09,270.0
2017-10-10,270.0
2017-10-11,271.0
2017-10-12,273.55
2017-10-13,275.1
2017-10-16,274.05
2017-10-17,278.3
2017-10-18,276.05
2017-10-19,276.95
2017-10-23,270.6
2017-10-24,269.5
2017-10-25,267.6
2017-10-26,267.8
2017-10-27,268.0
2017-10-30,268.1
2017-10-31,268.1
2017-11-01,268.4
2017-11-02,268.15
2017-11-03,268.0
2017-11-06,267.1
2017-11-07,268.9
2017-11-08,270.2
2017-11-09,270.85
2017-11-10,271.1
2017-11-13,270.55
2017-11-14,268.5
2017-11-15,269.1
2017-11-16,268.05
2017-11-17,267.4
2017-11-20,270.35
2017-11-21,270.85
2017-11-22,270.85
2017-11-23,269.95
2017-11-24,269.6
2017-11-27,270.25
2017-11-28,270.4
2017-11-29,270.95
2017-11-30,268.5
2017-12-01,267.85
2017-12-04,266.2
2017-12-05,266.1
2017-12-06,265.65
2017-12-07,264.25
2017-12-08,261.75
2017-12-11,261.35
2017-12-12,260.8
2017-12-13,260.5
2017-12-14,263.0
2017-12-15,261.4
2017-12-18,260.0
2017-12-19,261.2
2017-12-20,262.45
2017-12-21,262.8
2017-12-22,262.3
2017-12-26,262.2
2017-12-27,262.65
2017-12-28,265.0
2017-12-29,264.15
