Date,TIL
2017-01-02,265.55
2017-01-03,265.75
2017-01-04,268.6
2017-01-05,274.45
2017-01-06,274.25
2017-01-09,276.4
2017-01-10,280.3
2017-01-11,281.2
2017-01-12,281.0
2017-01-13,280.35
2017-01-16,280.2
2017-01-17,281.25
2017-01-18,279.6
2017-01-19,281.05
2017-01-20,275.2
2017-01-23,273.75
2017-01-24,275.65
2017-01-25,274.15
2017-01-27,273.0
2017-01-30,270.4
2017-01-31,273.9
2017-02-01,275.15
2017-02-02,272.8
2017-02-03,296.95
2017-02-06,306.5
2017-02-07,303.45
2017-02-08,313.05
2017-02-09,303.65
2017-02-10,314.35
2017-02-13,316.4
2017-02-14,308.15
2017-02-15,295.1
2017-02-16,296.15
2017-02-17,293.1
2017-02-20,293.95
2017-02-21,305.05
2017-02-22,298.2
2017-02-23,295.3
2017-02-27,294.95
2017-02-28,294.95
2017-03-01,298.75
2017-03-02,295.15
2017-03-03,290.4
2017-03-06,293.6
2017-03-07,289.45
2017-03-08,283.35
2017-03-09,281.25
2017-03-10,284.3
2017-03-14,290.65
2017-03-15,287.95
2017-03-16,293.5
2017-03-17,292.0
2017-03-20,287.0
2017-03-21,282.35
2017-03-22,279.85
2017-03-23,282.55
2017-03-24,280.3
2017-03-27,279.15
2017-03-28,282.35
2017-03-29,278.85
2017-03-30,281.45
2017-03-31,291.45
2017-04-03,305.4
2017-04-05,302.05
2017-04-06,297.95
2017-04-07,292.25
2017-04-10,291.5
2017-04-11,309.95
2017-04-12,323.2
2017-04-13,332.75
2017-04-17,330.9
2017-04-18,325.6
2017-04-19,322.75
2017-04-20,328.8
2017-04-21,322.7
2017-04-24,321.2
2017-04-25,319.5
2017-04-26,312.95
2017-04-27,310.7
2017-04-28,320.25
2017-05-02,332.05
2017-05-03,324.9
2017-05-04,364.15
2017-05-05,351.25
2017-05-08,372.8
2017-05-09,366.75
2017-05-10,374.0
2017-05-11,365.15
2017-05-12,364.75
2017-05-15,371.4
2017-05-16,365.2
2017-05-17,375.65
2017-05-18,365.85
2017-05-19,364.2
2017-05-22,357.6
2017-05-23,343.8
2017-05-24,333.2
2017-05-25,340.7
2017-05-26,350.0
2017-05-29,344.4
2017-05-30,347.75
2017-05-31,369.05
2017-06-01,368.2
2017-06-02,361.95
2017-06-05,366.95
2017-06-06,360.4
2017-06-07,370.4
2017-06-08,367.4
2017-06-09,367.85
2017-06-12,365.15
2017-06-13,363.45
2017-06-14,370.9
2017-06-15,388.1
2017-06-16,396.15
2017-06-19,387.95
2017-06-20,407.85
2017-06-21,405.6
2017-06-22,399.25
2017-06-23,390.8
2017-06-27,377.15
2017-06-28,379.95
2017-06-29,382.15
2017-06-30,375.85
2017-07-03,386.4
2017-07-04,419.15
2017-07-05,421.0
2017-07-06,418.3
2017-07-07,431.25
2017-07-10,429.45
2017-07-11,427.8
2017-07-12,439.2
2017-07-13,437.65
2017-07-14,420.95
2017-07-17,417.05
2017-07-18,421.15
2017-07-19,420.0
2017-07-20,423.0
2017-07-21,424.8
2017-07-24,424.65
2017-07-25,429.1
2017-07-26,431.65
2017-07-27,430.55
2017-07-28,429.0
2017-07-31,428.65
2017-08-01,431.1
2017-08-02,431.85
2017-08-03,429.2
2017-08-04,427.4
2017-08-07,436.05
2017-08-08,435.05
2017-08-09,425.5
2017-08-10,410.35
2017-08-11,401.65
2017-08-14,407.45
2017-08-16,418.2
2017-08-17,421.8
2017-08-18,415.0
2017-08-21,418.55
2017-08-22,421.1
2017-08-23,430.45
2017-08-24,431.3
2017-08-28,430.6
2017-08-29,423.9
2017-08-30,425.8
2017-08-31,437.55
2017-09-01,480.55
2017-09-04,476.25
2017-09-05,477.85
2017-09-06,499.0
2017-09-07,495.2
2017-09-08,492.6
2017-09-11,496.0
2017-09-12,485.1
2017-09-13,478.85
2017-09-14,472.2
2017-09-15,471.55
2017-09-18,474.9
2017-09-19,476.45
2017-09-20,482.15
2017-09-21,475.5
2017-09-22,455.75
2017-09-25,456.4
2017-09-26,449.7
2017-09-27,441.55
2017-09-28,440.05
2017-09-29,444.8
2017-10-03,461.0
2017-10-04,467.7
2017-10-05,483.1
2017-10-06,502.2
2017-10-09,505.95
2017-10-10,512.2
2017-10-11,509.65
2017-10-12,521.2
2017-10-13,515.5
2017-10-16,516.65
2017-10-17,519.7
2017-10-18,510.25
2017-10-19,519.75
2017-10-23,523.8
2017-10-24,517.95
2017-10-25,524.65
2017-10-26,535.35
2017-10-27,540.05
2017-10-30,551.1
2017-10-31,556.2
2017-11-01,557.1
2017-11-02,560.05
2017-11-03,552.75
2017-11-06,546.4
2017-11-07,534.15
2017-11-08,529.0
2017-11-09,531.2
2017-11-10,526.45
2017-11-13,514.95
2017-11-14,517.7
2017-11-15,517.35
2017-11-16,528.85
2017-11-17,522.9
2017-11-20,517.95
2017-11-21,523.3
2017-11-22,519.3
2017-11-23,519.45
2017-11-24,528.45
2017-11-27,528.85
2017-11-28,544.8
2017-11-29,546.95
2017-11-30,549.35
2017-12-01,547.85
2017-12-04,541.05
2017-12-05,531.85
2017-12-06,523.7
2017-12-07,530.05
2017-12-08,542.15
2017-12-11,538.85
2017-12-12,544.9
2017-12-13,555.85
2017-12-14,569.85
2017-12-15,586.75
2017-12-18,587.25
2017-12-19,623.55
2017-12-20,660.75
2017-12-21,659.8
2017-12-22,640.6
2017-12-26,641.55
2017-12-27,626.85
2017-12-28,624.7
2017-12-29,618.5
