Date,TCI
2017-01-02,148.4
2017-01-03,156.65
2017-01-04,153.55
2017-01-05,154.55
2017-01-06,153.15
2017-01-09,154.2
2017-01-10,154.15
2017-01-11,154.45
2017-01-12,153.25
2017-01-13,155.55
2017-01-16,158.65
2017-01-17,161.85
2017-01-18,163.85
2017-01-19,160.7
2017-01-20,158.9
2017-01-23,162.25
2017-01-24,162.35
2017-01-25,161.95
2017-01-27,160.85
2017-01-30,159.25
2017-01-31,161.75
2017-02-01,163.9
2017-02-02,166.15
2017-02-03,183.35
2017-02-06,194.6
2017-02-07,191.85
2017-02-08,189.45
2017-02-09,188.3
2017-02-10,191.2
2017-02-13,191.95
2017-02-14,192.0
2017-02-15,188.75
2017-02-16,185.45
2017-02-17,186.2
2017-02-20,197.0
2017-02-21,204.2
2017-02-22,205.8
2017-02-23,205.95
2017-02-27,203.45
2017-02-28,210.05
2017-03-01,205.35
2017-03-02,204.4
2017-03-03,200.4
2017-03-06,205.7
2017-03-07,210.75
2017-03-08,205.0
2017-03-09,207.75
2017-03-10,204.75
2017-03-14,209.15
2017-03-15,223.5
2017-03-16,229.15
2017-03-17,229.8
2017-03-20,228.45
2017-03-21,222.5
2017-03-22,215.65
2017-03-23,218.0
2017-03-24,218.5
2017-03-27,220.6
2017-03-28,223.15
2017-03-29,222.35
2017-03-30,225.2
2017-03-31,233.45
2017-04-03,237.05
2017-04-05,238.6
2017-04-06,234.55
2017-04-07,230.7
2017-04-10,236.2
2017-04-11,236.35
2017-04-12,234.35
2017-04-13,231.15
2017-04-17,233.3
2017-04-18,231.4
2017-04-19,233.95
2017-04-20,234.4
2017-04-21,234.0
2017-04-24,235.2
2017-04-25,235.6
2017-04-26,236.5
2017-04-27,233.1
2017-04-28,243.5
2017-05-02,247.45
2017-05-03,256.0
2017-05-04,261.3
2017-05-05,248.8
2017-05-08,253.1
2017-05-09,250.4
2017-05-10,250.85
2017-05-11,247.9
2017-05-12,246.7
2017-05-15,254.15
2017-05-16,257.75
2017-05-17,261.9
2017-05-18,260.0
2017-05-19,260.4
2017-05-22,260.9
2017-05-23,256.1
2017-05-24,250.05
2017-05-25,252.45
2017-05-26,260.2
2017-05-29,252.9
2017-05-30,263.15
2017-05-31,295.75
2017-06-01,317.8
2017-06-02,324.05
2017-06-05,328.45
2017-06-06,316.15
2017-06-07,322.35
2017-06-08,315.25
2017-06-09,313.5
2017-06-12,303.55
2017-06-13,308.4
2017-06-14,311.3
2017-06-15,306.9
2017-06-16,310.55
2017-06-19,308.05
2017-06-20,309.3
2017-06-21,305.0
2017-06-22,303.5
2017-06-23,294.2
2017-06-27,291.45
2017-06-28,290.4
2017-06-29,321.35
2017-06-30,329.85
2017-07-03,326.25
2017-07-04,334.05
2017-07-05,340.75
2017-07-06,342.75
2017-07-07,339.25
2017-07-10,337.95
2017-07-11,333.6
2017-07-12,340.1
2017-07-13,332.95
2017-07-14,324.55
2017-07-17,318.8
2017-07-18,325.8
2017-07-19,324.0
2017-07-20,324.65
2017-07-21,320.3
2017-07-24,317.6
2017-07-25,321.1
2017-07-26,318.9
2017-07-27,315.85
2017-07-28,310.3
2017-07-31,315.15
2017-08-01,303.15
2017-08-02,304.15
2017-08-03,301.95
2017-08-04,298.15
2017-08-07,298.8
2017-08-08,290.6
2017-08-09,279.5
2017-08-10,274.45
2017-08-11,277.95
2017-08-14,283.6
2017-08-16,284.85
2017-08-17,285.65
2017-08-18,277.7
2017-08-21,271.45
2017-08-22,273.95
2017-08-23,273.5
2017-08-24,273.95
2017-08-28,289.5
2017-08-29,282.65
2017-08-30,284.2
2017-08-31,286.35
2017-09-01,281.0
2017-09-04,281.65
2017-09-05,281.05
2017-09-06,287.95
2017-09-07,285.35
2017-09-08,282.0
2017-09-11,290.4
2017-09-12,301.25
2017-09-13,290.3
2017-09-14,297.15
2017-09-15,295.4
2017-09-18,293.65
2017-09-19,294.45
2017-09-20,287.9
2017-09-21,284.05
2017-09-22,272.3
2017-09-25,260.9
2017-09-26,264.0
2017-09-27,263.85
2017-09-28,266.6
2017-09-29,269.75
2017-10-03,270.85
2017-10-04,265.15
2017-10-05,267.1
2017-10-06,269.9
2017-10-09,262.7
2017-10-10,271.65
2017-10-11,272.85
2017-10-12,272.05
2017-10-13,280.85
2017-10-16,284.5
2017-10-17,284.0
2017-10-18,279.8
2017-10-19,279.6
2017-10-23,284.45
2017-10-24,278.45
2017-10-25,274.8
2017-10-26,276.0
2017-10-27,278.2
2017-10-30,278.6
2017-10-31,279.4
2017-11-01,277.6
2017-11-02,280.6
2017-11-03,291.55
2017-11-06,290.55
2017-11-07,287.85
2017-11-08,281.45
2017-11-09,283.85
2017-11-10,278.85
2017-11-13,276.05
2017-11-14,274.05
2017-11-15,266.75
2017-11-16,270.35
2017-11-17,289.3
2017-11-20,292.7
2017-11-21,287.9
2017-11-22,289.35
2017-11-23,293.95
2017-11-24,297.95
2017-11-27,308.4
2017-11-28,308.0
2017-11-29,307.75
2017-11-30,302.7
2017-12-01,299.3
2017-12-04,296.9
2017-12-05,292.7
2017-12-06,291.45
2017-12-07,293.6
2017-12-08,296.8
2017-12-11,293.95
2017-12-12,291.6
2017-12-13,287.9
2017-12-14,284.45
2017-12-15,287.35
2017-12-18,287.8
2017-12-19,291.55
2017-12-20,298.75
2017-12-21,300.65
2017-12-22,296.6
2017-12-26,300.0
2017-12-27,295.2
2017-12-28,291.6
2017-12-29,290.05
