Date,PIDILITIND
2017-01-02,604.5
2017-01-03,606.4
2017-01-04,607.3
2017-01-05,611.7
2017-01-06,614.7
2017-01-09,614.2
2017-01-10,631.4
2017-01-11,634.05
2017-01-12,634.65
2017-01-13,640.3
2017-01-16,635.6
2017-01-17,627.4
2017-01-18,635.65
2017-01-19,629.2
2017-01-20,626.9
2017-01-23,629.55
2017-01-24,656.45
2017-01-25,689.65
2017-01-27,678.85
2017-01-30,678.05
2017-01-31,673.5
2017-02-01,691.85
2017-02-02,676.4
2017-02-03,673.35
2017-02-06,671.9
2017-02-07,673.7
2017-02-08,670.5
2017-02-09,663.1
2017-02-10,671.35
2017-02-13,679.0
2017-02-14,671.35
2017-02-15,670.55
2017-02-16,671.2
2017-02-17,683.6
2017-02-20,697.85
2017-02-21,699.7
2017-02-22,695.8
2017-02-23,688.15
2017-02-27,682.4
2017-02-28,682.15
2017-03-01,689.2
2017-03-02,681.45
2017-03-03,675.5
2017-03-06,678.65
2017-03-07,672.45
2017-03-08,670.55
2017-03-09,682.5
2017-03-10,683.8
2017-03-14,701.85
2017-03-15,700.35
2017-03-16,699.2
2017-03-17,701.9
2017-03-20,699.5
2017-03-21,700.15
2017-03-22,693.3
2017-03-23,693.85
2017-03-24,688.25
2017-03-27,682.9
2017-03-28,696.5
2017-03-29,689.1
2017-03-30,690.95
2017-03-31,699.15
2017-04-03,702.95
2017-04-05,713.95
2017-04-06,710.15
2017-04-07,708.2
2017-04-10,703.7
2017-04-11,706.15
2017-04-12,709.4
2017-04-13,714.9
2017-04-17,712.25
2017-04-18,712.8
2017-04-19,713.05
2017-04-20,717.35
2017-04-21,714.05
2017-04-24,716.8
2017-04-25,727.15
2017-04-26,726.4
2017-04-27,722.65
2017-04-28,719.8
2017-05-02,720.15
2017-05-03,730.5
2017-05-04,738.75
2017-05-05,740.2
2017-05-08,743.85
2017-05-09,744.8
2017-05-10,746.55
2017-05-11,758.5
2017-05-12,750.0
2017-05-15,751.95
2017-05-16,761.4
2017-05-17,774.4
2017-05-18,775.0
2017-05-19,761.3
2017-05-22,739.5
2017-05-23,735.6
2017-05-24,720.75
2017-05-25,740.3
2017-05-26,765.45
2017-05-29,754.6
2017-05-30,765.9
2017-05-31,770.15
2017-06-01,765.7
2017-06-02,791.55
2017-06-05,796.25
2017-06-06,799.4
2017-06-07,801.25
2017-06-08,797.0
2017-06-09,804.7
2017-06-12,804.25
2017-06-13,814.1
2017-06-14,811.0
2017-06-15,818.0
2017-06-16,816.7
2017-06-19,823.35
2017-06-20,811.7
2017-06-21,818.1
2017-06-22,818.25
2017-06-23,830.3
2017-06-27,806.8
2017-06-28,781.7
2017-06-29,793.8
2017-06-30,805.6
2017-07-03,817.9
2017-07-04,820.25
2017-07-05,828.15
2017-07-06,830.1
2017-07-07,812.15
2017-07-10,826.75
2017-07-11,814.85
2017-07-12,816.4
2017-07-13,822.55
2017-07-14,806.8
2017-07-17,808.05
2017-07-18,814.75
2017-07-19,797.9
2017-07-20,799.45
2017-07-21,804.4
2017-07-24,812.1
2017-07-25,827.85
2017-07-26,805.65
2017-07-27,789.2
2017-07-28,787.9
2017-07-31,795.85
2017-08-01,795.95
2017-08-02,800.0
2017-08-03,806.85
2017-08-04,808.25
2017-08-07,813.55
2017-08-08,810.3
2017-08-09,795.25
2017-08-10,795.35
2017-08-11,790.3
2017-08-14,812.8
2017-08-16,817.9
2017-08-17,818.2
2017-08-18,821.55
2017-08-21,816.5
2017-08-22,819.45
2017-08-23,815.85
2017-08-24,829.05
2017-08-28,836.15
2017-08-29,827.25
2017-08-30,831.3
2017-08-31,835.9
2017-09-01,843.75
2017-09-04,836.4
2017-09-05,842.15
2017-09-06,840.0
2017-09-07,844.3
2017-09-08,843.65
2017-09-11,846.2
2017-09-12,850.55
2017-09-13,832.15
2017-09-14,838.8
2017-09-15,838.15
2017-09-18,840.4
2017-09-19,856.25
2017-09-20,851.15
2017-09-21,839.7
2017-09-22,814.1
2017-09-25,805.65
2017-09-26,792.7
2017-09-27,777.65
2017-09-28,777.35
2017-09-29,794.5
2017-10-03,789.6
2017-10-04,795.85
2017-10-05,794.65
2017-10-06,800.35
2017-10-09,805.55
2017-10-10,800.25
2017-10-11,805.1
2017-10-12,805.2
2017-10-13,808.85
2017-10-16,809.75
2017-10-17,805.0
2017-10-18,805.4
2017-10-19,800.9
2017-10-23,802.05
2017-10-24,800.5
2017-10-25,801.15
2017-10-26,788.2
2017-10-27,786.4
2017-10-30,786.8
2017-10-31,781.8
2017-11-01,772.75
2017-11-02,764.55
2017-11-03,770.05
2017-11-06,763.15
2017-11-07,758.55
2017-11-08,768.75
2017-11-09,812.75
2017-11-10,821.1
2017-11-13,829.15
2017-11-14,821.6
2017-11-15,814.25
2017-11-16,817.45
2017-11-17,835.55
2017-11-20,849.05
2017-11-21,837.85
2017-11-22,837.7
2017-11-23,843.6
2017-11-24,842.2
2017-11-27,836.25
2017-11-28,848.75
2017-11-29,851.05
2017-11-30,842.2
2017-12-01,855.45
2017-12-04,838.8
2017-12-05,833.25
2017-12-06,834.55
2017-12-07,850.45
2017-12-08,890.9
2017-12-11,894.3
2017-12-12,893.2
2017-12-13,875.35
2017-12-14,859.7
2017-12-15,862.9
2017-12-18,886.4
2017-12-19,884.75
2017-12-20,889.9
2017-12-21,924.45
2017-12-22,944.55
2017-12-26,926.6
2017-12-27,913.8
2017-12-28,901.5
2017-12-29,902.2
