Date,GSKCONS
2017-01-02,5072.15
2017-01-03,5080.25
2017-01-04,5058.55
2017-01-05,5137.45
2017-01-06,5149.1
2017-01-09,5155.4
2017-01-10,5136.75
2017-01-11,5142.85
2017-01-12,5142.4
2017-01-13,5035.85
2017-01-16,5018.9
2017-01-17,5000.8
2017-01-18,5013.3
2017-01-19,5042.1
2017-01-20,5015.6
2017-01-23,5006.05
2017-01-24,5052.35
2017-01-25,5027.3
2017-01-27,5189.4
2017-01-30,5210.35
2017-01-31,5166.45
2017-02-01,5140.4
2017-02-02,5116.1
2017-02-03,5069.85
2017-02-06,5120.9
2017-02-07,5084.1
2017-02-08,5089.85
2017-02-09,5122.6
2017-02-10,5128.75
2017-02-13,5124.05
2017-02-14,5102.75
2017-02-15,5104.8
2017-02-16,5096.6
2017-02-17,5108.3
2017-02-20,5130.55
2017-02-21,5199.35
2017-02-22,5097.2
2017-02-23,5197.45
2017-02-27,5145.45
2017-02-28,5097.55
2017-03-01,5079.3
2017-03-02,5119.1
2017-03-03,5194.6
2017-03-06,5185.2
2017-03-07,5200.45
2017-03-08,5185.95
2017-03-09,5300.85
2017-03-10,5334.75
2017-03-14,5389.65
2017-03-15,5428.9
2017-03-16,5502.25
2017-03-17,5534.45
2017-03-20,5408.55
2017-03-21,5403.1
2017-03-22,5436.8
2017-03-23,5346.5
2017-03-24,5203.0
2017-03-27,5183.15
2017-03-28,5281.95
2017-03-29,5172.0
2017-03-30,5113.1
2017-03-31,5156.05
2017-04-03,5182.95
2017-04-05,5193.2
2017-04-06,5168.35
2017-04-07,5199.4
2017-04-10,5160.0
2017-04-11,5195.15
2017-04-12,5206.95
2017-04-13,5298.55
2017-04-17,5195.6
2017-04-18,5212.6
2017-04-19,5220.45
2017-04-20,5265.45
2017-04-21,5248.1
2017-04-24,5223.65
2017-04-25,5213.55
2017-04-26,5210.05
2017-04-27,5191.35
2017-04-28,5118.35
2017-05-02,5182.0
2017-05-03,5142.9
2017-05-04,5130.7
2017-05-05,5145.5
2017-05-08,5190.4
2017-05-09,5161.0
2017-05-10,5346.9
2017-05-11,5245.8
2017-05-12,5301.0
2017-05-15,5303.9
2017-05-16,5297.2
2017-05-17,5323.95
2017-05-18,5305.05
2017-05-19,5290.4
2017-05-22,5301.8
2017-05-23,5282.15
2017-05-24,5264.85
2017-05-25,5247.7
2017-05-26,5325.5
2017-05-29,5322.15
2017-05-30,5321.1
2017-05-31,5290.4
2017-06-01,5311.6
2017-06-02,5415.45
2017-06-05,5410.7
2017-06-06,5359.45
2017-06-07,5340.95
2017-06-08,5353.85
2017-06-09,5360.3
2017-06-12,5387.95
2017-06-13,5360.6
2017-06-14,5330.85
2017-06-15,5356.05
2017-06-16,5362.65
2017-06-19,5372.25
2017-06-20,5360.45
2017-06-21,5375.55
2017-06-22,5379.25
2017-06-23,5375.8
2017-06-27,5402.4
2017-06-28,5388.15
2017-06-29,5379.9
2017-06-30,5353.5
2017-07-03,5378.0
2017-07-04,5403.55
2017-07-05,5492.15
2017-07-06,5518.3
2017-07-07,5488.5
2017-07-10,5472.95
2017-07-11,5446.2
2017-07-12,5504.75
2017-07-13,5497.0
2017-07-14,5486.7
2017-07-17,5500.4
2017-07-18,5421.7
2017-07-19,5485.3
2017-07-20,5483.55
2017-07-21,5474.45
2017-07-24,5532.95
2017-07-25,5498.9
2017-07-26,5497.55
2017-07-27,5543.5
2017-07-28,5536.05
2017-07-31,5469.65
2017-08-01,5467.7
2017-08-02,5440.6
2017-08-03,5417.5
2017-08-04,5479.85
2017-08-07,5458.0
2017-08-08,5541.5
2017-08-09,5409.85
2017-08-10,5411.15
2017-08-11,5324.9
2017-08-14,5366.3
2017-08-16,5344.15
2017-08-17,5296.0
2017-08-18,5357.0
2017-08-21,5382.2
2017-08-22,5383.5
2017-08-23,5347.55
2017-08-24,5295.6
2017-08-28,5356.4
2017-08-29,5349.85
2017-08-30,5396.05
2017-08-31,5371.35
2017-09-01,5334.85
2017-09-04,5324.35
2017-09-05,5324.9
2017-09-06,5242.9
2017-09-07,5220.3
2017-09-08,5175.8
2017-09-11,5100.15
2017-09-12,5100.15
2017-09-13,5109.85
2017-09-14,5111.0
2017-09-15,5096.25
2017-09-18,5059.75
2017-09-19,5019.8
2017-09-20,5048.45
2017-09-21,5038.7
2017-09-22,4988.5
2017-09-25,4952.25
2017-09-26,4926.4
2017-09-27,4942.8
2017-09-28,4909.05
2017-09-29,5016.8
2017-10-03,5046.85
2017-10-04,5015.55
2017-10-05,4994.3
2017-10-06,4997.65
2017-10-09,4998.15
2017-10-10,4995.85
2017-10-11,4953.8
2017-10-12,4998.5
2017-10-13,4982.95
2017-10-16,4973.15
2017-10-17,4955.2
2017-10-18,4924.75
2017-10-19,4975.8
2017-10-23,4930.2
2017-10-24,4926.25
2017-10-25,4909.6
2017-10-26,4912.0
2017-10-27,4948.95
2017-10-30,4963.45
2017-10-31,5070.4
2017-11-01,5283.8
2017-11-02,5383.9
2017-11-03,5391.75
2017-11-06,5502.25
2017-11-07,5450.4
2017-11-08,5697.45
2017-11-09,5943.1
2017-11-10,6054.05
2017-11-13,6037.65
2017-11-14,6022.2
2017-11-15,6011.5
2017-11-16,6047.9
2017-11-17,6016.0
2017-11-20,6048.15
2017-11-21,6048.75
2017-11-22,6019.8
2017-11-23,6041.0
2017-11-24,6045.55
2017-11-27,6033.3
2017-11-28,6091.05
2017-11-29,6096.8
2017-11-30,6086.5
2017-12-01,6082.1
2017-12-04,6096.9
2017-12-05,6097.4
2017-12-06,6098.85
2017-12-07,6147.0
2017-12-08,6137.85
2017-12-11,6217.75
2017-12-12,6279.7
2017-12-13,6247.85
2017-12-14,6284.15
2017-12-15,6366.45
2017-12-18,6372.45
2017-12-19,6518.25
2017-12-20,6493.25
2017-12-21,6599.25
2017-12-22,6500.05
2017-12-26,6455.2
2017-12-27,6464.8
2017-12-28,6590.6
2017-12-29,6538.0
