Date,BASF
2017-01-02,1155.7
2017-01-03,1156.2
2017-01-04,1148.7
2017-01-05,1145.55
2017-01-06,1123.6
2017-01-09,1145.7
2017-01-10,1145.3
2017-01-11,1165.95
2017-01-12,1155.25
2017-01-13,1139.65
2017-01-16,1136.25
2017-01-17,1146.05
2017-01-18,1135.45
2017-01-19,1135.25
2017-01-20,1152.1
2017-01-23,1155.8
2017-01-24,1185.2
2017-01-25,1255.2
2017-01-27,1290.7
2017-01-30,1331.45
2017-01-31,1306.0
2017-02-01,1290.6
2017-02-02,1248.45
2017-02-03,1211.65
2017-02-06,1189.9
2017-02-07,1171.9
2017-02-08,1142.35
2017-02-09,1151.7
2017-02-10,1153.75
2017-02-13,1172.25
2017-02-14,1144.5
2017-02-15,1188.5
2017-02-16,1203.9
2017-02-17,1184.7
2017-02-20,1175.8
2017-02-21,1176.65
2017-02-22,1164.5
2017-02-23,1162.85
2017-02-27,1142.95
2017-02-28,1170.2
2017-03-01,1177.9
2017-03-02,1182.1
2017-03-03,1222.2
2017-03-06,1238.0
2017-03-07,1221.6
2017-03-08,1221.5
2017-03-09,1209.5
2017-03-10,1202.3
2017-03-14,1209.55
2017-03-15,1216.3
2017-03-16,1222.4
2017-03-17,1205.9
2017-03-20,1195.6
2017-03-21,1212.9
2017-03-22,1215.6
2017-03-23,1221.6
2017-03-24,1231.85
2017-03-27,1230.85
2017-03-28,1247.85
2017-03-29,1293.95
2017-03-30,1328.65
2017-03-31,1370.85
2017-04-03,1351.5
2017-04-05,1340.05
2017-04-06,1303.55
2017-04-07,1280.2
2017-04-10,1320.2
2017-04-11,1347.25
2017-04-12,1314.9
2017-04-13,1345.25
2017-04-17,1318.95
2017-04-18,1301.05
2017-04-19,1302.3
2017-04-20,1314.5
2017-04-21,1292.2
2017-04-24,1305.2
2017-04-25,1298.65
2017-04-26,1332.7
2017-04-27,1304.9
2017-04-28,1312.7
2017-05-02,1304.95
2017-05-03,1326.85
2017-05-04,1375.35
2017-05-05,1373.6
2017-05-08,1328.4
2017-05-09,1338.95
2017-05-10,1346.25
2017-05-11,1336.95
2017-05-12,1322.5
2017-05-15,1327.15
2017-05-16,1368.9
2017-05-17,1369.95
2017-05-18,1368.1
2017-05-19,1346.5
2017-05-22,1330.8
2017-05-23,1309.85
