Date,KAVVERITEL
2017-01-02,11.35
2017-01-03,11.5
2017-01-04,11.9
2017-01-05,11.8
2017-01-06,12.75
2017-01-09,13.0
2017-01-10,12.6
2017-01-11,12.5
2017-01-12,12.25
2017-01-13,12.0
2017-01-16,12.1
2017-01-17,12.2
2017-01-18,12.3
2017-01-19,12.4
2017-01-20,12.7
2017-01-23,12.15
2017-01-24,12.7
2017-01-25,12.5
2017-01-27,12.35
2017-01-30,12.7
2017-01-31,12.65
2017-02-01,12.3
2017-02-02,12.6
2017-02-03,12.3
2017-02-06,12.75
2017-02-07,12.35
2017-02-08,12.3
2017-02-09,12.45
2017-02-10,13.15
2017-02-13,13.05
2017-02-14,12.2
2017-02-15,12.5
2017-02-16,12.55
2017-02-17,13.25
2017-02-20,12.8
2017-02-21,13.0
2017-02-22,12.65
2017-02-23,13.0
2017-02-27,13.0
2017-02-28,12.4
2017-03-01,12.55
2017-03-02,12.55
2017-03-03,12.35
2017-03-06,12.75
2017-03-07,12.3
2017-03-08,12.05
2017-03-09,11.7
2017-03-10,12.1
2017-03-14,11.5
2017-03-15,11.85
2017-03-16,11.65
2017-03-17,10.65
2017-03-20,10.8
2017-03-21,10.75
2017-03-22,10.85
2017-03-23,10.8
2017-03-24,10.6
2017-03-27,10.9
2017-03-28,13.05
2017-03-29,15.65
2017-03-30,14.3
2017-03-31,12.9
2017-04-03,13.45
2017-04-05,13.8
2017-04-06,13.15
2017-04-07,13.35
2017-04-10,13.3
2017-04-11,13.3
2017-04-12,13.05
2017-04-13,13.3
2017-04-17,12.5
2017-04-18,12.6
2017-04-19,12.1
2017-04-20,12.1
2017-04-21,12.5
2017-04-24,12.8
2017-04-25,12.6
2017-04-26,12.6
2017-04-27,12.3
2017-04-28,12.45
2017-05-02,12.2
2017-05-03,12.05
2017-05-04,12.2
2017-05-05,12.25
2017-05-08,12.3
2017-05-09,12.05
2017-05-10,12.1
2017-05-11,11.85
2017-05-12,11.95
2017-05-15,13.1
2017-05-16,13.1
2017-05-17,12.7
2017-05-18,12.75
2017-05-19,12.25
2017-05-22,12.25
2017-05-23,12.05
2017-05-24,12.0
2017-05-25,11.95
2017-05-26,11.75
2017-05-29,12.3
2017-05-30,11.9
2017-05-31,11.6
2017-06-01,11.3
2017-06-02,11.3
2017-06-05,11.45
2017-06-06,10.9
2017-06-07,10.75
2017-06-08,11.45
2017-06-09,11.3
2017-06-12,11.2
2017-06-13,10.8
2017-06-14,11.05
2017-06-15,11.0
2017-06-16,11.3
2017-06-19,11.25
2017-06-20,11.6
2017-06-21,11.2
2017-06-22,11.05
2017-06-23,11.1
2017-06-27,10.8
2017-06-28,10.85
2017-06-29,11.05
2017-06-30,11.15
2017-07-03,11.0
2017-07-04,12.05
2017-07-05,11.1
2017-07-06,11.4
2017-07-07,11.15
2017-07-10,12.05
2017-07-11,11.3
2017-07-12,11.25
2017-07-13,11.2
2017-07-14,11.35
2017-07-17,11.4
2017-07-18,11.2
2017-07-19,11.25
2017-07-20,11.15
2017-07-21,10.8
2017-07-24,11.05
2017-07-25,11.2
2017-07-26,11.85
2017-07-27,11.35
2017-07-28,11.45
2017-07-31,11.2
2017-08-01,11.1
2017-08-02,11.2
2017-08-03,11.1
2017-08-04,10.9
2017-08-07,10.9
2017-08-08,10.65
2017-08-09,10.55
2017-08-10,9.3
2017-08-11,9.5
2017-08-14,10.7
2017-08-16,10.15
2017-08-17,9.4
2017-08-18,9.45
2017-08-21,9.15
2017-08-22,9.8
2017-08-23,9.5
2017-08-24,9.45
2017-08-28,9.45
2017-08-29,9.35
2017-08-30,8.9
2017-08-31,8.75
2017-09-01,9.05
2017-09-04,9.6
2017-09-05,11.1
2017-09-06,11.05
2017-09-07,10.4
2017-09-08,10.85
2017-09-11,10.45
2017-09-12,10.55
2017-09-13,10.4
2017-09-14,10.5
2017-09-15,10.15
2017-09-18,10.25
2017-09-19,10.05
2017-09-20,10.0
2017-09-21,9.8
2017-09-22,10.1
2017-09-25,9.95
2017-09-26,10.05
2017-09-27,9.6
2017-09-28,10.0
2017-09-29,9.45
2017-10-03,9.95
2017-10-04,9.9
2017-10-05,9.85
2017-10-06,9.9
2017-10-09,9.55
2017-10-10,9.6
2017-10-11,9.4
2017-10-12,10.0
2017-10-13,10.1
2017-10-16,9.6
2017-10-17,9.65
2017-10-18,9.65
2017-10-19,9.55
2017-10-23,9.6
2017-10-24,9.75
2017-10-25,9.35
2017-10-26,8.9
2017-10-27,9.4
2017-10-30,10.1
2017-10-31,12.1
2017-11-01,14.05
2017-11-02,13.8
2017-11-03,12.5
2017-11-06,12.0
2017-11-07,11.45
2017-11-08,11.5
2017-11-09,11.85
2017-11-10,12.05
2017-11-13,12.4
2017-11-14,11.8
2017-11-15,11.25
2017-11-16,10.9
2017-11-17,11.05
2017-11-20,10.9
2017-11-21,11.05
2017-11-22,11.05
2017-11-23,11.15
2017-11-24,10.8
2017-11-27,10.65
2017-11-28,10.7
2017-11-29,10.7
2017-11-30,10.9
2017-12-01,10.85
2017-12-04,10.9
2017-12-05,11.25
2017-12-06,11.4
2017-12-07,12.05
2017-12-08,11.9
2017-12-11,11.75
2017-12-12,10.95
2017-12-13,10.85
2017-12-14,10.65
2017-12-15,11.7
2017-12-18,11.55
2017-12-19,12.0
2017-12-20,11.75
2017-12-21,11.8
2017-12-22,11.95
2017-12-26,11.95
2017-12-27,12.85
2017-12-28,14.1
2017-12-29,14.35
