Date,NAHARCAP
2017-01-02,93.0
2017-01-03,92.9
2017-01-04,92.95
2017-01-05,93.6
2017-01-06,93.05
2017-01-09,93.6
2017-01-10,94.45
2017-01-11,94.35
2017-01-12,94.75
2017-01-13,94.85
2017-01-16,96.4
2017-01-17,97.0
2017-01-18,97.95
2017-01-19,98.0
2017-01-20,97.3
2017-01-23,99.7
2017-01-24,98.5
2017-01-25,99.0
2017-01-27,100.9
2017-01-30,98.65
2017-01-31,98.0
2017-02-01,100.0
2017-02-02,100.85
2017-02-03,101.1
2017-02-06,102.7
2017-02-07,102.7
2017-02-08,103.25
2017-02-09,103.4
2017-02-10,103.65
2017-02-13,103.5
2017-02-14,103.0
2017-02-15,98.55
2017-02-16,101.0
2017-02-17,101.1
2017-02-20,101.5
2017-02-21,102.0
2017-02-22,102.2
2017-02-23,102.45
2017-02-27,102.5
2017-02-28,102.15
2017-03-01,102.5
2017-03-02,102.4
2017-03-03,101.9
2017-03-06,101.9
2017-03-07,101.5
2017-03-08,101.55
2017-03-09,99.75
2017-03-10,99.95
2017-03-14,100.25
2017-03-15,101.25
2017-03-16,101.6
2017-03-17,101.0
2017-03-20,101.85
2017-03-21,102.45
2017-03-22,101.35
2017-03-23,101.35
2017-03-24,101.55
2017-03-27,100.8
2017-03-28,101.05
2017-03-29,101.1
2017-03-30,100.85
2017-03-31,100.75
2017-04-03,103.5
2017-04-05,104.2
2017-04-06,103.95
2017-04-07,104.1
2017-04-10,103.2
2017-04-11,105.0
2017-04-12,104.95
2017-04-13,103.6
2017-04-17,104.9
2017-04-18,104.6
2017-04-19,104.8
2017-04-20,109.5
2017-04-21,109.7
2017-04-24,111.7
2017-04-25,111.95
2017-04-26,112.05
2017-04-27,110.1
2017-04-28,109.5
2017-05-02,109.0
2017-05-03,108.75
2017-05-04,109.75
2017-05-05,106.95
2017-05-08,107.0
2017-05-09,107.5
2017-05-10,109.75
2017-05-11,108.8
2017-05-12,107.3
2017-05-15,107.35
2017-05-16,108.45
2017-05-17,111.0
2017-05-18,110.1
2017-05-19,106.5
2017-05-22,106.1
2017-05-23,104.1
2017-05-24,102.2
2017-05-25,108.05
2017-05-26,108.7
2017-05-29,107.45
2017-05-30,109.5
2017-05-31,113.6
2017-06-01,112.4
2017-06-02,111.85
2017-06-05,110.4
2017-06-06,109.05
2017-06-07,108.7
2017-06-08,108.1
2017-06-09,109.25
2017-06-12,109.8
2017-06-13,110.4
2017-06-14,110.2
2017-06-15,112.0
2017-06-16,112.4
2017-06-19,111.95
2017-06-20,110.7
2017-06-21,111.85
2017-06-22,111.2
2017-06-23,110.4
2017-06-27,107.2
2017-06-28,106.7
2017-06-29,107.8
2017-06-30,108.4
2017-07-03,106.6
2017-07-04,108.3
2017-07-05,109.3
2017-07-06,110.9
2017-07-07,111.05
2017-07-10,111.5
2017-07-11,112.7
2017-07-12,117.9
2017-07-13,125.2
2017-07-14,124.55
2017-07-17,122.6
2017-07-18,122.05
2017-07-19,120.4
2017-07-20,118.95
2017-07-21,117.7
2017-07-24,118.1
2017-07-25,118.8
2017-07-26,118.25
2017-07-27,116.6
2017-07-28,115.15
2017-07-31,117.3
2017-08-01,114.0
2017-08-02,114.45
2017-08-03,112.2
2017-08-04,112.4
2017-08-07,111.0
2017-08-08,108.2
2017-08-09,108.45
2017-08-10,104.95
2017-08-11,106.15
2017-08-14,108.55
2017-08-16,109.05
2017-08-17,115.65
2017-08-18,113.8
2017-08-21,110.0
2017-08-22,108.0
2017-08-23,108.2
2017-08-24,109.9
2017-08-28,115.3
2017-08-29,112.35
2017-08-30,112.2
2017-08-31,113.0
2017-09-01,118.8
2017-09-04,126.4
2017-09-05,134.6
2017-09-06,131.5
2017-09-07,129.15
2017-09-08,126.05
2017-09-11,124.8
2017-09-12,125.45
2017-09-13,124.95
2017-09-14,124.8
2017-09-15,124.75
2017-09-18,124.4
2017-09-19,124.0
2017-09-20,133.7
2017-09-21,138.0
2017-09-22,131.25
2017-09-25,124.75
2017-09-26,123.1
2017-09-27,116.6
2017-09-28,118.6
2017-09-29,119.7
2017-10-03,120.05
2017-10-04,121.45
2017-10-05,121.8
2017-10-06,124.55
2017-10-09,125.35
2017-10-10,127.35
2017-10-11,125.7
2017-10-12,126.05
2017-10-13,133.5
2017-10-16,131.85
2017-10-17,130.55
2017-10-18,133.25
2017-10-19,133.7
2017-10-23,132.85
2017-10-24,135.55
2017-10-25,137.4
2017-10-26,133.9
2017-10-27,132.65
2017-10-30,135.0
2017-10-31,133.6
2017-11-01,135.85
2017-11-02,137.75
2017-11-03,135.8
2017-11-06,144.95
2017-11-07,143.4
2017-11-08,140.0
2017-11-09,139.15
2017-11-10,143.6
2017-11-13,148.55
2017-11-14,144.2
2017-11-15,160.1
2017-11-16,154.5
2017-11-17,154.85
2017-11-20,150.75
2017-11-21,154.05
2017-11-22,152.3
2017-11-23,154.45
2017-11-24,152.1
2017-11-27,153.4
2017-11-28,152.0
2017-11-29,152.75
2017-11-30,151.25
2017-12-01,149.35
2017-12-04,148.0
2017-12-05,147.0
2017-12-06,147.45
2017-12-07,150.6
2017-12-08,153.2
2017-12-11,152.85
2017-12-12,149.2
2017-12-13,147.15
2017-12-14,144.1
2017-12-15,144.55
2017-12-18,144.8
2017-12-19,145.4
2017-12-20,145.45
2017-12-21,148.95
2017-12-22,154.45
2017-12-26,185.3
2017-12-27,220.3
2017-12-28,200.55
2017-12-29,193.45
