Date,UBL
2017-01-02,775.05
2017-01-03,787.45
2017-01-04,797.5
2017-01-05,808.75
2017-01-06,801.35
2017-01-09,805.1
2017-01-10,806.9
2017-01-11,820.3
2017-01-12,812.7
2017-01-13,826.95
2017-01-16,811.2
2017-01-17,827.2
2017-01-18,820.85
2017-01-19,807.4
2017-01-20,807.8
2017-01-23,807.7
2017-01-24,817.85
2017-01-25,822.85
2017-01-27,812.6
2017-01-30,803.4
2017-01-31,799.6
2017-02-01,817.45
2017-02-02,813.65
2017-02-03,822.4
2017-02-06,839.65
2017-02-07,815.7
2017-02-08,801.6
2017-02-09,804.95
2017-02-10,791.75
2017-02-13,785.1
2017-02-14,780.6
2017-02-15,785.15
2017-02-16,784.4
2017-02-17,790.05
2017-02-20,792.6
2017-02-21,806.9
2017-02-22,791.25
2017-02-23,786.05
2017-02-27,782.0
2017-02-28,777.6
2017-03-01,782.5
2017-03-02,777.4
2017-03-03,780.3
2017-03-06,778.5
2017-03-07,779.95
2017-03-08,778.4
2017-03-09,770.3
2017-03-10,768.35
2017-03-14,774.5
2017-03-15,776.35
2017-03-16,771.7
2017-03-17,778.3
2017-03-20,774.8
2017-03-21,773.3
2017-03-22,770.2
2017-03-23,769.5
2017-03-24,774.65
2017-03-27,770.0
2017-03-28,779.7
2017-03-29,777.3
2017-03-30,779.15
2017-03-31,770.8
2017-04-03,764.7
2017-04-05,762.4
2017-04-06,767.2
2017-04-07,770.0
2017-04-10,744.6
2017-04-11,753.1
2017-04-12,745.45
2017-04-13,753.7
2017-04-17,751.05
2017-04-18,731.75
2017-04-19,740.15
2017-04-20,750.0
2017-04-21,751.9
2017-04-24,763.15
2017-04-25,759.95
2017-04-26,766.65
2017-04-27,777.95
2017-04-28,769.0
2017-05-02,771.3
2017-05-03,778.1
2017-05-04,785.6
2017-05-05,778.05
2017-05-08,782.25
2017-05-09,797.1
2017-05-10,803.85
2017-05-11,850.6
2017-05-12,827.3
2017-05-15,828.1
2017-05-16,805.25
2017-05-17,812.15
2017-05-18,794.3
2017-05-19,774.95
2017-05-22,776.25
2017-05-23,777.65
2017-05-24,772.05
2017-05-25,779.45
2017-05-26,786.75
2017-05-29,793.85
2017-05-30,789.9
2017-05-31,801.05
2017-06-01,806.95
2017-06-02,809.15
2017-06-05,826.55
2017-06-06,811.25
2017-06-07,801.5
2017-06-08,820.9
2017-06-09,790.25
2017-06-12,792.2
2017-06-13,791.9
2017-06-14,792.2
2017-06-15,793.0
2017-06-16,782.85
2017-06-19,785.0
2017-06-20,781.15
2017-06-21,783.2
2017-06-22,781.55
2017-06-23,780.85
2017-06-27,786.45
2017-06-28,785.85
2017-06-29,781.2
2017-06-30,781.65
2017-07-03,783.7
2017-07-04,804.85
2017-07-05,806.25
2017-07-06,802.8
2017-07-07,806.55
2017-07-10,807.6
2017-07-11,802.15
2017-07-12,817.55
2017-07-13,812.1
2017-07-14,810.95
2017-07-17,820.7
2017-07-18,823.6
2017-07-19,833.75
2017-07-20,818.3
2017-07-21,814.7
2017-07-24,815.15
2017-07-25,811.4
2017-07-26,817.45
2017-07-27,810.8
2017-07-28,817.2
2017-07-31,820.6
2017-08-01,816.7
2017-08-02,809.5
2017-08-03,801.8
2017-08-04,815.7
2017-08-07,823.05
2017-08-08,820.95
2017-08-09,832.35
2017-08-10,824.2
2017-08-11,787.6
2017-08-14,797.45
2017-08-16,808.65
2017-08-17,805.9
2017-08-18,802.4
2017-08-21,803.25
2017-08-22,805.45
2017-08-23,804.85
2017-08-24,812.7
2017-08-28,820.2
2017-08-29,802.1
2017-08-30,801.65
2017-08-31,788.05
2017-09-01,804.15
2017-09-04,800.7
2017-09-05,801.9
2017-09-06,797.1
2017-09-07,783.85
2017-09-08,785.15
2017-09-11,779.15
2017-09-12,780.4
2017-09-13,781.2
2017-09-14,784.0
2017-09-15,791.3
2017-09-18,797.95
2017-09-19,800.2
2017-09-20,803.0
2017-09-21,803.4
2017-09-22,809.0
2017-09-25,857.85
2017-09-26,849.05
2017-09-27,824.2
2017-09-28,851.15
2017-09-29,821.45
2017-10-03,837.25
2017-10-04,842.3
2017-10-05,839.35
2017-10-06,856.65
2017-10-09,842.15
2017-10-10,851.05
2017-10-11,843.9
2017-10-12,850.3
2017-10-13,844.2
2017-10-16,839.3
2017-10-17,831.1
2017-10-18,840.0
2017-10-19,836.1
2017-10-23,837.8
2017-10-24,856.5
2017-10-25,920.65
2017-10-26,941.65
2017-10-27,986.6
2017-10-30,1041.85
2017-10-31,1027.35
2017-11-01,1054.1
2017-11-02,1080.1
2017-11-03,1122.05
2017-11-06,1141.65
2017-11-07,1147.85
2017-11-08,1137.15
2017-11-09,1100.9
2017-11-10,1114.35
2017-11-13,1105.8
2017-11-14,1113.9
2017-11-15,1086.45
2017-11-16,1125.25
2017-11-17,1101.85
2017-11-20,1075.7
2017-11-21,1071.2
2017-11-22,1110.6
2017-11-23,1079.65
2017-11-24,1086.5
2017-11-27,1090.65
2017-11-28,1121.65
2017-11-29,1107.65
2017-11-30,1083.4
2017-12-01,1060.65
2017-12-04,1050.75
2017-12-05,1060.95
2017-12-06,1021.7
2017-12-07,1037.25
2017-12-08,1058.15
2017-12-11,1057.7
2017-12-12,1012.65
2017-12-13,1025.0
2017-12-14,1018.5
2017-12-15,1021.3
2017-12-18,1039.1
2017-12-19,1080.6
2017-12-20,1073.05
2017-12-21,1063.0
2017-12-22,1061.65
2017-12-26,1059.65
2017-12-27,1070.35
2017-12-28,1073.0
2017-12-29,1079.0
