Date,BALAJITELE
2017-01-02,84.55
2017-01-03,88.3
2017-01-04,89.15
2017-01-05,90.9
2017-01-06,90.75
2017-01-09,90.15
2017-01-10,90.55
2017-01-11,93.4
2017-01-12,92.15
2017-01-13,93.2
2017-01-16,93.25
2017-01-17,93.75
2017-01-18,92.05
2017-01-19,91.25
2017-01-20,90.0
2017-01-23,90.2
2017-01-24,91.75
2017-01-25,92.05
2017-01-27,91.5
2017-01-30,88.95
2017-01-31,89.3
2017-02-01,89.7
2017-02-02,89.85
2017-02-03,90.25
2017-02-06,93.85
2017-02-07,90.75
2017-02-08,90.25
2017-02-09,88.8
2017-02-10,88.85
2017-02-13,88.8
2017-02-14,88.55
2017-02-15,89.8
2017-02-16,90.55
2017-02-17,88.75
2017-02-20,89.0
2017-02-21,88.15
2017-02-22,88.3
2017-02-23,88.0
2017-02-27,86.4
2017-02-28,85.95
2017-03-01,86.4
2017-03-02,85.8
2017-03-03,86.4
2017-03-06,87.25
2017-03-07,89.95
2017-03-08,91.1
2017-03-09,91.9
2017-03-10,92.15
2017-03-14,92.05
2017-03-15,91.05
2017-03-16,92.45
2017-03-17,90.75
2017-03-20,89.65
2017-03-21,88.05
2017-03-22,88.75
2017-03-23,90.95
2017-03-24,90.35
2017-03-27,88.65
2017-03-28,91.0
2017-03-29,88.45
2017-03-30,89.7
2017-03-31,95.3
2017-04-03,98.05
2017-04-05,109.85
2017-04-06,105.05
2017-04-07,100.75
2017-04-10,104.9
2017-04-11,105.8
2017-04-12,105.15
2017-04-13,105.4
2017-04-17,105.45
2017-04-18,102.45
2017-04-19,103.85
2017-04-20,101.15
2017-04-21,101.5
2017-04-24,100.3
2017-04-25,103.15
2017-04-26,100.05
2017-04-27,99.15
2017-04-28,100.1
2017-05-02,104.8
2017-05-03,102.95
2017-05-04,102.05
2017-05-05,101.4
2017-05-08,105.1
2017-05-09,109.5
2017-05-10,113.1
2017-05-11,113.75
2017-05-12,115.05
2017-05-15,118.75
2017-05-16,123.85
2017-05-17,122.5
2017-05-18,117.6
2017-05-19,114.45
2017-05-22,109.95
2017-05-23,110.35
2017-05-24,107.8
2017-05-25,110.65
2017-05-26,111.5
2017-05-29,109.2
2017-05-30,110.65
2017-05-31,114.8
2017-06-01,124.25
2017-06-02,119.9
2017-06-05,130.85
2017-06-06,126.1
2017-06-07,127.8
2017-06-08,126.4
2017-06-09,134.45
2017-06-12,135.4
2017-06-13,149.2
2017-06-14,151.9
2017-06-15,147.25
2017-06-16,144.45
2017-06-19,144.3
2017-06-20,142.95
2017-06-21,140.8
2017-06-22,140.85
2017-06-23,136.6
2017-06-27,132.8
2017-06-28,133.0
2017-06-29,139.4
2017-06-30,141.8
2017-07-03,149.2
2017-07-04,150.15
2017-07-05,157.0
2017-07-06,160.45
2017-07-07,171.15
2017-07-10,167.4
2017-07-11,171.35
2017-07-12,159.3
2017-07-13,163.95
2017-07-14,173.1
2017-07-17,175.5
2017-07-18,183.7
2017-07-19,190.0
2017-07-20,186.7
2017-07-21,187.45
2017-07-24,180.5
2017-07-25,175.25
2017-07-26,177.8
2017-07-27,175.95
2017-07-28,176.7
2017-07-31,172.9
2017-08-01,173.5
2017-08-02,172.85
2017-08-03,168.65
2017-08-04,167.55
2017-08-07,164.15
2017-08-08,159.6
2017-08-09,164.3
2017-08-10,153.75
2017-08-11,152.8
2017-08-14,154.35
2017-08-16,158.6
2017-08-17,161.7
2017-08-18,157.55
2017-08-21,157.95
2017-08-22,154.3
2017-08-23,163.05
2017-08-24,168.6
2017-08-28,170.1
2017-08-29,166.65
2017-08-30,169.85
2017-08-31,169.45
2017-09-01,169.85
2017-09-04,166.2
2017-09-05,167.85
2017-09-06,165.05
2017-09-07,164.0
2017-09-08,163.55
2017-09-11,160.45
2017-09-12,162.6
2017-09-13,161.2
2017-09-14,162.15
2017-09-15,160.15
2017-09-18,158.25
2017-09-19,162.2
2017-09-20,161.55
2017-09-21,160.35
2017-09-22,159.1
2017-09-25,154.6
2017-09-26,153.05
2017-09-27,151.9
2017-09-28,152.15
2017-09-29,152.55
2017-10-03,156.55
2017-10-04,157.85
2017-10-05,158.5
2017-10-06,157.2
2017-10-09,158.6
2017-10-10,156.65
2017-10-11,156.3
2017-10-12,155.25
2017-10-13,156.25
2017-10-16,155.35
2017-10-17,155.05
2017-10-18,154.95
2017-10-19,155.95
2017-10-23,154.15
2017-10-24,152.45
2017-10-25,150.1
2017-10-26,148.85
2017-10-27,149.35
2017-10-30,147.7
2017-10-31,148.2
2017-11-01,150.15
2017-11-02,153.9
2017-11-03,151.8
2017-11-06,153.0
2017-11-07,148.25
2017-11-08,148.9
2017-11-09,150.5
2017-11-10,148.6
2017-11-13,144.8
2017-11-14,141.25
2017-11-15,139.6
2017-11-16,137.75
2017-11-17,137.8
2017-11-20,137.4
2017-11-21,143.65
2017-11-22,141.65
2017-11-23,147.9
2017-11-24,167.15
2017-11-27,170.2
2017-11-28,171.9
2017-11-29,174.55
2017-11-30,169.8
2017-12-01,161.5
2017-12-04,159.3
2017-12-05,158.2
2017-12-06,155.1
2017-12-07,158.05
2017-12-08,159.45
2017-12-11,157.05
2017-12-12,155.8
2017-12-13,153.8
2017-12-14,151.3
2017-12-15,153.6
2017-12-18,151.6
2017-12-19,161.2
2017-12-20,161.45
2017-12-21,161.55
2017-12-22,159.4
2017-12-26,155.55
2017-12-27,155.1
2017-12-28,154.75
2017-12-29,154.9
