Date,IVZINGOLD
2017-01-02,2522.1
2017-01-03,2727.45
2017-01-04,2635.0
2017-01-05,2650.0
2017-01-10,2685.0
2017-01-13,2685.0
2017-01-16,2725.0
2017-01-17,2750.0
2017-01-18,2750.0
2017-01-19,2730.0
2017-01-20,2740.9
2017-01-23,2800.0
2017-01-24,2760.0
2017-01-25,2742.0
2017-01-27,2700.0
2017-01-30,2701.0
2017-01-31,2700.0
2017-02-01,2740.0
2017-02-06,2799.95
2017-02-08,2651.05
2017-02-09,2795.0
2017-02-10,2700.0
2017-02-13,2700.0
2017-02-14,2700.0
2017-02-15,2700.0
2017-02-16,2754.0
2017-02-17,2754.0
2017-02-20,2750.0
2017-02-21,2755.0
2017-02-22,2796.9
2017-02-23,2740.0
2017-02-27,2735.0
2017-02-28,2775.0
2017-03-01,2779.35
2017-03-02,2705.1
2017-03-03,2700.0
2017-03-06,2710.05
2017-03-07,2675.1
2017-03-08,2650.0
2017-03-09,2610.0
2017-03-10,2744.4
2017-03-14,2650.0
2017-03-16,2626.25
2017-03-20,2564.1
2017-03-21,2701.95
2017-03-22,2700.0
2017-03-23,2744.4
2017-03-24,2611.05
2017-03-27,2724.0
2017-03-28,2739.0
2017-03-29,2739.0
2017-03-30,2735.0
2017-03-31,2650.0
2017-04-03,2730.0
2017-04-05,2630.5
2017-04-06,2724.6
2017-04-07,2710.0
2017-04-10,2654.15
2017-04-11,2700.0
2017-04-12,2744.4
2017-04-13,2755.7
2017-04-17,2765.0
2017-04-18,2700.05
2017-04-19,2761.65
2017-04-20,2700.05
2017-04-21,2700.0
2017-04-24,2700.0
2017-04-25,2700.0
2017-04-26,2710.0
2017-04-27,2701.0
2017-04-28,2765.0
2017-05-02,2666.0
2017-05-03,2675.0
2017-05-04,2624.0
2017-05-05,2668.95
2017-05-08,2624.0
2017-05-09,2635.0
2017-05-10,2651.0
2017-05-11,2611.25
2017-05-15,2625.0
2017-05-16,2688.35
2017-05-17,2615.0
2017-05-18,2691.0
2017-05-19,2686.1
2017-05-22,2641.0
2017-05-23,2661.0
2017-05-24,2715.0
2017-05-25,2700.0
2017-05-26,2700.0
2017-05-29,2719.0
2017-05-30,2700.0
2017-05-31,2656.05
2017-06-02,2700.0
2017-06-05,2671.0
2017-06-07,2664.05
2017-06-08,2656.9
2017-06-12,2659.7
2017-06-13,2659.0
2017-06-14,2638.0
2017-06-15,2638.0
2017-06-16,2688.0
2017-06-19,2630.0
2017-06-20,2639.35
2017-06-21,2649.0
2017-06-22,2675.0
2017-06-23,2670.0
2017-06-27,2669.6
2017-06-28,2645.0
2017-06-29,2612.0
2017-06-30,2612.05
2017-07-03,2609.1
2017-07-05,2571.0
2017-07-06,2575.0
2017-07-07,2575.0
2017-07-10,2574.0
2017-07-11,2540.05
2017-07-12,2550.0
2017-07-13,2550.0
2017-07-14,2525.05
2017-07-17,2561.0
2017-07-18,2549.0
2017-07-19,2533.0
2017-07-20,2600.0
2017-07-21,2620.0
2017-07-24,2635.15
2017-07-25,2592.1
2017-07-26,2600.0
2017-07-27,2632.65
2017-07-28,2630.0
2017-07-31,2592.0
2017-08-01,2577.0
2017-08-02,2629.0
2017-08-04,2620.0
2017-08-07,2601.0
2017-08-08,2577.55
2017-08-09,2630.0
2017-08-10,2672.6
2017-08-11,2674.0
2017-08-14,2667.0
2017-08-16,2613.0
2017-08-17,2650.0
2017-08-18,2641.15
2017-08-21,2660.0
2017-08-22,2688.75
2017-08-23,2660.0
2017-08-28,2656.0
2017-08-29,2746.7
2017-09-01,2750.1
2017-09-04,2819.0
2017-09-05,2800.05
2017-09-06,2853.15
2017-09-07,2800.0
2017-09-08,2800.0
2017-09-11,2775.0
2017-09-12,2756.0
2017-09-13,2752.1
2017-09-14,2752.0
2017-09-15,2739.75
2017-09-18,2734.0
2017-09-19,2740.0
2017-09-20,2730.1
2017-09-21,2730.0
2017-09-22,2729.95
2017-09-25,2730.0
2017-09-26,2775.35
2017-09-27,2748.85
2017-10-03,2732.0
2017-10-04,2719.0
2017-10-05,2710.0
2017-10-06,2710.0
2017-10-09,2703.0
2017-10-10,2712.2
2017-10-11,2749.0
2017-10-12,2740.0
2017-10-13,2735.0
2017-10-16,2740.5
2017-10-17,2909.2
2017-10-18,2850.9
2017-10-19,3007.0
2017-10-23,2718.2
2017-10-24,2714.0
2017-10-25,2714.0
2017-10-26,2715.0
2017-10-27,2689.0
2017-10-30,2692.35
2017-10-31,2693.3
2017-11-01,2700.1
2017-11-02,2717.0
2017-11-03,2717.0
2017-11-06,2717.1
2017-11-07,2700.0
2017-11-08,2717.0
2017-11-09,2706.75
2017-11-10,2702.5
2017-11-13,2719.9
2017-11-14,2686.0
2017-11-15,2723.0
2017-11-16,2715.0
2017-11-17,2717.0
2017-11-20,2730.0
2017-11-21,2720.0
2017-11-22,2720.0
2017-11-23,2717.0
2017-11-24,2717.7
2017-11-27,2739.0
2017-11-28,2709.0
2017-11-29,2700.0
2017-11-30,2700.0
2017-12-01,2678.85
2017-12-04,2675.0
2017-12-05,2680.0
2017-12-06,2663.3
2017-12-07,2665.0
2017-12-08,2622.7
2017-12-11,2650.0
2017-12-12,2601.0
2017-12-13,2613.9
2017-12-14,2635.0
2017-12-15,2600.0
2017-12-18,2630.0
2017-12-19,2618.15
2017-12-20,2609.5
2017-12-21,2604.0
2017-12-22,2607.0
2017-12-26,2600.5
2017-12-27,2674.85
2017-12-28,2705.7
2017-12-29,2689.0
