Date,VOLTAMP
2017-01-02,885.5
2017-01-03,886.65
2017-01-04,887.15
2017-01-05,909.2
2017-01-06,912.85
2017-01-09,911.35
2017-01-10,946.45
2017-01-11,942.05
2017-01-12,939.35
2017-01-13,928.05
2017-01-16,945.05
2017-01-17,929.05
2017-01-18,990.35
2017-01-19,999.5
2017-01-20,982.35
2017-01-23,1006.1
2017-01-24,998.0
2017-01-25,988.9
2017-01-27,988.3
2017-01-30,984.25
2017-01-31,972.75
2017-02-01,972.9
2017-02-02,981.3
2017-02-03,984.1
2017-02-06,996.45
2017-02-07,983.85
2017-02-08,977.45
2017-02-09,989.45
2017-02-10,995.7
2017-02-13,978.7
2017-02-14,954.05
2017-02-15,937.8
2017-02-16,938.75
2017-02-17,948.25
2017-02-20,940.7
2017-02-21,949.05
2017-02-22,952.05
2017-02-23,945.3
2017-02-27,942.0
2017-02-28,944.65
2017-03-01,954.35
2017-03-02,941.3
2017-03-03,940.25
2017-03-06,939.9
2017-03-07,940.85
2017-03-08,938.55
2017-03-09,947.85
2017-03-10,954.05
2017-03-14,955.3
2017-03-15,952.7
2017-03-16,953.85
2017-03-17,950.45
2017-03-20,951.8
2017-03-21,948.85
2017-03-22,931.95
2017-03-23,949.7
2017-03-24,976.9
2017-03-27,983.2
2017-03-28,1029.9
2017-03-29,1036.9
2017-03-30,1043.4
2017-03-31,1051.05
2017-04-03,1118.05
2017-04-05,1120.45
2017-04-06,1092.95
2017-04-07,1149.35
2017-04-10,1172.8
2017-04-11,1212.0
2017-04-12,1229.25
2017-04-13,1259.85
2017-04-17,1304.1
2017-04-18,1262.6
2017-04-19,1242.55
2017-04-20,1231.85
2017-04-21,1234.5
2017-04-24,1228.0
2017-04-25,1236.2
2017-04-26,1209.55
2017-04-27,1193.45
2017-04-28,1208.0
2017-05-02,1225.1
2017-05-03,1201.5
2017-05-04,1208.0
2017-05-05,1181.75
2017-05-08,1171.2
2017-05-09,1197.75
2017-05-10,1220.8
2017-05-11,1210.3
2017-05-12,1204.65
2017-05-15,1208.4
2017-05-16,1294.4
2017-05-17,1304.0
2017-05-18,1286.0
2017-05-19,1284.25
2017-05-22,1277.85
2017-05-23,1258.1
2017-05-24,1216.65
2017-05-25,1235.7
2017-05-26,1236.1
2017-05-29,1220.5
2017-05-30,1202.3
2017-05-31,1256.55
2017-06-01,1258.45
2017-06-02,1261.2
2017-06-05,1257.8
2017-06-06,1247.35
2017-06-07,1269.15
2017-06-08,1268.35
2017-06-09,1297.25
2017-06-12,1268.25
2017-06-13,1264.85
2017-06-14,1266.85
2017-06-15,1262.95
2017-06-16,1274.9
2017-06-19,1275.5
2017-06-20,1308.45
2017-06-21,1308.25
2017-06-22,1303.8
2017-06-23,1260.2
2017-06-27,1237.9
2017-06-28,1230.2
2017-06-29,1236.8
2017-06-30,1243.95
2017-07-03,1260.95
2017-07-04,1253.25
2017-07-05,1253.85
2017-07-06,1260.8
2017-07-07,1260.3
2017-07-10,1281.85
2017-07-11,1292.2
2017-07-12,1285.1
2017-07-13,1284.45
2017-07-14,1275.4
2017-07-17,1241.2
2017-07-18,1228.4
2017-07-19,1208.8
2017-07-20,1209.25
2017-07-21,1223.5
2017-07-24,1189.4
2017-07-25,1182.8
2017-07-26,1216.4
2017-07-27,1189.95
2017-07-28,1178.9
2017-07-31,1175.5
2017-08-01,1180.9
2017-08-02,1169.45
2017-08-03,1157.6
2017-08-04,1161.4
2017-08-07,1141.8
2017-08-08,1144.35
2017-08-09,1134.0
2017-08-10,1097.2
2017-08-11,1070.15
2017-08-14,1081.6
2017-08-16,1080.05
2017-08-17,1084.65
2017-08-18,1086.3
2017-08-21,1100.8
2017-08-22,1084.6
2017-08-23,1093.9
2017-08-24,1090.05
2017-08-28,1098.3
2017-08-29,1088.25
2017-08-30,1095.35
2017-08-31,1093.35
2017-09-01,1100.3
2017-09-04,1108.75
2017-09-05,1114.55
2017-09-06,1104.1
2017-09-07,1102.5
2017-09-08,1102.8
2017-09-11,1109.0
2017-09-12,1106.85
2017-09-13,1095.7
2017-09-14,1101.8
2017-09-15,1103.1
2017-09-18,1105.35
2017-09-19,1162.6
2017-09-20,1190.0
2017-09-21,1167.45
2017-09-22,1119.2
2017-09-25,1141.35
2017-09-26,1125.1
2017-09-27,1106.3
2017-09-28,1110.9
2017-09-29,1107.15
2017-10-03,1099.45
2017-10-04,1084.2
2017-10-05,1123.9
2017-10-06,1125.4
2017-10-09,1209.1
2017-10-10,1207.7
2017-10-11,1195.8
2017-10-12,1194.95
2017-10-13,1180.55
2017-10-16,1172.35
2017-10-17,1191.45
2017-10-18,1181.65
2017-10-19,1188.7
2017-10-23,1186.95
2017-10-24,1182.0
2017-10-25,1172.15
2017-10-26,1161.55
2017-10-27,1169.7
2017-10-30,1164.05
2017-10-31,1168.1
2017-11-01,1154.95
2017-11-02,1155.9
2017-11-03,1169.3
2017-11-06,1180.7
2017-11-07,1173.3
2017-11-08,1163.85
2017-11-09,1156.05
2017-11-10,1153.1
2017-11-13,1142.65
2017-11-14,1130.45
2017-11-15,1071.55
2017-11-16,1065.4
2017-11-17,1063.95
2017-11-20,1066.1
2017-11-21,1071.75
2017-11-22,1059.4
2017-11-23,1058.55
2017-11-24,1058.2
2017-11-27,1067.55
2017-11-28,1060.25
2017-11-29,1059.85
2017-11-30,1048.6
2017-12-01,1045.85
2017-12-04,1042.6
2017-12-05,1069.25
2017-12-06,1052.1
2017-12-07,1055.9
2017-12-08,1072.5
2017-12-11,1077.4
2017-12-12,1065.5
2017-12-13,1051.85
2017-12-14,1050.6
2017-12-15,1055.05
2017-12-18,1054.5
2017-12-19,1071.05
2017-12-20,1094.8
2017-12-21,1111.15
2017-12-22,1146.35
2017-12-26,1133.9
2017-12-27,1114.9
2017-12-28,1121.3
2017-12-29,1121.55
