Date,CENTENKA
2017-01-02,285.15
2017-01-03,289.0
2017-01-04,286.45
2017-01-05,289.7
2017-01-06,286.5
2017-01-09,288.75
2017-01-10,287.9
2017-01-11,292.2
2017-01-12,291.8
2017-01-13,289.6
2017-01-16,287.85
2017-01-17,291.65
2017-01-18,305.35
2017-01-19,302.65
2017-01-20,298.5
2017-01-23,296.75
2017-01-24,298.35
2017-01-25,296.8
2017-01-27,299.1
2017-01-30,296.9
2017-01-31,296.35
2017-02-01,300.1
2017-02-02,297.95
2017-02-03,299.55
2017-02-06,301.75
2017-02-07,301.05
2017-02-08,295.15
2017-02-09,314.85
2017-02-10,310.5
2017-02-13,315.7
2017-02-14,308.85
2017-02-15,302.65
2017-02-16,308.5
2017-02-17,316.15
2017-02-20,322.15
2017-02-21,333.9
2017-02-22,328.45
2017-02-23,325.75
2017-02-27,326.9
2017-02-28,325.3
2017-03-01,323.05
2017-03-02,316.55
2017-03-03,316.9
2017-03-06,323.5
2017-03-07,326.35
2017-03-08,323.75
2017-03-09,324.65
2017-03-10,330.4
2017-03-14,349.15
2017-03-15,342.5
2017-03-16,346.05
2017-03-17,356.2
2017-03-20,357.7
2017-03-21,360.35
2017-03-22,410.5
2017-03-23,417.65
2017-03-24,416.4
2017-03-27,416.0
2017-03-28,416.8
2017-03-29,428.5
2017-03-30,427.7
2017-03-31,427.7
2017-04-03,431.65
2017-04-05,433.15
2017-04-06,421.8
2017-04-07,430.05
2017-04-10,439.6
2017-04-11,446.4
2017-04-12,436.15
2017-04-13,434.8
2017-04-17,436.95
2017-04-18,425.4
2017-04-19,423.5
2017-04-20,426.8
2017-04-21,427.45
2017-04-24,426.4
2017-04-25,430.3
2017-04-26,423.9
2017-04-27,429.8
2017-04-28,423.6
2017-05-02,419.4
2017-05-03,422.9
2017-05-04,422.7
2017-05-05,413.2
2017-05-08,420.3
2017-05-09,432.6
2017-05-10,430.5
2017-05-11,418.3
2017-05-12,415.8
2017-05-15,416.35
2017-05-16,408.2
2017-05-17,401.35
2017-05-18,392.55
2017-05-19,393.7
2017-05-22,388.45
2017-05-23,379.35
2017-05-24,374.8
2017-05-25,374.9
2017-05-26,391.5
2017-05-29,383.9
2017-05-30,381.15
2017-05-31,396.8
2017-06-01,403.4
2017-06-02,400.4
2017-06-05,402.4
2017-06-06,400.65
2017-06-07,399.95
2017-06-08,398.1
2017-06-09,397.25
2017-06-12,397.2
2017-06-13,397.8
2017-06-14,394.35
2017-06-15,397.05
2017-06-16,395.85
2017-06-19,391.3
2017-06-20,391.45
2017-06-21,388.4
2017-06-22,386.95
2017-06-23,379.45
2017-06-27,363.95
2017-06-28,384.25
2017-06-29,393.85
2017-06-30,390.55
2017-07-03,398.6
2017-07-04,396.4
2017-07-05,396.55
2017-07-06,396.95
2017-07-07,395.15
2017-07-10,396.5
2017-07-11,393.65
2017-07-12,391.2
2017-07-13,390.85
2017-07-14,382.65
2017-07-17,388.3
2017-07-18,399.6
2017-07-19,403.6
2017-07-20,404.9
2017-07-21,403.1
2017-07-24,400.8
2017-07-25,397.85
2017-07-26,394.6
2017-07-27,388.9
2017-07-28,347.95
2017-07-31,331.7
2017-08-01,332.65
2017-08-02,316.0
2017-08-03,308.85
2017-08-04,310.25
2017-08-07,317.6
2017-08-08,318.05
2017-08-09,314.7
2017-08-10,304.25
2017-08-11,306.8
2017-08-14,306.85
2017-08-16,314.5
2017-08-17,316.35
2017-08-18,317.15
2017-08-21,319.45
2017-08-22,316.6
2017-08-23,319.7
2017-08-24,315.8
2017-08-28,319.4
2017-08-29,315.3
2017-08-30,321.2
2017-08-31,318.85
2017-09-01,319.55
2017-09-04,317.55
2017-09-05,325.25
2017-09-06,325.65
2017-09-07,339.05
2017-09-08,330.65
2017-09-11,337.65
2017-09-12,337.3
2017-09-13,331.45
2017-09-14,330.2
2017-09-15,328.6
2017-09-18,327.55
2017-09-19,331.45
2017-09-20,334.65
2017-09-21,328.05
2017-09-22,318.4
2017-09-25,310.8
2017-09-26,314.8
2017-09-27,305.25
2017-09-28,306.55
2017-09-29,308.35
2017-10-03,309.95
2017-10-04,309.4
2017-10-05,306.1
2017-10-06,321.05
2017-10-09,338.9
2017-10-10,342.7
2017-10-11,334.6
2017-10-12,333.7
2017-10-13,335.2
2017-10-16,332.8
2017-10-17,330.9
2017-10-18,362.65
2017-10-19,360.4
2017-10-23,368.8
2017-10-24,360.25
2017-10-25,346.5
2017-10-26,352.35
2017-10-27,358.85
2017-10-30,380.5
2017-10-31,394.1
2017-11-01,388.85
2017-11-02,384.5
2017-11-03,387.35
2017-11-06,386.65
2017-11-07,353.15
2017-11-08,338.5
2017-11-09,339.5
2017-11-10,336.15
2017-11-13,330.15
2017-11-14,327.2
2017-11-15,322.75
2017-11-16,342.0
2017-11-17,338.75
2017-11-20,337.2
2017-11-21,332.2
2017-11-22,336.45
2017-11-23,341.6
2017-11-24,337.8
2017-11-27,335.95
2017-11-28,329.6
2017-11-29,328.15
2017-11-30,329.95
2017-12-01,330.35
2017-12-04,330.15
2017-12-05,330.95
2017-12-06,329.35
2017-12-07,327.45
2017-12-08,330.1
2017-12-11,336.05
2017-12-12,332.35
2017-12-13,327.65
2017-12-14,325.7
2017-12-15,328.65
2017-12-18,323.35
2017-12-19,330.55
2017-12-20,330.75
2017-12-21,330.0
2017-12-22,334.25
2017-12-26,335.3
2017-12-27,331.55
2017-12-28,331.55
2017-12-29,332.0
