Date,DRREDDY
2017-01-02,3083.4
2017-01-03,3072.4
2017-01-04,3091.3
2017-01-05,3136.25
2017-01-06,3159.15
2017-01-09,3060.2
2017-01-10,3041.85
2017-01-11,3042.45
2017-01-12,3008.5
2017-01-13,2979.75
2017-01-16,2985.3
2017-01-17,2976.55
2017-01-18,2948.05
2017-01-19,2940.25
2017-01-20,2947.4
2017-01-23,2923.65
2017-01-24,2973.35
2017-01-25,2996.3
2017-01-27,2994.55
2017-01-30,3017.05
2017-01-31,3018.8
2017-02-01,3001.2
2017-02-02,3097.05
2017-02-03,3144.55
2017-02-06,3096.8
2017-02-07,3065.1
2017-02-08,3015.45
2017-02-09,3023.1
2017-02-10,2976.05
2017-02-13,2966.95
2017-02-14,2941.45
2017-02-15,2911.35
2017-02-16,2923.2
2017-02-17,2912.7
2017-02-20,2898.75
2017-02-21,2894.05
2017-02-22,2903.2
2017-02-23,2887.4
2017-02-27,2857.0
2017-02-28,2849.95
2017-03-01,2923.3
2017-03-02,2870.5
2017-03-03,2871.1
2017-03-06,2858.85
2017-03-07,2852.3
2017-03-08,2846.8
2017-03-09,2704.85
2017-03-10,2715.85
2017-03-14,2741.0
2017-03-15,2739.6
2017-03-16,2751.7
2017-03-17,2736.25
2017-03-20,2734.35
2017-03-21,2623.25
2017-03-22,2629.65
2017-03-23,2631.2
2017-03-24,2628.35
2017-03-27,2631.95
2017-03-28,2637.75
2017-03-29,2633.65
2017-03-30,2613.25
2017-03-31,2632.35
2017-04-03,2744.45
2017-04-05,2741.35
2017-04-06,2718.1
2017-04-07,2661.35
2017-04-10,2635.85
2017-04-11,2628.1
2017-04-12,2644.85
2017-04-13,2640.95
2017-04-17,2661.25
2017-04-18,2628.45
2017-04-19,2607.4
2017-04-20,2612.5
2017-04-21,2609.65
2017-04-24,2612.8
2017-04-25,2645.95
2017-04-26,2610.65
2017-04-27,2596.55
2017-04-28,2599.15
2017-05-02,2582.65
2017-05-03,2595.6
2017-05-04,2606.0
2017-05-05,2603.0
2017-05-08,2600.5
2017-05-09,2581.15
2017-05-10,2602.85
2017-05-11,2594.0
2017-05-12,2580.8
2017-05-15,2675.8
2017-05-16,2724.1
2017-05-17,2736.9
2017-05-18,2678.95
2017-05-19,2656.45
2017-05-22,2608.7
2017-05-23,2579.45
2017-05-24,2516.8
2017-05-25,2427.7
2017-05-26,2414.4
2017-05-29,2425.85
2017-05-30,2481.35
2017-05-31,2523.85
2017-06-01,2522.8
2017-06-02,2554.5
2017-06-05,2535.85
2017-06-06,2549.3
2017-06-07,2540.65
2017-06-08,2636.25
2017-06-09,2628.8
2017-06-12,2630.25
2017-06-13,2626.7
2017-06-14,2669.3
2017-06-15,2700.5
2017-06-16,2682.6
2017-06-19,2657.45
2017-06-20,2676.05
2017-06-21,2687.05
2017-06-22,2635.6
2017-06-23,2643.7
2017-06-27,2653.1
2017-06-28,2651.75
2017-06-29,2651.5
2017-06-30,2690.1
2017-07-03,2682.55
2017-07-04,2623.7
2017-07-05,2664.95
2017-07-06,2667.9
2017-07-07,2705.4
2017-07-10,2726.2
2017-07-11,2691.25
2017-07-12,2690.1
2017-07-13,2694.0
2017-07-14,2703.0
2017-07-17,2697.25
2017-07-18,2718.95
2017-07-19,2774.0
2017-07-20,2750.1
2017-07-21,2762.55
2017-07-24,2696.45
2017-07-25,2692.15
2017-07-26,2707.35
2017-07-27,2620.35
2017-07-28,2464.95
2017-07-31,2383.2
2017-08-01,2431.55
2017-08-02,2378.55
2017-08-03,2323.95
2017-08-04,2239.55
2017-08-07,2206.95
2017-08-08,2095.65
2017-08-09,2048.35
2017-08-10,1944.45
2017-08-11,2011.15
2017-08-14,2002.05
2017-08-16,2005.25
2017-08-17,2011.25
2017-08-18,1982.0
2017-08-21,1931.1
2017-08-22,1984.15
2017-08-23,2030.95
2017-08-24,2088.15
2017-08-28,2049.4
2017-08-29,2042.05
2017-08-30,2038.9
2017-08-31,2020.9
2017-09-01,2217.55
2017-09-04,2195.1
2017-09-05,2209.15
2017-09-06,2196.9
2017-09-07,2224.95
2017-09-08,2162.5
2017-09-11,2159.5
2017-09-12,2165.75
2017-09-13,2217.35
2017-09-14,2253.35
2017-09-15,2211.2
2017-09-18,2242.05
2017-09-19,2241.55
2017-09-20,2314.7
2017-09-21,2486.55
2017-09-22,2457.75
2017-09-25,2417.25
2017-09-26,2370.75
2017-09-27,2304.7
2017-09-28,2375.4
2017-09-29,2328.75
2017-10-03,2335.55
2017-10-04,2387.6
2017-10-05,2389.15
2017-10-06,2375.85
2017-10-09,2408.95
2017-10-10,2411.35
2017-10-11,2372.15
2017-10-12,2379.85
2017-10-13,2354.45
2017-10-16,2403.5
2017-10-17,2381.35
2017-10-18,2385.4
2017-10-19,2373.05
2017-10-23,2366.2
2017-10-24,2363.65
2017-10-25,2348.85
2017-10-26,2344.35
2017-10-27,2394.95
2017-10-30,2438.5
2017-10-31,2428.15
