Date,POLYPLEX
2017-01-02,369.45
2017-01-03,366.4
2017-01-04,372.2
2017-01-05,373.7
2017-01-06,371.85
2017-01-09,392.5
2017-01-10,390.5
2017-01-11,388.5
2017-01-12,384.0
2017-01-13,385.95
2017-01-16,401.4
2017-01-17,398.75
2017-01-18,400.95
2017-01-19,394.5
2017-01-20,392.4
2017-01-23,394.75
2017-01-24,391.05
2017-01-25,388.7
2017-01-27,387.3
2017-01-30,388.05
2017-01-31,381.45
2017-02-01,389.4
2017-02-02,391.2
2017-02-03,393.85
2017-02-06,406.2
2017-02-07,392.0
2017-02-08,378.95
2017-02-09,379.95
2017-02-10,376.55
2017-02-13,360.75
2017-02-14,372.1
2017-02-15,361.25
2017-02-16,364.1
2017-02-17,361.45
2017-02-20,370.85
2017-02-21,370.2
2017-02-22,372.4
2017-02-23,372.95
2017-02-27,371.1
2017-02-28,373.8
2017-03-01,376.1
2017-03-02,379.6
2017-03-03,379.4
2017-03-06,380.75
2017-03-07,380.9
2017-03-08,376.3
2017-03-09,380.7
2017-03-10,380.45
2017-03-14,385.6
2017-03-15,389.3
2017-03-16,397.65
2017-03-17,405.0
2017-03-20,397.4
2017-03-21,390.7
2017-03-22,391.3
2017-03-23,394.35
2017-03-24,395.2
2017-03-27,390.1
2017-03-28,396.05
2017-03-29,398.95
2017-03-30,395.9
2017-03-31,419.5
2017-04-03,417.4
2017-04-05,427.2
2017-04-06,420.95
2017-04-07,420.95
2017-04-10,430.6
2017-04-11,454.45
2017-04-12,446.55
2017-04-13,458.45
2017-04-17,467.9
2017-04-18,470.5
2017-04-19,477.4
2017-04-20,471.9
2017-04-21,471.0
2017-04-24,471.65
2017-04-25,474.5
2017-04-26,481.6
2017-04-27,480.75
2017-04-28,478.55
2017-05-02,484.0
2017-05-03,479.45
2017-05-04,481.65
2017-05-05,465.6
2017-05-08,477.65
2017-05-09,469.65
2017-05-10,480.5
2017-05-11,476.85
2017-05-12,472.85
2017-05-15,474.15
2017-05-16,468.85
2017-05-17,470.0
2017-05-18,463.1
2017-05-19,466.15
2017-05-22,459.6
2017-05-23,445.45
2017-05-24,437.65
2017-05-25,449.9
2017-05-26,452.75
2017-05-29,432.85
2017-05-30,436.55
2017-05-31,433.6
2017-06-01,441.05
2017-06-02,444.15
2017-06-05,452.9
2017-06-06,446.45
2017-06-07,445.35
2017-06-08,448.1
2017-06-09,442.1
2017-06-12,435.9
2017-06-13,429.95
2017-06-14,420.5
2017-06-15,430.15
2017-06-16,429.3
2017-06-19,425.8
2017-06-20,436.95
2017-06-21,440.15
2017-06-22,435.65
2017-06-23,430.05
2017-06-27,430.0
2017-06-28,427.2
2017-06-29,430.1
2017-06-30,428.5
2017-07-03,429.25
2017-07-04,428.3
2017-07-05,443.4
2017-07-06,440.85
2017-07-07,444.65
2017-07-10,450.2
2017-07-11,447.65
2017-07-12,446.1
2017-07-13,453.55
2017-07-14,466.4
2017-07-17,464.7
2017-07-18,461.15
2017-07-19,466.15
2017-07-20,464.1
2017-07-21,462.95
2017-07-24,461.6
2017-07-25,458.85
2017-07-26,456.7
2017-07-27,462.25
2017-07-28,461.0
2017-07-31,461.55
2017-08-01,459.1
2017-08-02,461.6
2017-08-03,458.35
2017-08-04,461.05
2017-08-07,463.4
2017-08-08,464.75
2017-08-09,447.5
2017-08-10,435.25
2017-08-11,434.75
2017-08-14,438.55
2017-08-16,440.9
2017-08-17,441.65
2017-08-18,444.75
2017-08-21,440.05
2017-08-22,432.6
2017-08-23,436.1
2017-08-24,436.65
2017-08-28,436.65
2017-08-29,438.3
2017-08-30,440.55
2017-08-31,462.25
2017-09-01,471.1
2017-09-04,467.7
2017-09-05,461.4
2017-09-06,459.85
2017-09-07,454.45
2017-09-08,451.65
2017-09-11,454.0
2017-09-12,456.05
2017-09-13,451.25
2017-09-14,451.05
2017-09-15,451.5
2017-09-18,453.6
2017-09-19,458.9
2017-09-20,451.3
2017-09-21,450.15
2017-09-22,440.1
2017-09-25,433.65
2017-09-26,436.95
2017-09-27,431.8
2017-09-28,437.3
2017-09-29,442.8
2017-10-03,445.0
2017-10-04,444.1
2017-10-05,442.55
2017-10-06,450.5
2017-10-09,461.5
2017-10-10,458.65
2017-10-11,457.05
2017-10-12,465.85
2017-10-13,511.6
2017-10-16,535.4
2017-10-17,539.9
2017-10-18,522.3
2017-10-19,538.8
2017-10-23,535.0
2017-10-24,548.15
2017-10-25,551.7
2017-10-26,561.6
2017-10-27,564.4
2017-10-30,566.9
2017-10-31,563.5
2017-11-01,559.2
2017-11-02,561.75
2017-11-03,567.1
2017-11-06,566.3
2017-11-07,555.6
2017-11-08,533.35
2017-11-09,550.45
2017-11-10,552.0
2017-11-13,545.6
2017-11-14,555.95
2017-11-15,541.9
2017-11-16,540.55
2017-11-17,543.2
2017-11-20,539.35
2017-11-21,538.8
2017-11-22,538.05
2017-11-23,533.4
2017-11-24,533.4
2017-11-27,534.2
2017-11-28,534.8
2017-11-29,529.15
2017-11-30,522.8
2017-12-01,521.55
2017-12-04,518.9
2017-12-05,521.95
2017-12-06,525.6
2017-12-07,527.4
2017-12-08,527.45
2017-12-11,543.1
2017-12-12,557.4
2017-12-13,558.95
2017-12-14,557.95
2017-12-15,559.55
2017-12-18,554.85
2017-12-19,564.55
2017-12-20,559.0
2017-12-21,560.15
2017-12-22,559.2
2017-12-26,557.5
2017-12-27,555.2
2017-12-28,555.5
2017-12-29,551.9
