Date,JUBILANT
2017-01-02,621.95
2017-01-03,638.0
2017-01-04,715.65
2017-01-05,715.85
2017-01-06,704.45
2017-01-09,696.5
2017-01-10,702.1
2017-01-11,705.6
2017-01-12,680.35
2017-01-13,672.75
2017-01-16,692.05
2017-01-17,694.35
2017-01-18,698.6
2017-01-19,692.5
2017-01-20,671.2
2017-01-23,676.15
2017-01-24,694.6
2017-01-25,710.7
2017-01-27,703.1
2017-01-30,694.95
2017-01-31,671.4
2017-02-01,700.1
2017-02-02,716.15
2017-02-03,712.2
2017-02-06,747.75
2017-02-07,704.1
2017-02-08,701.9
2017-02-09,717.2
2017-02-10,710.0
2017-02-13,698.4
2017-02-14,681.5
2017-02-15,660.2
2017-02-16,694.8
2017-02-17,705.65
2017-02-20,717.1
2017-02-21,719.15
2017-02-22,710.6
2017-02-23,708.5
2017-02-27,717.9
2017-02-28,719.8
2017-03-01,715.0
2017-03-02,712.85
2017-03-03,707.65
2017-03-06,710.35
2017-03-07,705.55
2017-03-08,735.85
2017-03-09,749.35
2017-03-10,750.35
2017-03-14,824.55
2017-03-15,799.5
2017-03-16,798.0
2017-03-17,784.8
2017-03-20,786.2
2017-03-21,798.85
2017-03-22,789.65
2017-03-23,789.9
2017-03-24,782.25
2017-03-27,789.75
2017-03-28,809.7
2017-03-29,800.95
2017-03-30,800.75
2017-03-31,799.8
2017-04-03,818.85
2017-04-05,837.9
2017-04-06,835.3
2017-04-07,813.55
2017-04-10,813.4
2017-04-11,831.15
2017-04-12,853.45
2017-04-13,839.15
2017-04-17,827.9
2017-04-18,820.35
2017-04-19,812.25
2017-04-20,813.3
2017-04-21,807.45
2017-04-24,789.85
2017-04-25,801.0
2017-04-26,783.05
2017-04-27,767.25
2017-04-28,771.55
2017-05-02,761.25
2017-05-03,733.4
2017-05-04,734.2
2017-05-05,762.6
2017-05-08,761.15
2017-05-09,771.75
2017-05-10,785.85
2017-05-11,779.8
2017-05-12,773.7
2017-05-15,762.2
2017-05-16,766.3
2017-05-17,757.2
2017-05-18,727.5
2017-05-19,704.25
2017-05-22,682.0
2017-05-23,675.5
2017-05-24,723.3
2017-05-25,709.9
2017-05-26,709.1
2017-05-29,688.55
2017-05-30,731.6
2017-05-31,742.65
2017-06-01,740.4
2017-06-02,736.35
2017-06-05,731.8
2017-06-06,741.9
2017-06-07,748.55
2017-06-08,745.3
2017-06-09,735.1
2017-06-12,721.7
2017-06-13,729.75
2017-06-14,720.0
2017-06-15,701.4
2017-06-16,693.4
2017-06-19,679.35
2017-06-20,702.8
2017-06-21,698.0
2017-06-22,686.6
2017-06-23,673.3
2017-06-27,666.6
2017-06-28,690.7
2017-06-29,689.55
2017-06-30,684.65
2017-07-03,688.85
2017-07-04,690.75
2017-07-05,705.8
2017-07-06,709.0
2017-07-07,714.25
2017-07-10,715.2
2017-07-11,714.85
2017-07-12,707.4
2017-07-13,708.7
2017-07-14,716.3
2017-07-17,711.05
2017-07-18,703.4
2017-07-19,721.2
2017-07-20,742.0
2017-07-21,748.2
2017-07-24,744.55
2017-07-25,737.0
2017-07-26,739.9
2017-07-27,734.2
2017-07-28,724.95
2017-07-31,714.95
2017-08-01,716.5
2017-08-02,712.8
2017-08-03,715.3
2017-08-04,698.1
2017-08-07,699.85
2017-08-08,688.1
2017-08-09,669.2
2017-08-10,642.9
2017-08-11,680.9
2017-08-14,678.25
2017-08-16,697.95
2017-08-17,722.1
2017-08-18,703.4
2017-08-21,697.2
2017-08-22,708.4
2017-08-23,719.45
2017-08-24,726.25
2017-08-28,718.1
2017-08-29,699.55
2017-08-30,692.35
2017-08-31,702.6
2017-09-01,698.6
2017-09-04,693.45
2017-09-05,704.5
2017-09-06,693.5
2017-09-07,684.5
2017-09-08,698.15
2017-09-11,694.7
2017-09-12,698.85
2017-09-13,705.65
2017-09-14,707.2
2017-09-15,712.15
2017-09-18,709.55
2017-09-19,699.15
2017-09-20,690.4
2017-09-21,687.55
2017-09-22,662.6
2017-09-25,655.55
2017-09-26,659.5
2017-09-27,645.15
2017-09-28,647.0
2017-09-29,659.25
2017-10-03,654.75
2017-10-04,654.65
2017-10-05,652.8
2017-10-06,665.05
2017-10-09,677.2
2017-10-10,677.7
2017-10-11,658.55
2017-10-12,660.75
2017-10-13,655.55
2017-10-16,657.6
2017-10-17,643.7
2017-10-18,635.8
2017-10-19,637.8
2017-10-23,620.0
2017-10-24,613.7
2017-10-25,603.9
2017-10-26,633.35
2017-10-27,638.85
2017-10-30,639.25
2017-10-31,640.35
2017-11-01,646.9
2017-11-02,650.75
2017-11-03,648.55
2017-11-06,654.05
2017-11-07,648.35
2017-11-08,640.55
2017-11-09,645.05
2017-11-10,624.4
2017-11-13,605.25
2017-11-14,617.2
2017-11-15,609.2
2017-11-16,619.05
2017-11-17,677.85
2017-11-20,659.65
2017-11-21,649.95
2017-11-22,636.45
2017-11-23,647.3
2017-11-24,635.95
2017-11-27,648.55
2017-11-28,645.8
2017-11-29,639.9
2017-11-30,656.7
2017-12-01,694.65
2017-12-04,706.0
2017-12-05,689.2
2017-12-06,685.2
2017-12-07,690.05
2017-12-08,688.75
2017-12-11,682.85
2017-12-12,683.25
2017-12-13,672.2
2017-12-14,667.8
2017-12-15,681.1
2017-12-18,679.25
2017-12-19,700.65
2017-12-20,745.15
2017-12-21,768.15
2017-12-22,773.85
2017-12-26,768.3
2017-12-27,783.35
2017-12-28,767.0
2017-12-29,788.3
