Date,KAKATCEM
2017-01-02,275.95
2017-01-03,293.65
2017-01-04,287.7
2017-01-05,292.6
2017-01-06,287.9
2017-01-09,289.15
2017-01-10,318.05
2017-01-11,314.2
2017-01-12,318.45
2017-01-13,318.4
2017-01-16,317.55
2017-01-17,312.85
2017-01-18,313.1
2017-01-19,309.15
2017-01-20,297.1
2017-01-23,306.55
2017-01-24,314.65
2017-01-25,313.05
2017-01-27,310.5
2017-01-30,313.1
2017-01-31,307.5
2017-02-01,326.6
2017-02-02,330.0
2017-02-03,335.65
2017-02-06,345.4
2017-02-07,332.25
2017-02-08,329.35
2017-02-09,326.3
2017-02-10,327.35
2017-02-13,325.75
2017-02-14,316.25
2017-02-15,308.45
2017-02-16,317.8
2017-02-17,321.0
2017-02-20,336.45
2017-02-21,339.4
2017-02-22,342.0
2017-02-23,339.5
2017-02-27,330.1
2017-02-28,346.95
2017-03-01,344.6
2017-03-02,339.7
2017-03-03,338.65
2017-03-06,338.0
2017-03-07,329.95
2017-03-08,329.6
2017-03-09,328.7
2017-03-10,325.65
2017-03-14,325.25
2017-03-15,325.65
2017-03-16,325.55
2017-03-17,326.6
2017-03-20,327.8
2017-03-21,323.05
2017-03-22,318.7
2017-03-23,315.5
2017-03-24,311.6
2017-03-27,308.1
2017-03-28,311.15
2017-03-29,314.5
2017-03-30,316.8
2017-03-31,311.2
2017-04-03,330.95
2017-04-05,339.25
2017-04-06,337.75
2017-04-07,329.05
2017-04-10,324.3
2017-04-11,326.25
2017-04-12,323.2
2017-04-13,321.2
2017-04-17,321.3
2017-04-18,319.25
2017-04-19,321.7
2017-04-20,337.05
2017-04-21,335.75
2017-04-24,402.9
2017-04-25,411.95
2017-04-26,391.95
2017-04-27,424.55
2017-04-28,419.95
2017-05-02,402.45
2017-05-03,410.55
2017-05-04,432.45
2017-05-05,434.75
2017-05-08,435.65
2017-05-09,431.6
2017-05-10,427.1
2017-05-11,423.7
2017-05-12,431.75
2017-05-15,434.25
2017-05-16,433.35
2017-05-17,429.6
2017-05-18,421.2
2017-05-19,419.2
2017-05-22,416.1
2017-05-23,403.15
2017-05-24,388.2
2017-05-25,394.95
2017-05-26,404.8
2017-05-29,389.6
2017-05-30,383.65
2017-05-31,390.5
2017-06-01,394.0
2017-06-02,396.9
2017-06-05,396.15
2017-06-06,391.1
2017-06-07,392.5
2017-06-08,388.25
2017-06-09,389.55
2017-06-12,391.45
2017-06-13,393.8
2017-06-14,393.85
2017-06-15,397.25
2017-06-16,389.55
2017-06-19,389.1
2017-06-20,386.95
2017-06-21,384.35
2017-06-22,383.1
2017-06-23,376.75
2017-06-27,364.5
2017-06-28,369.75
2017-06-29,371.75
2017-06-30,371.95
2017-07-03,379.5
2017-07-04,374.3
2017-07-05,376.55
2017-07-06,384.75
2017-07-07,400.7
2017-07-10,403.2
2017-07-11,395.95
2017-07-12,396.65
2017-07-13,389.4
2017-07-14,388.0
2017-07-17,383.45
2017-07-18,388.65
2017-07-19,385.65
2017-07-20,390.1
2017-07-21,389.0
2017-07-24,389.65
2017-07-25,398.35
2017-07-26,390.2
2017-07-27,385.5
2017-07-28,383.8
2017-07-31,383.35
2017-08-01,382.2
2017-08-02,378.4
2017-08-03,377.1
2017-08-04,371.9
2017-08-07,385.4
2017-08-08,374.8
2017-08-09,364.6
2017-08-10,332.4
2017-08-11,321.95
2017-08-14,341.5
2017-08-16,344.5
2017-08-17,347.8
2017-08-18,342.4
2017-08-21,340.7
2017-08-22,337.05
2017-08-23,342.8
2017-08-24,337.25
2017-08-28,345.2
2017-08-29,344.7
2017-08-30,360.5
2017-08-31,415.75
2017-09-01,406.75
2017-09-04,404.25
2017-09-05,415.95
2017-09-06,392.8
2017-09-07,384.2
2017-09-08,378.9
2017-09-11,376.25
2017-09-12,383.0
2017-09-13,394.2
2017-09-14,395.75
2017-09-15,387.4
2017-09-18,387.75
2017-09-19,385.15
2017-09-20,382.7
2017-09-21,376.35
2017-09-22,367.1
2017-09-25,355.3
2017-09-26,356.5
2017-09-27,353.5
2017-09-28,354.35
2017-09-29,348.35
2017-10-03,351.55
2017-10-04,357.85
2017-10-05,373.8
2017-10-06,378.4
2017-10-09,386.65
2017-10-10,388.1
2017-10-11,379.05
2017-10-12,379.3
2017-10-13,379.2
2017-10-16,378.75
2017-10-17,371.8
2017-10-18,368.0
2017-10-19,367.75
2017-10-23,361.25
2017-10-24,363.05
2017-10-25,365.25
2017-10-26,363.95
2017-10-27,377.0
2017-10-30,396.45
2017-10-31,394.8
2017-11-01,394.2
2017-11-02,388.35
2017-11-03,394.35
2017-11-06,388.6
2017-11-07,378.1
2017-11-08,373.25
2017-11-09,371.15
2017-11-10,371.55
2017-11-13,369.65
2017-11-14,370.7
2017-11-15,360.2
2017-11-16,361.7
2017-11-17,369.8
2017-11-20,370.45
2017-11-21,369.15
2017-11-22,373.05
2017-11-23,373.15
2017-11-24,369.35
2017-11-27,372.45
2017-11-28,374.4
2017-11-29,404.05
2017-11-30,409.65
2017-12-01,409.2
2017-12-04,401.6
2017-12-05,391.05
2017-12-06,389.25
2017-12-07,391.25
2017-12-08,388.45
2017-12-11,389.85
2017-12-12,386.1
2017-12-13,401.65
2017-12-14,394.65
2017-12-15,397.85
2017-12-18,394.7
2017-12-19,398.65
2017-12-20,398.95
2017-12-21,400.6
2017-12-22,411.8
2017-12-26,410.1
2017-12-27,398.2
2017-12-28,395.45
2017-12-29,394.1
