Date,KAYA
2017-01-02,712.3
2017-01-03,722.75
2017-01-04,712.75
2017-01-05,711.25
2017-01-06,712.65
2017-01-09,709.8
2017-01-10,711.9
2017-01-11,721.55
2017-01-12,710.6
2017-01-13,728.1
2017-01-16,747.0
2017-01-17,766.25
2017-01-18,788.75
2017-01-19,794.85
2017-01-20,783.9
2017-01-23,804.2
2017-01-24,809.4
2017-01-25,809.0
2017-01-27,812.3
2017-01-30,821.35
2017-01-31,816.6
2017-02-01,827.7
2017-02-02,779.95
2017-02-03,799.35
2017-02-06,798.0
2017-02-07,785.0
2017-02-08,783.95
2017-02-09,804.1
2017-02-10,804.4
2017-02-13,805.8
2017-02-14,781.7
2017-02-15,779.3
2017-02-16,789.0
2017-02-17,778.7
2017-02-20,777.4
2017-02-21,773.2
2017-02-22,761.05
2017-02-23,749.85
2017-02-27,745.85
2017-02-28,767.0
2017-03-01,758.0
2017-03-02,753.55
2017-03-03,762.8
2017-03-06,756.15
2017-03-07,766.0
2017-03-08,757.2
2017-03-09,748.15
2017-03-10,747.05
2017-03-14,754.55
2017-03-15,749.85
2017-03-16,747.7
2017-03-17,746.2
2017-03-20,737.9
2017-03-21,728.8
2017-03-22,715.65
2017-03-23,738.1
2017-03-24,734.55
2017-03-27,733.4
2017-03-28,734.1
2017-03-29,726.15
2017-03-30,780.45
2017-03-31,779.6
2017-04-03,801.5
2017-04-05,803.75
2017-04-06,800.65
2017-04-07,801.95
2017-04-10,809.1
2017-04-11,851.45
2017-04-12,833.4
2017-04-13,866.45
2017-04-17,837.95
2017-04-18,842.05
2017-04-19,871.5
2017-04-20,869.1
2017-04-21,854.05
2017-04-24,849.15
2017-04-25,847.1
2017-04-26,828.65
2017-04-27,829.45
2017-04-28,826.7
2017-05-02,852.0
2017-05-03,839.5
2017-05-04,844.2
2017-05-05,850.15
2017-05-08,875.05
2017-05-09,905.05
2017-05-10,919.05
2017-05-11,936.95
2017-05-12,965.05
2017-05-15,1002.75
2017-05-16,1041.45
2017-05-17,1021.45
2017-05-18,1046.5
2017-05-19,1019.35
2017-05-22,1033.65
2017-05-23,997.75
2017-05-24,1016.2
2017-05-25,1020.65
2017-05-26,1071.9
2017-05-29,1071.5
2017-05-30,1070.85
2017-05-31,1071.6
2017-06-01,1088.15
2017-06-02,1073.0
2017-06-05,1112.4
2017-06-06,1105.75
2017-06-07,1105.75
2017-06-08,1143.2
2017-06-09,1176.65
2017-06-12,1143.3
2017-06-13,1133.0
2017-06-14,1080.9
2017-06-15,1059.45
2017-06-16,1017.8
2017-06-19,992.7
2017-06-20,984.3
2017-06-21,994.0
2017-06-22,991.9
2017-06-23,979.05
2017-06-27,966.9
2017-06-28,962.25
2017-06-29,983.25
2017-06-30,974.5
2017-07-03,987.35
2017-07-04,978.7
2017-07-05,988.45
2017-07-06,974.2
2017-07-07,981.8
2017-07-10,975.5
2017-07-11,983.85
2017-07-12,981.75
2017-07-13,986.25
2017-07-14,976.0
2017-07-17,956.15
2017-07-18,965.1
2017-07-19,971.15
2017-07-20,959.4
2017-07-21,954.55
2017-07-24,934.8
2017-07-25,941.2
2017-07-26,933.2
2017-07-27,889.9
2017-07-28,913.4
2017-07-31,909.4
2017-08-01,876.3
2017-08-02,875.3
2017-08-03,888.05
2017-08-04,911.3
2017-08-07,918.7
2017-08-08,890.95
2017-08-09,904.55
2017-08-10,881.15
2017-08-11,898.6
2017-08-14,897.5
2017-08-16,894.1
2017-08-17,886.8
2017-08-18,892.75
2017-08-21,892.65
2017-08-22,882.2
2017-08-23,900.05
2017-08-24,884.1
2017-08-28,883.8
2017-08-29,885.3
2017-08-30,884.05
2017-08-31,884.4
2017-09-01,890.2
2017-09-04,891.85
2017-09-05,898.45
2017-09-06,899.75
2017-09-07,903.15
2017-09-08,885.3
2017-09-11,894.2
2017-09-12,899.4
2017-09-13,891.85
2017-09-14,894.75
2017-09-15,884.8
2017-09-18,887.85
2017-09-19,883.7
2017-09-20,882.45
2017-09-21,880.35
2017-09-22,872.7
2017-09-25,880.05
2017-09-26,865.7
2017-09-27,852.0
2017-09-28,852.45
2017-09-29,860.9
2017-10-03,855.95
2017-10-04,857.15
2017-10-05,921.1
2017-10-06,940.0
2017-10-09,947.0
2017-10-10,964.6
2017-10-11,920.3
2017-10-12,920.65
2017-10-13,914.6
2017-10-16,919.05
2017-10-17,959.35
2017-10-18,937.35
2017-10-19,947.1
2017-10-23,902.4
2017-10-24,918.75
2017-10-25,935.55
2017-10-26,932.4
2017-10-27,939.85
2017-10-30,928.8
2017-10-31,937.55
2017-11-01,920.45
2017-11-02,917.7
2017-11-03,922.0
2017-11-06,913.6
2017-11-07,895.3
2017-11-08,887.6
2017-11-09,866.3
2017-11-10,862.15
2017-11-13,848.0
2017-11-14,839.95
2017-11-15,847.0
2017-11-16,830.85
2017-11-17,856.1
2017-11-20,888.35
2017-11-21,912.95
2017-11-22,907.05
2017-11-23,911.5
2017-11-24,911.2
2017-11-27,911.3
2017-11-28,930.55
2017-11-29,923.45
2017-11-30,927.6
2017-12-01,912.55
2017-12-04,896.35
2017-12-05,895.5
2017-12-06,914.15
2017-12-07,918.5
2017-12-08,915.35
2017-12-11,936.2
2017-12-12,938.6
2017-12-13,921.55
2017-12-14,934.15
2017-12-15,918.55
2017-12-18,936.5
2017-12-19,951.4
2017-12-20,949.65
2017-12-21,942.95
2017-12-22,944.6
2017-12-26,947.2
2017-12-27,931.8
2017-12-28,931.55
2017-12-29,957.7
