Date,TTL
2017-01-02,44.95
2017-01-03,45.7
2017-01-04,47.25
2017-01-05,47.0
2017-01-06,46.0
2017-01-09,49.0
2017-01-10,50.3
2017-01-11,48.85
2017-01-12,48.15
2017-01-13,47.45
2017-01-16,47.6
2017-01-17,47.1
2017-01-18,47.3
2017-01-19,46.65
2017-01-20,46.1
2017-01-23,47.3
2017-01-24,46.5
2017-01-25,47.75
2017-01-27,47.2
2017-01-30,50.55
2017-01-31,48.6
2017-02-01,51.5
2017-02-02,53.65
2017-02-03,52.4
2017-02-06,54.0
2017-02-07,53.1
2017-02-08,52.6
2017-02-09,51.45
2017-02-10,51.1
2017-02-13,52.2
2017-02-14,53.8
2017-02-15,51.45
2017-02-16,52.3
2017-02-17,51.75
2017-02-20,50.75
2017-02-21,50.65
2017-02-22,54.15
2017-02-23,54.45
2017-02-27,55.25
2017-02-28,54.5
2017-03-01,56.1
2017-03-02,54.75
2017-03-03,56.25
2017-03-06,58.45
2017-03-07,58.0
2017-03-08,56.35
2017-03-09,56.25
2017-03-10,57.0
2017-03-14,58.95
2017-03-15,59.5
2017-03-16,59.65
2017-03-17,58.25
2017-03-20,57.85
2017-03-21,56.45
2017-03-22,56.35
2017-03-23,57.1
2017-03-24,57.1
2017-03-27,55.7
2017-03-28,55.65
2017-03-29,55.1
2017-03-30,56.5
2017-03-31,56.2
2017-04-03,57.1
2017-04-05,57.35
2017-04-06,56.75
2017-04-07,61.35
2017-04-10,62.45
2017-04-11,65.85
2017-04-12,70.7
2017-04-13,69.75
2017-04-17,67.6
2017-04-18,66.6
2017-04-19,70.5
2017-04-20,69.3
2017-04-21,69.25
2017-04-24,69.55
2017-04-25,72.3
2017-04-26,69.65
2017-04-27,68.55
2017-04-28,67.7
2017-05-02,66.5
2017-05-03,68.1
2017-05-04,69.9
2017-05-05,67.65
2017-05-08,67.25
2017-05-09,66.6
2017-05-10,67.05
2017-05-11,66.1
2017-05-12,66.35
2017-05-15,69.35
2017-05-16,69.35
2017-05-17,69.6
2017-05-18,67.55
2017-05-19,66.5
2017-05-22,64.95
2017-05-23,62.2
2017-05-24,60.3
2017-05-25,62.75
2017-05-26,64.5
2017-05-29,62.8
2017-05-30,65.9
2017-05-31,64.55
2017-06-01,64.75
2017-06-02,66.65
2017-06-05,66.9
2017-06-06,75.55
2017-06-07,77.75
2017-06-08,75.7
2017-06-09,75.9
2017-06-12,75.75
2017-06-13,76.0
2017-06-14,90.9
2017-06-15,97.9
2017-06-16,98.25
2017-06-19,110.45
2017-06-20,99.45
2017-06-21,106.95
2017-08-23,81.65
2017-08-24,85.25
2017-08-28,87.9
2017-08-29,83.55
2017-08-30,85.3
2017-08-31,85.25
2017-09-01,84.95
2017-09-04,81.9
2017-09-05,81.95
2017-09-06,86.0
2017-09-07,86.35
2017-09-08,82.6
2017-09-11,78.5
2017-09-12,74.6
2017-09-13,74.8
2017-09-14,74.15
2017-09-15,73.5
2017-09-18,72.75
2017-09-19,72.2
2017-09-20,73.15
2017-09-21,70.95
2017-09-22,68.25
2017-09-25,69.35
2017-09-26,70.4
2017-09-27,68.9
2017-09-28,70.0
2017-09-29,73.25
2017-10-03,74.2
2017-10-04,72.95
2017-10-05,71.65
2017-10-06,74.55
2017-10-09,73.3
2017-10-10,73.65
2017-10-11,72.4
2017-10-12,71.6
2017-10-13,71.1
2017-10-16,70.85
2017-10-17,71.5
2017-10-18,72.15
2017-10-19,72.65
2017-10-23,71.8
2017-10-24,72.0
2017-10-25,69.95
2017-10-26,69.55
2017-10-27,68.5
2017-10-30,69.1
2017-10-31,69.05
2017-11-01,69.95
2017-11-02,71.4
2017-11-03,72.1
2017-11-06,72.05
2017-11-07,70.2
2017-11-08,69.9
2017-11-09,72.55
2017-11-10,71.65
2017-11-13,70.1
2017-11-14,69.75
2017-11-15,68.15
2017-11-16,68.75
2017-11-17,69.1
2017-11-20,69.0
2017-11-21,66.9
2017-11-22,67.4
2017-11-23,74.1
2017-11-24,75.2
2017-11-27,73.15
2017-11-28,71.35
2017-11-29,71.85
2017-11-30,71.75
2017-12-01,74.85
2017-12-04,81.75
2017-12-05,78.8
2017-12-06,75.3
2017-12-07,90.35
2017-12-08,84.35
2017-12-11,85.0
2017-12-12,85.55
2017-12-13,83.1
2017-12-14,81.5
2017-12-15,93.7
2017-12-18,97.2
2017-12-19,102.75
2017-12-20,102.1
2017-12-21,102.9
2017-12-22,103.65
2017-12-26,101.7
2017-12-27,99.05
2017-12-28,96.9
2017-12-29,106.95
