Date,GLOBALVECT
2017-01-02,81.7
2017-01-03,85.4
2017-01-04,84.95
2017-01-05,94.8
2017-01-06,104.75
2017-01-09,113.2
2017-01-10,117.15
2017-01-11,106.75
2017-01-12,108.3
2017-01-13,119.05
2017-01-16,121.3
2017-01-17,116.7
2017-01-18,131.9
2017-01-19,129.25
2017-01-20,122.55
2017-01-23,120.0
2017-01-24,116.1
2017-01-25,114.05
2017-01-27,115.9
2017-01-30,112.15
2017-01-31,106.1
2017-02-01,113.85
2017-02-02,115.45
2017-02-03,110.8
2017-02-06,111.75
2017-02-07,115.25
2017-02-08,114.3
2017-02-09,113.9
2017-02-10,112.35
2017-02-13,107.2
2017-02-14,111.15
2017-02-15,105.9
2017-02-16,107.3
2017-02-17,104.85
2017-02-20,104.65
2017-02-21,106.85
2017-02-22,104.85
2017-02-23,104.2
2017-02-27,110.55
2017-02-28,108.15
2017-03-01,109.2
2017-03-02,105.75
2017-03-03,106.55
2017-03-06,106.3
2017-03-07,104.6
2017-03-08,106.4
2017-03-09,106.15
2017-03-10,104.6
2017-03-14,103.65
2017-03-15,105.45
2017-03-16,108.55
2017-03-17,110.05
2017-03-20,107.1
2017-03-21,107.4
2017-03-22,106.25
2017-03-23,110.6
2017-03-24,110.9
2017-03-27,111.45
2017-03-28,115.55
2017-03-29,117.15
2017-03-30,113.75
2017-03-31,114.6
2017-04-03,116.2
2017-04-05,118.85
2017-04-06,116.7
2017-04-07,113.35
2017-04-10,110.5
2017-04-11,110.8
2017-04-12,108.05
2017-04-13,109.25
2017-04-17,106.35
2017-04-18,105.6
2017-04-19,107.35
2017-04-20,111.85
2017-04-21,110.6
2017-04-24,110.85
2017-04-25,110.35
2017-04-26,108.85
2017-04-27,108.55
2017-04-28,108.1
2017-05-02,108.35
2017-05-03,107.0
2017-05-04,107.3
2017-05-05,108.4
2017-05-08,106.8
2017-05-09,108.0
2017-05-10,107.4
2017-05-11,112.8
2017-05-12,110.35
2017-05-15,108.95
2017-05-16,108.1
2017-05-17,108.85
2017-05-18,106.65
2017-05-19,104.2
2017-05-22,105.4
2017-05-23,103.0
2017-05-24,103.3
2017-05-25,123.95
2017-05-26,129.1
2017-05-29,129.65
2017-05-30,129.8
2017-05-31,128.65
2017-06-01,141.2
2017-06-02,143.3
2017-06-05,150.65
2017-06-06,156.95
2017-06-07,158.3
2017-06-08,158.95
2017-06-09,150.35
2017-06-12,147.35
2017-06-13,151.65
2017-06-14,149.45
2017-06-15,171.95
2017-06-16,166.7
2017-06-19,166.6
2017-06-20,167.45
2017-06-21,172.85
2017-06-22,166.5
2017-06-23,156.9
2017-06-27,149.05
2017-06-28,161.7
2017-06-29,168.15
2017-06-30,168.95
2017-07-03,166.75
2017-07-04,167.2
2017-07-05,176.75
2017-07-06,175.25
2017-07-07,175.7
2017-07-10,174.0
2017-07-11,168.75
2017-07-12,170.15
2017-07-13,162.65
2017-07-14,160.85
2017-07-17,160.9
2017-07-18,162.85
2017-07-19,159.35
2017-07-20,162.25
2017-07-21,159.65
2017-07-24,158.3
2017-07-25,160.95
2017-07-26,169.55
2017-07-27,161.85
2017-07-28,162.2
2017-07-31,159.25
2017-08-01,159.1
2017-08-02,159.55
2017-08-03,155.3
2017-08-04,155.05
2017-08-07,157.95
2017-08-08,154.7
2017-08-09,150.75
2017-08-10,134.35
2017-08-11,128.0
2017-08-14,131.35
2017-08-16,131.85
2017-08-17,136.2
2017-08-18,133.15
2017-08-21,138.0
2017-08-22,138.35
2017-08-23,140.4
2017-08-24,147.9
2017-08-28,150.55
2017-08-29,145.75
2017-08-30,148.9
2017-08-31,146.75
2017-09-01,155.25
2017-09-04,152.95
2017-09-05,155.75
2017-09-06,161.55
2017-09-07,161.3
2017-09-08,141.65
2017-09-11,135.55
2017-09-12,135.25
2017-09-13,138.6
2017-09-14,136.3
2017-09-15,135.25
2017-09-18,136.65
2017-09-19,145.0
2017-09-20,142.2
2017-09-21,141.05
2017-09-22,135.7
2017-09-25,130.65
2017-09-26,132.05
2017-09-27,128.5
2017-09-28,129.2
2017-09-29,129.5
2017-10-03,128.5
2017-10-04,130.75
2017-10-05,132.65
2017-10-06,145.8
2017-10-09,145.7
2017-10-10,144.05
2017-10-11,140.45
2017-10-12,141.9
2017-10-13,141.95
2017-10-16,139.55
2017-10-17,138.6
2017-10-18,139.5
2017-10-19,137.5
2017-10-23,136.7
2017-10-24,140.25
2017-10-25,142.95
2017-10-26,154.55
2017-10-27,156.25
2017-10-30,161.15
2017-10-31,175.1
2017-11-01,169.75
2017-11-02,163.05
2017-11-03,165.4
2017-11-06,162.75
2017-11-07,161.65
2017-11-08,162.45
2017-11-09,167.9
2017-11-10,169.75
2017-11-13,167.15
2017-11-14,168.6
2017-11-15,173.5
2017-11-16,186.6
2017-11-17,183.55
2017-11-20,184.85
2017-11-21,181.95
2017-11-22,195.95
2017-11-23,184.15
2017-11-24,184.65
2017-11-27,178.75
2017-11-28,176.2
2017-11-29,172.45
2017-11-30,173.0
2017-12-01,168.35
2017-12-04,166.6
2017-12-05,164.25
2017-12-06,169.35
2017-12-07,172.65
2017-12-08,170.7
2017-12-11,165.4
2017-12-12,167.1
2017-12-13,165.7
2017-12-14,165.75
2017-12-15,165.5
2017-12-18,163.15
2017-12-19,170.6
2017-12-20,181.05
2017-12-21,177.45
2017-12-22,178.5
2017-12-26,178.2
2017-12-27,178.25
2017-12-28,176.6
2017-12-29,175.75
