Date,SONATSOFTW
2017-01-02,197.05
2017-01-03,201.4
2017-01-04,200.9
2017-01-05,208.05
2017-01-06,197.2
2017-01-09,194.8
2017-01-10,198.05
2017-01-11,199.7
2017-01-12,197.8
2017-01-13,198.8
2017-01-16,196.85
2017-01-17,205.35
2017-01-18,213.65
2017-01-19,222.9
2017-01-20,216.45
2017-01-23,209.85
2017-01-24,209.0
2017-01-25,208.5
2017-01-27,208.9
2017-01-30,199.55
2017-01-31,191.8
2017-02-01,192.0
2017-02-02,197.6
2017-02-03,199.4
2017-02-06,193.6
2017-02-07,187.6
2017-02-08,185.45
2017-02-09,190.4
2017-02-10,196.85
2017-02-13,194.0
2017-02-14,190.0
2017-02-15,185.7
2017-02-16,189.25
2017-02-17,189.35
2017-02-20,191.35
2017-02-21,192.3
2017-02-22,193.25
2017-02-23,195.95
2017-02-27,192.15
2017-02-28,191.45
2017-03-01,193.15
2017-03-02,187.1
2017-03-03,191.3
2017-03-06,190.75
2017-03-07,189.35
2017-03-08,186.95
2017-03-09,184.6
2017-03-10,185.0
2017-03-14,182.8
2017-03-15,179.35
2017-03-16,180.85
2017-03-17,180.85
2017-03-20,172.35
2017-03-21,173.7
2017-03-22,167.8
2017-03-23,170.45
2017-03-24,169.1
2017-03-27,165.5
2017-03-28,166.8
2017-03-29,169.85
2017-03-30,168.8
2017-03-31,168.65
2017-04-03,175.95
2017-04-05,174.05
2017-04-06,172.9
2017-04-07,171.0
2017-04-10,171.65
2017-04-11,173.15
2017-04-12,168.45
2017-04-13,171.75
2017-04-17,168.35
2017-04-18,165.7
2017-04-19,164.4
2017-04-20,163.05
2017-04-21,168.2
2017-04-24,164.75
2017-04-25,168.4
2017-04-26,166.0
2017-04-27,164.9
2017-04-28,168.4
2017-05-02,166.0
2017-05-03,165.25
2017-05-04,163.4
2017-05-05,161.7
2017-05-08,162.6
2017-05-09,163.25
2017-05-10,163.45
2017-05-11,164.75
2017-05-12,163.6
2017-05-15,162.65
2017-05-16,158.6
2017-05-17,158.25
2017-05-18,157.4
2017-05-19,151.9
2017-05-22,150.45
2017-05-23,146.05
2017-05-24,146.0
2017-05-25,149.65
2017-05-26,149.65
2017-05-29,148.6
2017-05-30,149.8
2017-05-31,148.95
2017-06-01,153.05
2017-06-02,159.35
2017-06-05,162.9
2017-06-06,164.1
2017-06-07,160.75
2017-06-08,158.45
2017-06-09,160.4
2017-06-12,156.3
2017-06-13,154.15
2017-06-14,152.7
2017-06-15,150.5
2017-06-16,158.05
2017-06-19,153.95
2017-06-20,153.95
2017-06-21,152.85
2017-06-22,152.25
2017-06-23,151.3
2017-06-27,149.85
2017-06-28,151.05
2017-06-29,157.0
2017-06-30,152.9
2017-07-03,155.7
2017-07-04,152.4
2017-07-05,163.0
2017-07-06,163.35
2017-07-07,162.45
2017-07-10,163.9
2017-07-11,163.15
2017-07-12,165.8
2017-07-13,163.95
2017-07-14,160.7
2017-07-17,164.35
2017-07-18,161.25
2017-07-19,161.05
2017-07-20,160.85
2017-07-21,161.55
2017-07-24,162.8
2017-07-25,163.15
2017-07-26,162.9
2017-07-27,167.95
2017-07-28,166.5
2017-07-31,166.75
2017-08-01,167.95
2017-08-02,168.4
2017-08-03,161.9
2017-08-04,160.05
2017-08-07,156.75
2017-08-08,156.3
2017-08-09,153.55
2017-08-10,149.5
2017-08-11,150.0
2017-08-14,153.3
2017-08-16,160.1
2017-08-17,161.95
2017-08-18,157.55
2017-08-21,154.65
2017-08-22,155.25
2017-08-23,154.65
2017-08-24,156.95
2017-08-28,158.75
2017-08-29,157.85
2017-08-30,159.3
2017-08-31,158.25
2017-09-01,159.55
2017-09-04,158.2
2017-09-05,158.0
2017-09-06,155.15
2017-09-07,154.05
2017-09-08,153.6
2017-09-11,154.55
2017-09-12,156.5
2017-09-13,153.9
2017-09-14,152.15
2017-09-15,156.75
2017-09-18,155.5
2017-09-19,155.2
2017-09-20,154.55
2017-09-21,154.15
2017-09-22,153.0
2017-09-25,148.7
2017-09-26,147.55
2017-09-27,145.3
2017-09-28,147.35
2017-09-29,147.4
2017-10-03,150.25
2017-10-04,149.1
2017-10-05,148.85
2017-10-06,150.9
2017-10-09,153.3
2017-10-10,154.3
2017-10-11,152.5
2017-10-12,152.2
2017-10-13,153.55
2017-10-16,153.35
2017-10-17,154.8
2017-10-18,157.25
2017-10-19,157.0
2017-10-23,161.9
2017-10-24,172.55
2017-10-25,171.3
2017-10-26,172.35
2017-10-27,179.65
2017-10-30,181.9
2017-10-31,180.45
2017-11-01,185.95
2017-11-02,191.75
2017-11-03,186.0
2017-11-06,185.75
2017-11-07,186.15
2017-11-08,189.1
2017-11-09,189.45
2017-11-10,191.95
2017-11-13,186.75
2017-11-14,190.3
2017-11-15,192.35
2017-11-16,205.85
2017-11-17,209.4
2017-11-20,216.2
2017-11-21,222.55
2017-11-22,219.6
2017-11-23,229.35
2017-11-24,230.2
2017-11-27,226.4
2017-11-28,236.95
2017-11-29,242.25
2017-11-30,241.4
2017-12-01,238.6
2017-12-04,230.6
2017-12-05,219.05
2017-12-06,225.55
2017-12-07,227.3
2017-12-08,238.55
2017-12-11,239.5
2017-12-12,236.4
2017-12-13,234.3
2017-12-14,231.1
2017-12-15,231.25
2017-12-18,231.1
2017-12-19,249.65
2017-12-20,251.35
2017-12-21,250.05
2017-12-22,265.6
2017-12-26,279.95
2017-12-27,268.2
2017-12-28,273.95
2017-12-29,278.45
