Date,CINELINE
2017-01-02,80.35
2017-01-03,81.15
2017-01-04,82.25
2017-01-05,83.5
2017-01-06,83.95
2017-01-09,82.6
2017-01-10,82.45
2017-01-11,84.3
2017-01-12,82.55
2017-01-13,80.8
2017-01-16,81.25
2017-01-17,81.0
2017-01-18,82.2
2017-01-19,81.25
2017-01-20,79.9
2017-01-23,80.05
2017-01-24,80.1
2017-01-25,80.5
2017-01-27,80.45
2017-01-30,78.45
2017-01-31,77.45
2017-02-01,79.8
2017-02-02,81.15
2017-02-03,84.65
2017-02-06,85.6
2017-02-07,84.55
2017-02-08,82.65
2017-02-09,81.6
2017-02-10,81.1
2017-02-13,79.7
2017-02-14,80.0
2017-02-15,77.45
2017-02-16,78.45
2017-02-17,79.25
2017-02-20,79.0
2017-02-21,79.05
2017-02-22,78.45
2017-02-23,77.5
2017-02-27,77.5
2017-02-28,77.15
2017-03-01,76.5
2017-03-02,76.3
2017-03-03,76.15
2017-03-06,76.75
2017-03-07,76.15
2017-03-08,75.95
2017-03-09,75.25
2017-03-10,75.15
2017-03-14,74.6
2017-03-15,73.4
2017-03-16,73.65
2017-03-17,73.5
2017-03-20,72.45
2017-03-21,71.55
2017-03-22,71.35
2017-03-23,74.85
2017-03-24,74.35
2017-03-27,71.9
2017-03-28,71.95
2017-03-29,73.5
2017-03-30,74.1
2017-03-31,72.1
2017-04-03,74.15
2017-04-05,77.8
2017-04-06,78.55
2017-04-07,77.3
2017-04-10,80.65
2017-04-11,81.4
2017-04-12,79.75
2017-04-13,79.65
2017-04-17,82.0
2017-04-18,78.0
2017-04-19,78.4
2017-04-20,78.55
2017-04-21,81.65
2017-04-24,84.25
2017-04-25,87.25
2017-04-26,85.0
2017-04-27,84.45
2017-04-28,83.95
2017-05-02,81.7
2017-05-03,82.65
2017-05-04,81.1
2017-05-05,79.8
2017-05-08,81.5
2017-05-09,81.25
2017-05-10,81.5
2017-05-11,80.85
2017-05-12,80.4
2017-05-15,78.9
2017-05-16,80.0
2017-05-17,78.8
2017-05-18,78.15
2017-05-19,77.75
2017-05-22,76.4
2017-05-23,77.5
2017-05-24,74.7
2017-05-25,75.4
2017-05-26,75.1
2017-05-29,74.7
2017-05-30,74.1
2017-05-31,74.4
2017-06-01,73.95
2017-06-02,73.75
2017-06-05,76.55
2017-06-06,74.7
2017-06-07,75.0
2017-06-08,75.0
2017-06-09,76.1
2017-06-12,79.65
2017-06-13,79.05
2017-06-14,78.65
2017-06-15,78.0
2017-06-16,77.75
2017-06-19,76.0
2017-06-20,76.05
2017-06-21,76.25
2017-06-22,75.5
2017-06-23,74.15
2017-06-27,72.6
2017-06-28,73.05
2017-06-29,73.6
2017-06-30,72.6
2017-07-03,73.0
2017-07-04,72.85
2017-07-05,72.3
2017-07-06,73.15
2017-07-07,73.25
2017-07-10,73.6
2017-07-11,74.2
2017-07-12,73.25
2017-07-13,72.75
2017-07-14,71.95
2017-07-17,71.6
2017-07-18,72.4
2017-07-19,72.05
2017-07-20,72.9
2017-07-21,73.6
2017-07-24,72.5
2017-07-25,72.35
2017-07-26,74.2
2017-07-27,72.15
2017-07-28,78.45
2017-07-31,77.2
2017-08-01,76.85
2017-08-02,76.6
2017-08-03,75.15
2017-08-04,74.1
2017-08-07,74.35
2017-08-08,72.65
2017-08-09,72.6
2017-08-10,70.45
2017-08-11,67.9
2017-08-14,69.4
2017-08-16,70.15
2017-08-17,71.85
2017-08-18,69.95
2017-08-21,69.25
2017-08-22,67.95
2017-08-23,68.0
2017-08-24,70.65
2017-08-28,77.65
2017-08-29,78.5
2017-08-30,83.3
2017-08-31,83.0
2017-09-01,80.0
2017-09-04,81.6
2017-09-05,83.85
2017-09-06,84.1
2017-09-07,82.4
2017-09-08,88.9
2017-09-11,93.1
2017-09-12,91.3
2017-09-13,88.1
2017-09-14,89.75
2017-09-15,89.8
2017-09-18,91.85
2017-09-19,93.15
2017-09-20,98.65
2017-09-21,98.1
2017-09-22,91.3
2017-09-25,88.05
2017-09-26,90.85
2017-09-27,86.2
2017-09-28,86.4
2017-09-29,85.7
2017-10-03,87.1
2017-10-04,87.6
2017-10-05,91.3
2017-10-06,91.8
2017-10-09,92.0
2017-10-10,91.75
2017-10-11,88.3
2017-10-12,89.25
2017-10-13,90.15
2017-10-16,90.1
2017-10-17,90.05
2017-10-18,90.65
2017-10-19,89.05
2017-10-23,89.3
2017-10-24,96.45
2017-10-25,95.5
2017-10-26,96.1
2017-10-27,93.55
2017-10-30,92.85
2017-10-31,94.55
2017-11-01,95.8
2017-11-02,101.75
2017-11-03,100.55
2017-11-06,101.6
2017-11-07,96.15
2017-11-08,98.8
2017-11-09,99.2
2017-11-10,96.45
2017-11-13,94.85
2017-11-14,95.4
2017-11-15,92.4
2017-11-16,93.75
2017-11-17,96.0
2017-11-20,94.0
2017-11-21,93.6
2017-11-22,93.65
2017-11-23,92.65
2017-11-24,93.0
2017-11-27,92.85
2017-11-28,96.75
2017-11-29,94.45
2017-11-30,94.15
2017-12-01,94.25
2017-12-04,92.55
2017-12-05,91.0
2017-12-06,91.15
2017-12-07,91.95
2017-12-08,90.5
2017-12-11,90.35
2017-12-12,89.4
2017-12-13,87.35
2017-12-14,87.0
2017-12-15,85.3
2017-12-18,88.95
2017-12-19,90.75
2017-12-20,93.3
2017-12-21,94.85
2017-12-22,100.3
2017-12-26,107.3
2017-12-27,108.55
2017-12-28,114.15
2017-12-29,114.0
