Date,INDSWFTLAB
2017-01-02,36.65
2017-01-03,36.65
2017-01-04,36.9
2017-01-05,37.5
2017-01-06,37.7
2017-01-09,37.75
2017-01-10,37.95
2017-01-11,39.25
2017-01-12,38.3
2017-01-13,38.2
2017-01-16,37.85
2017-01-17,37.65
2017-01-18,37.35
2017-01-19,37.3
2017-01-20,37.05
2017-01-23,37.15
2017-01-24,36.95
2017-01-25,37.1
2017-01-27,37.45
2017-01-30,37.0
2017-01-31,37.05
2017-02-01,36.8
2017-02-02,36.95
2017-02-03,38.05
2017-02-06,37.15
2017-02-07,37.25
2017-02-08,36.5
2017-02-09,37.0
2017-02-10,37.05
2017-02-13,37.0
2017-02-14,36.5
2017-02-15,36.0
2017-02-16,35.8
2017-02-17,35.8
2017-02-20,36.05
2017-02-21,36.5
2017-02-22,37.05
2017-02-23,36.8
2017-02-27,37.25
2017-02-28,36.95
2017-03-01,36.75
2017-03-02,37.1
2017-03-03,37.95
2017-03-06,37.85
2017-03-07,36.85
2017-03-08,36.65
2017-03-09,36.65
2017-03-10,37.0
2017-03-14,37.3
2017-03-15,37.15
2017-03-16,36.9
2017-03-17,36.85
2017-03-20,36.55
2017-03-21,35.6
2017-03-22,35.7
2017-03-23,35.65
2017-03-24,35.15
2017-03-27,34.95
2017-03-28,34.4
2017-03-29,33.7
2017-03-30,33.85
2017-03-31,33.8
2017-04-03,34.75
2017-04-05,35.95
2017-04-06,35.7
2017-04-07,35.8
2017-04-10,38.1
2017-04-11,40.25
2017-04-12,46.05
2017-04-13,43.8
2017-04-17,45.75
2017-04-18,44.1
2017-04-19,43.55
2017-04-20,43.65
2017-04-21,42.85
2017-04-24,42.55
2017-04-25,42.5
2017-04-26,41.35
2017-04-27,41.2
2017-04-28,41.25
2017-05-02,44.5
2017-05-03,46.25
2017-05-04,45.25
2017-05-05,44.15
2017-05-08,44.75
2017-05-09,44.75
2017-05-10,45.65
2017-05-11,44.65
2017-05-12,44.2
2017-05-15,44.2
2017-05-16,43.3
2017-05-17,42.95
2017-05-18,42.2
2017-05-19,41.0
2017-05-22,40.65
2017-05-23,39.8
2017-05-24,39.3
2017-05-25,39.75
2017-05-26,39.4
2017-05-29,38.3
2017-05-30,37.85
2017-05-31,37.9
2017-06-01,38.7
2017-06-02,39.05
2017-06-05,40.4
2017-06-06,38.6
2017-06-07,38.85
2017-06-08,38.75
2017-06-09,38.45
2017-06-12,38.3
2017-06-13,38.45
2017-06-14,38.3
2017-06-15,36.95
2017-06-16,37.85
2017-06-19,37.95
2017-06-20,36.95
2017-06-21,37.3
2017-06-22,36.75
2017-06-23,36.95
2017-06-27,35.35
2017-06-28,36.5
2017-06-29,36.25
2017-06-30,38.75
2017-07-03,38.35
2017-07-04,37.95
2017-07-05,38.5
2017-07-06,38.65
2017-07-07,38.55
2017-07-10,38.95
2017-07-11,37.1
2017-07-12,37.1
2017-07-13,37.3
2017-07-14,36.55
2017-07-17,36.8
2017-07-18,36.45
2017-07-19,36.7
2017-07-20,36.7
2017-07-21,36.75
2017-07-24,36.65
2017-07-25,37.45
2017-07-26,37.05
2017-07-27,36.95
2017-07-28,36.6
2017-07-31,36.75
2017-08-01,37.0
2017-08-02,36.65
2017-08-03,36.7
2017-08-04,36.15
2017-08-07,36.1
2017-08-08,35.75
2017-08-09,35.45
2017-08-10,33.9
2017-08-11,32.85
2017-08-14,34.15
2017-08-16,34.35
2017-08-17,34.3
2017-08-18,33.85
2017-08-21,33.2
2017-08-22,33.3
2017-08-23,33.55
2017-08-24,33.5
2017-08-28,34.15
2017-08-29,33.05
2017-08-30,33.45
2017-08-31,33.15
2017-09-01,33.25
2017-09-04,33.65
2017-09-05,33.45
2017-09-06,33.85
2017-09-07,34.7
2017-09-08,34.3
2017-09-11,36.0
2017-09-12,36.7
2017-09-13,37.55
2017-09-14,36.65
2017-09-15,35.25
2017-09-18,34.65
2017-09-19,34.55
2017-09-20,34.35
2017-09-21,36.1
2017-09-22,34.75
2017-09-25,33.8
2017-09-26,34.25
2017-09-27,33.2
2017-09-28,33.25
2017-09-29,33.2
2017-10-03,33.7
2017-10-04,33.15
2017-10-05,33.3
2017-10-06,33.45
2017-10-09,33.8
2017-10-10,34.0
2017-10-11,34.0
2017-10-12,34.35
2017-10-13,33.6
2017-10-16,33.45
2017-10-17,33.4
2017-10-18,32.8
2017-10-19,33.45
2017-10-23,34.05
2017-10-24,35.35
2017-10-25,34.35
2017-10-26,33.8
2017-10-27,34.1
2017-10-30,33.95
2017-10-31,34.9
2017-11-01,35.05
2017-11-02,36.5
2017-11-03,36.5
2017-11-06,35.7
2017-11-07,34.6
2017-11-08,34.2
2017-11-09,35.2
2017-11-10,34.4
2017-11-13,34.15
2017-11-14,33.85
2017-11-15,33.15
2017-11-16,33.15
2017-11-17,33.85
2017-11-20,34.65
2017-11-21,34.8
2017-11-22,34.2
2017-11-23,33.95
2017-11-24,34.0
2017-11-27,34.35
2017-11-28,34.5
2017-11-29,34.85
2017-11-30,34.4
2017-12-01,41.15
2017-12-04,38.7
2017-12-05,38.0
2017-12-06,37.4
2017-12-07,38.2
2017-12-08,38.8
2017-12-11,39.35
2017-12-12,37.4
2017-12-13,37.45
2017-12-14,36.7
2017-12-15,37.6
2017-12-18,38.65
2017-12-19,38.9
2017-12-20,42.7
2017-12-21,50.9
2017-12-22,61.05
2017-12-26,67.15
2017-12-27,73.85
2017-12-28,69.65
2017-12-29,76.6
