Date,HONDAPOWER
2017-01-02,1492.65
2017-01-03,1506.55
2017-01-04,1503.75
2017-01-05,1528.75
2017-01-06,1497.2
2017-01-09,1509.1
2017-01-10,1510.0
2017-01-11,1539.4
2017-01-12,1514.55
2017-01-13,1509.45
2017-01-16,1498.95
2017-01-17,1488.4
2017-01-18,1518.95
2017-01-19,1544.2
2017-01-20,1522.25
2017-01-23,1511.5
2017-01-24,1510.5
2017-01-25,1516.95
2017-01-27,1513.95
2017-01-30,1507.95
2017-01-31,1481.95
2017-02-01,1517.05
2017-02-02,1535.65
2017-02-03,1532.25
2017-02-06,1513.9
2017-02-07,1504.6
2017-02-08,1499.95
2017-02-09,1488.3
2017-02-10,1512.95
2017-02-13,1424.1
2017-02-14,1422.65
2017-02-15,1399.95
2017-02-16,1401.45
2017-02-17,1390.4
2017-02-20,1399.6
2017-02-21,1389.9
2017-02-22,1374.85
2017-02-23,1376.9
2017-02-27,1377.3
2017-02-28,1385.6
2017-03-01,1378.55
2017-03-02,1362.7
2017-03-03,1359.1
2017-03-06,1365.8
2017-03-07,1357.75
2017-03-08,1358.95
2017-03-09,1377.1
2017-03-10,1376.0
2017-03-14,1374.9
2017-03-15,1388.9
2017-03-16,1383.5
2017-03-17,1393.25
2017-03-20,1372.9
2017-03-21,1359.45
2017-03-22,1355.55
2017-03-23,1369.65
2017-03-24,1370.65
2017-03-27,1359.85
2017-03-28,1352.1
2017-03-29,1365.75
2017-03-30,1347.1
2017-03-31,1336.4
2017-04-03,1362.6
2017-04-05,1358.6
2017-04-06,1354.65
2017-04-07,1328.6
2017-04-10,1336.6
2017-04-11,1457.05
2017-04-12,1511.55
2017-04-13,1514.8
2017-04-17,1481.6
2017-04-18,1454.5
2017-04-19,1447.5
2017-04-20,1482.3
2017-04-21,1455.25
2017-04-24,1493.9
2017-04-25,1463.4
2017-04-26,1456.45
2017-04-27,1465.1
2017-04-28,1466.5
2017-05-02,1444.9
2017-05-03,1451.2
2017-05-04,1444.2
2017-05-05,1436.35
2017-05-08,1497.3
2017-05-09,1448.75
2017-05-10,1442.95
2017-05-11,1430.15
2017-05-12,1410.7
2017-05-15,1439.4
2017-05-16,1391.4
2017-05-17,1390.55
2017-05-18,1376.05
2017-05-19,1384.8
2017-05-22,1377.35
2017-05-23,1367.6
2017-05-24,1353.75
2017-05-25,1364.85
2017-05-26,1366.75
2017-05-29,1344.65
2017-05-30,1340.05
2017-05-31,1348.4
2017-06-01,1388.8
2017-06-02,1355.85
2017-06-05,1368.75
2017-06-06,1339.4
2017-06-07,1365.85
2017-06-08,1348.8
2017-06-09,1349.95
2017-06-12,1324.4
2017-06-13,1336.1
2017-06-14,1326.4
2017-06-15,1337.55
2017-06-16,1353.35
2017-06-19,1394.6
2017-06-20,1381.65
2017-06-21,1382.5
2017-06-22,1381.45
2017-06-23,1353.5
2017-06-27,1328.5
2017-06-28,1333.6
2017-06-29,1351.65
2017-06-30,1339.45
2017-07-03,1358.35
2017-07-04,1379.4
2017-07-05,1348.35
2017-07-06,1344.6
2017-07-07,1336.05
2017-07-10,1347.85
2017-07-11,1340.05
2017-07-12,1327.35
2017-07-13,1369.0
2017-07-14,1358.55
2017-07-17,1355.0
2017-07-18,1348.7
2017-07-19,1357.35
2017-07-20,1350.15
2017-07-21,1349.0
2017-07-24,1320.7
2017-07-25,1359.7
2017-07-26,1465.6
2017-07-27,1436.4
2017-07-28,1419.7
2017-07-31,1517.9
2017-08-01,1507.2
2017-08-02,1513.75
2017-08-03,1479.7
2017-08-04,1463.05
2017-08-07,1449.5
2017-08-08,1433.05
2017-08-09,1432.45
2017-08-10,1384.35
2017-08-11,1405.15
2017-08-14,1427.25
2017-08-16,1450.65
2017-08-17,1449.6
2017-08-18,1444.1
2017-08-21,1423.8
2017-08-22,1427.6
2017-08-23,1428.0
2017-08-24,1426.85
2017-08-28,1407.5
2017-08-29,1374.85
2017-08-30,1390.2
2017-08-31,1389.05
2017-09-01,1436.35
2017-09-04,1404.3
2017-09-05,1399.65
2017-09-06,1430.05
2017-09-07,1440.35
2017-09-08,1384.8
2017-09-11,1360.9
2017-09-12,1358.8
2017-09-13,1361.35
2017-09-14,1363.05
2017-09-15,1351.65
2017-09-18,1341.05
2017-09-19,1361.15
2017-09-20,1366.75
2017-09-21,1370.35
2017-09-22,1347.15
2017-09-25,1315.9
2017-09-26,1322.75
2017-09-27,1309.25
2017-09-28,1308.55
2017-09-29,1305.1
2017-10-03,1314.95
2017-10-04,1318.7
2017-10-05,1309.2
2017-10-06,1307.85
2017-10-09,1301.85
2017-10-10,1307.3
2017-10-11,1307.3
2017-10-12,1323.8
2017-10-13,1310.45
2017-10-16,1310.15
2017-10-17,1314.3
2017-10-18,1324.45
2017-10-19,1326.0
2017-10-23,1311.05
2017-10-24,1339.55
2017-10-25,1309.85
2017-10-26,1317.55
2017-10-27,1365.3
2017-10-30,1377.7
2017-10-31,1365.95
2017-11-01,1369.15
2017-11-02,1367.05
2017-11-03,1368.75
2017-11-06,1353.35
2017-11-07,1326.4
2017-11-08,1324.7
2017-11-09,1324.1
2017-11-10,1312.75
2017-11-13,1315.0
2017-11-14,1325.5
2017-11-15,1314.0
2017-11-16,1323.45
2017-11-17,1314.9
2017-11-20,1328.6
2017-11-21,1316.65
2017-11-22,1314.1
2017-11-23,1313.35
2017-11-24,1306.5
2017-11-27,1306.05
2017-11-28,1305.2
2017-11-29,1318.95
2017-11-30,1335.0
2017-12-01,1345.1
2017-12-04,1323.15
2017-12-05,1339.9
2017-12-06,1336.0
2017-12-07,1341.65
2017-12-08,1355.05
2017-12-11,1323.55
2017-12-12,1341.1
2017-12-13,1329.1
2017-12-14,1328.5
2017-12-15,1344.75
2017-12-18,1350.3
2017-12-19,1345.65
2017-12-20,1351.5
2017-12-21,1426.85
2017-12-22,1530.65
2017-12-26,1516.05
2017-12-27,1590.25
2017-12-28,1561.7
2017-12-29,1554.05
