Date,GAIL
2017-01-02,435.15
2017-01-03,441.45
2017-01-04,440.15
2017-01-05,442.15
2017-01-06,442.55
2017-01-09,435.7
2017-01-10,440.7
2017-01-11,444.7
2017-01-12,442.05
2017-01-13,452.25
2017-01-16,447.8
2017-01-17,445.6
2017-01-18,439.5
2017-01-19,461.65
2017-01-20,460.1
2017-01-23,470.9
2017-01-24,474.55
2017-01-25,475.9
2017-01-27,482.05
2017-01-30,483.85
2017-01-31,468.15
2017-02-01,484.9
2017-02-02,476.45
2017-02-03,478.7
2017-02-06,482.45
2017-02-07,476.2
2017-02-08,485.35
2017-02-09,490.35
2017-02-10,483.35
2017-02-13,481.75
2017-02-14,495.45
2017-02-15,493.85
2017-02-16,502.95
2017-02-17,510.2
2017-02-20,524.1
2017-02-21,524.0
2017-02-22,518.9
2017-02-23,517.55
2017-02-27,515.3
2017-02-28,516.9
2017-03-01,506.35
2017-03-02,501.6
2017-03-03,520.25
2017-03-06,522.25
2017-03-07,524.9
2017-03-08,518.75
2017-03-09,379.25
2017-03-10,378.25
2017-03-14,375.8
2017-03-15,375.3
2017-03-16,378.8
2017-03-17,375.15
2017-03-20,374.35
2017-03-21,370.3
2017-03-22,369.0
2017-03-23,376.9
2017-03-24,381.3
2017-03-27,375.7
2017-03-28,374.8
2017-03-29,373.45
2017-03-30,379.0
2017-03-31,376.95
2017-04-03,384.75
2017-04-05,382.4
2017-04-06,386.65
2017-04-07,386.65
2017-04-10,384.85
2017-04-11,384.75
2017-04-12,378.25
2017-04-13,379.7
2017-04-17,394.5
2017-04-18,394.55
2017-04-19,393.8
2017-04-20,401.75
2017-04-21,399.5
2017-04-24,412.7
2017-04-25,411.5
2017-04-26,413.25
2017-04-27,418.4
2017-04-28,423.95
2017-05-02,429.5
2017-05-03,425.65
2017-05-04,428.7
2017-05-05,418.8
2017-05-08,418.15
2017-05-09,421.8
2017-05-10,417.5
2017-05-11,408.3
2017-05-12,409.2
2017-05-15,414.0
2017-05-16,411.4
2017-05-17,408.3
2017-05-18,404.75
2017-05-19,401.05
2017-05-22,390.2
2017-05-23,380.35
2017-05-24,390.65
2017-05-25,401.0
2017-05-26,401.75
2017-05-29,401.15
2017-05-30,405.45
2017-05-31,414.0
2017-06-01,410.35
2017-06-02,402.35
2017-06-05,398.0
2017-06-06,398.9
2017-06-07,402.6
2017-06-08,388.6
2017-06-09,381.15
2017-06-12,381.4
2017-06-13,381.7
2017-06-14,381.05
2017-06-15,376.6
2017-06-16,378.35
2017-06-19,380.65
2017-06-20,375.2
2017-06-21,368.25
2017-06-22,360.1
2017-06-23,354.15
2017-06-27,359.7
2017-06-28,356.05
2017-06-29,362.35
2017-06-30,361.45
2017-07-03,367.1
2017-07-04,365.35
2017-07-05,363.05
2017-07-06,361.5
2017-07-07,358.95
2017-07-10,366.0
2017-07-11,363.25
2017-07-12,369.85
2017-07-13,372.05
2017-07-14,390.35
2017-07-17,386.15
2017-07-18,379.05
2017-07-19,379.35
2017-07-20,379.15
2017-07-21,377.0
2017-07-24,377.0
2017-07-25,373.35
2017-07-26,375.65
2017-07-27,378.7
2017-07-28,379.95
2017-07-31,376.75
2017-08-01,373.85
2017-08-02,369.9
2017-08-03,370.55
2017-08-04,377.75
2017-08-07,381.6
2017-08-08,386.75
2017-08-09,382.2
2017-08-10,365.0
2017-08-11,368.95
2017-08-14,372.5
2017-08-16,371.2
2017-08-17,376.2
2017-08-18,381.25
2017-08-21,374.2
2017-08-22,377.75
2017-08-23,385.45
2017-08-24,383.0
2017-08-28,382.0
2017-08-29,379.0
2017-08-30,381.0
2017-08-31,378.3
2017-09-01,384.15
2017-09-04,379.6
2017-09-05,378.7
2017-09-06,382.25
2017-09-07,381.55
2017-09-08,380.1
2017-09-11,394.8
2017-09-12,409.6
2017-09-13,408.0
2017-09-14,400.95
2017-09-15,399.85
2017-09-18,400.25
2017-09-19,420.85
2017-09-20,417.3
2017-09-21,407.75
2017-09-22,398.55
2017-09-25,398.15
2017-09-26,398.8
2017-09-27,399.75
2017-09-28,396.25
2017-09-29,419.05
2017-10-03,435.4
2017-10-04,436.15
2017-10-05,430.9
2017-10-06,452.7
2017-10-09,446.05
2017-10-10,444.6
2017-10-11,444.4
2017-10-12,445.95
2017-10-13,437.5
2017-10-16,437.95
2017-10-17,437.35
2017-10-18,436.5
2017-10-19,433.25
2017-10-23,435.15
2017-10-24,444.25
2017-10-25,459.35
2017-10-26,465.3
2017-10-27,471.1
2017-10-30,475.7
2017-10-31,465.2
2017-11-01,468.05
2017-11-02,470.95
2017-11-03,463.85
2017-11-06,465.95
2017-11-07,463.5
2017-11-08,457.25
2017-11-09,451.1
2017-11-10,457.1
2017-11-13,455.45
2017-11-14,456.05
2017-11-15,449.2
2017-11-16,449.45
2017-11-17,444.75
2017-11-20,460.35
2017-11-21,459.95
2017-11-22,469.05
2017-11-23,462.9
2017-11-24,471.05
2017-11-27,467.45
2017-11-28,462.5
2017-11-29,462.15
2017-11-30,468.4
2017-12-01,455.8
2017-12-04,463.15
2017-12-05,462.15
2017-12-06,456.05
2017-12-07,492.55
2017-12-08,482.5
2017-12-11,481.2
2017-12-12,491.9
2017-12-13,491.8
2017-12-14,487.1
2017-12-15,485.65
2017-12-18,496.0
2017-12-19,496.55
2017-12-20,499.4
2017-12-21,501.5
2017-12-22,503.1
2017-12-26,509.65
2017-12-27,508.1
2017-12-28,511.2
2017-12-29,499.65
