Date,AARTIIND
2017-01-02,695.25
2017-01-03,703.4
2017-01-04,698.0
2017-01-05,701.35
2017-01-06,699.75
2017-01-09,698.95
2017-01-10,697.85
2017-01-11,701.15
2017-01-12,699.55
2017-01-13,702.4
2017-01-16,707.1
2017-01-17,706.75
2017-01-18,710.45
2017-01-19,704.45
2017-01-20,688.95
2017-01-23,693.55
2017-01-24,694.25
2017-01-25,705.35
2017-01-27,721.4
2017-01-30,724.15
2017-01-31,718.3
2017-02-01,731.95
2017-02-02,737.25
2017-02-03,763.4
2017-02-06,778.65
2017-02-07,784.25
2017-02-08,790.45
2017-02-09,786.45
2017-02-10,787.85
2017-02-13,794.7
2017-02-14,785.85
2017-02-15,775.55
2017-02-16,792.8
2017-02-17,797.55
2017-02-20,788.4
2017-02-21,788.35
2017-02-22,783.35
2017-02-23,770.9
2017-02-27,786.4
2017-02-28,773.35
2017-03-01,774.5
2017-03-02,763.95
2017-03-03,741.75
2017-03-06,734.0
2017-03-07,744.35
2017-03-08,776.35
2017-03-09,775.25
2017-03-10,771.1
2017-03-14,769.1
2017-03-15,791.15
2017-03-16,796.7
2017-03-17,774.9
2017-03-20,790.75
2017-03-21,789.75
2017-03-22,781.6
2017-03-23,783.3
2017-03-24,781.95
2017-03-27,772.1
2017-03-28,762.7
2017-03-29,755.4
2017-03-30,753.2
2017-03-31,765.55
2017-04-03,789.5
2017-04-05,793.8
2017-04-06,784.35
2017-04-07,784.9
2017-04-10,782.5
2017-04-11,793.35
2017-04-12,787.0
2017-04-13,777.6
2017-04-17,786.1
2017-04-18,792.65
2017-04-19,792.7
2017-04-20,800.6
2017-04-21,800.9
2017-04-24,798.4
2017-04-25,806.45
2017-04-26,818.1
2017-04-27,878.15
2017-04-28,877.8
2017-05-02,852.9
2017-05-03,852.15
2017-05-04,854.25
2017-05-05,860.7
2017-05-08,868.2
2017-05-09,865.5
2017-05-10,865.0
2017-05-11,866.05
2017-05-12,895.45
2017-05-15,930.9
2017-05-16,953.85
2017-05-17,931.95
2017-05-18,918.15
2017-05-19,885.4
2017-05-22,859.4
2017-05-23,849.35
2017-05-24,823.95
2017-05-25,820.75
2017-05-26,832.35
2017-05-29,844.3
2017-05-30,875.25
2017-05-31,880.3
2017-06-01,871.5
2017-06-02,900.0
2017-06-05,889.7
2017-06-06,888.25
2017-06-07,888.0
2017-06-08,894.0
2017-06-09,901.1
2017-06-12,863.4
2017-06-13,879.35
2017-06-14,876.45
2017-06-15,937.65
2017-06-16,909.65
2017-06-19,951.7
2017-06-20,964.4
2017-06-21,945.0
2017-06-22,941.0
2017-06-23,923.45
2017-06-27,890.0
2017-06-28,891.3
2017-06-29,906.25
2017-06-30,916.8
2017-07-03,941.35
2017-07-04,929.05
2017-07-05,913.5
2017-07-06,916.95
2017-07-07,931.35
2017-07-10,938.5
2017-07-11,944.95
2017-07-12,969.1
2017-07-13,987.15
2017-07-14,988.85
2017-07-17,983.9
2017-07-18,973.2
2017-07-19,986.65
2017-07-20,980.6
2017-07-21,973.65
2017-07-24,967.65
2017-07-25,977.05
2017-07-26,986.75
2017-07-27,986.5
2017-07-28,984.35
2017-07-31,972.05
2017-08-01,954.7
2017-08-02,930.65
2017-08-03,914.55
2017-08-04,919.75
2017-08-07,936.4
2017-08-08,949.2
2017-08-09,926.85
2017-08-10,894.25
2017-08-11,864.75
2017-08-14,874.95
2017-08-16,871.7
2017-08-17,858.15
2017-08-18,862.7
2017-08-21,864.7
2017-08-22,859.9
2017-08-23,854.65
2017-08-24,841.75
2017-08-28,843.25
2017-08-29,824.4
2017-08-30,844.7
2017-08-31,868.15
2017-09-01,883.5
2017-09-04,854.15
2017-09-05,847.0
2017-09-06,839.7
2017-09-07,845.4
2017-09-08,860.3
2017-09-11,856.2
2017-09-12,860.3
2017-09-13,845.05
2017-09-14,848.1
2017-09-15,878.35
2017-09-18,875.35
2017-09-19,865.65
2017-09-20,871.7
2017-09-21,872.65
2017-09-22,891.55
2017-09-25,865.95
2017-09-26,875.0
2017-09-27,875.2
2017-09-28,881.15
2017-09-29,892.95
2017-10-03,869.6
2017-10-04,875.65
2017-10-05,868.05
2017-10-06,871.65
2017-10-09,874.7
2017-10-10,882.25
2017-10-11,916.85
2017-10-12,903.4
2017-10-13,902.1
2017-10-16,900.6
2017-10-17,896.1
2017-10-18,888.95
2017-10-19,898.6
2017-10-23,895.1
2017-10-24,912.25
2017-10-25,897.6
2017-10-26,905.15
2017-10-27,919.0
2017-10-30,930.65
2017-10-31,953.3
2017-11-01,947.3
2017-11-02,946.9
2017-11-03,933.45
2017-11-06,909.5
2017-11-07,890.95
2017-11-08,891.9
2017-11-09,894.65
2017-11-10,895.15
2017-11-13,892.8
2017-11-14,891.15
2017-11-15,894.75
2017-11-16,891.65
2017-11-17,894.8
2017-11-20,895.0
2017-11-21,915.3
2017-11-22,910.0
2017-11-23,912.55
2017-11-24,912.45
2017-11-27,909.95
2017-11-28,910.35
2017-11-29,911.85
2017-11-30,911.6
2017-12-01,909.55
2017-12-04,890.65
2017-12-05,883.1
2017-12-06,880.15
2017-12-07,878.6
2017-12-08,881.0
2017-12-11,895.3
2017-12-12,902.05
2017-12-13,903.25
2017-12-14,906.75
2017-12-15,947.65
2017-12-18,973.75
2017-12-19,1007.9
2017-12-20,1019.6
2017-12-21,1042.95
2017-12-22,1129.5
2017-12-26,1117.3
2017-12-27,1076.9
2017-12-28,1069.2
2017-12-29,1133.9
