Date,SWANENERGY
2017-01-02,160.55
2017-01-03,161.85
2017-01-04,163.6
2017-01-05,160.95
2017-01-06,170.7
2017-01-09,171.0
2017-01-10,170.9
2017-01-11,171.2
2017-01-12,170.25
2017-01-13,170.15
2017-01-16,172.4
2017-01-17,175.8
2017-01-18,180.5
2017-01-19,180.2
2017-01-20,180.15
2017-01-23,180.15
2017-01-24,186.55
2017-01-25,196.5
2017-01-27,193.6
2017-01-30,171.85
2017-01-31,171.05
2017-02-01,171.65
2017-02-02,170.9
2017-02-03,170.85
2017-02-06,171.6
2017-02-07,170.3
2017-02-08,170.4
2017-02-09,170.25
2017-02-10,151.85
2017-02-13,156.4
2017-02-14,150.55
2017-02-15,150.2
2017-02-16,153.95
2017-02-17,150.05
2017-02-20,150.65
2017-02-21,157.9
2017-02-22,160.0
2017-02-23,160.15
2017-02-27,160.1
2017-02-28,156.6
2017-03-01,154.0
2017-03-02,152.2
2017-03-03,158.2
2017-03-06,156.65
2017-03-07,154.05
2017-03-08,153.3
2017-03-09,151.05
2017-03-10,146.0
2017-03-14,146.7
2017-03-15,145.1
2017-03-16,158.3
2017-03-17,160.2
2017-03-20,160.4
2017-03-21,161.1
2017-03-22,155.9
2017-03-23,153.2
2017-03-24,150.8
2017-03-27,147.65
2017-03-28,147.55
2017-03-29,142.2
2017-03-30,141.25
2017-03-31,141.35
2017-04-03,141.35
2017-04-05,141.35
2017-04-06,141.05
2017-04-07,140.9
2017-04-10,140.95
2017-04-11,140.1
2017-04-12,140.4
2017-04-13,141.1
2017-04-17,135.65
2017-04-18,145.25
2017-04-19,144.9
2017-04-20,151.8
2017-04-21,159.1
2017-04-24,159.1
2017-04-25,159.05
2017-04-26,155.25
2017-04-27,156.15
2017-04-28,155.95
2017-05-02,158.75
2017-05-03,153.9
2017-05-04,151.7
2017-05-05,148.55
2017-05-08,146.45
2017-05-09,145.8
2017-05-10,158.6
2017-05-11,150.15
2017-05-12,145.65
2017-05-15,143.45
2017-05-16,147.3
2017-05-17,146.3
2017-05-18,143.45
2017-05-19,140.9
2017-05-22,141.1
2017-05-23,137.55
2017-05-24,129.6
2017-05-25,125.1
2017-05-26,129.55
2017-05-29,126.65
2017-05-30,124.2
2017-05-31,126.3
2017-06-01,124.75
2017-06-02,124.2
2017-06-05,123.15
2017-06-06,128.95
2017-06-07,131.75
2017-06-08,143.95
2017-06-09,140.35
2017-06-12,146.0
2017-06-13,140.25
2017-06-14,139.9
2017-06-15,141.2
2017-06-16,144.65
2017-06-19,143.2
2017-06-20,140.55
2017-06-21,140.35
2017-06-22,140.95
2017-06-23,140.7
2017-06-27,134.4
2017-06-28,133.45
2017-06-29,132.4
2017-06-30,128.8
2017-07-03,130.05
2017-07-04,133.55
2017-07-05,134.45
2017-07-06,132.25
2017-07-07,131.25
2017-07-10,134.35
2017-07-11,132.15
2017-07-12,133.95
2017-07-13,135.8
2017-07-14,138.0
2017-07-17,137.65
2017-07-18,134.15
2017-07-19,133.1
2017-07-20,138.6
2017-07-21,137.1
2017-07-24,136.65
2017-07-25,136.0
2017-07-26,133.55
2017-07-27,133.15
2017-07-28,132.15
2017-07-31,132.55
2017-08-01,133.65
2017-08-02,132.7
2017-08-03,130.35
2017-08-04,127.75
2017-08-07,131.25
2017-08-08,124.65
2017-08-09,121.7
2017-08-10,115.4
2017-08-11,117.9
2017-08-14,118.95
2017-08-16,118.8
2017-08-17,120.55
2017-08-18,118.5
2017-08-21,115.65
2017-08-22,118.45
2017-08-23,125.85
2017-08-24,130.2
2017-08-28,142.25
2017-08-29,145.85
2017-08-30,146.75
2017-08-31,142.8
2017-09-01,146.1
2017-09-04,143.85
2017-09-05,147.15
2017-09-06,144.05
2017-09-07,143.9
2017-09-08,143.45
2017-09-11,139.1
2017-09-12,143.9
2017-09-13,142.25
2017-09-14,140.2
2017-09-15,138.85
2017-09-18,154.65
2017-09-19,157.4
2017-09-20,148.25
2017-09-21,143.75
2017-09-22,139.85
2017-09-25,139.5
2017-09-26,142.6
2017-09-27,138.45
2017-09-28,138.0
2017-09-29,138.55
2017-10-03,138.75
2017-10-04,137.7
2017-10-05,140.25
2017-10-06,139.9
2017-10-09,138.65
2017-10-10,138.0
2017-10-11,136.45
2017-10-12,136.5
2017-10-13,136.15
2017-10-16,163.35
2017-10-17,153.3
2017-10-18,156.4
2017-10-19,157.85
2017-10-23,154.45
2017-10-24,153.55
2017-10-25,152.1
2017-10-26,150.35
2017-10-27,149.35
2017-10-30,161.0
2017-10-31,155.85
2017-11-01,154.65
2017-11-02,152.6
2017-11-03,150.7
2017-11-06,153.6
2017-11-07,148.4
2017-11-08,148.0
2017-11-09,154.05
2017-11-10,156.8
2017-11-13,159.5
2017-11-14,159.55
2017-11-15,158.9
2017-11-16,164.75
2017-11-17,168.45
2017-11-20,174.35
2017-11-21,179.45
2017-11-22,187.95
2017-11-23,188.55
2017-11-24,185.35
2017-11-27,183.0
2017-11-28,180.9
2017-11-29,179.9
2017-11-30,184.45
2017-12-01,182.35
2017-12-04,182.1
2017-12-05,182.55
2017-12-06,180.45
2017-12-07,179.95
2017-12-08,180.3
2017-12-11,183.8
2017-12-12,187.9
2017-12-13,187.7
2017-12-14,184.55
2017-12-15,191.65
2017-12-18,191.6
2017-12-19,190.9
2017-12-20,187.3
2017-12-21,185.8
2017-12-22,185.25
2017-12-26,190.55
2017-12-27,190.95
2017-12-28,190.7
2017-12-29,190.9
