Date,KOTHARIPRO
2017-01-02,164.25
2017-01-03,164.5
2017-01-04,165.4
2017-01-05,169.05
2017-01-06,169.45
2017-01-09,169.6
2017-01-10,170.0
2017-01-11,169.3
2017-01-12,169.7
2017-01-13,170.75
2017-01-16,170.05
2017-01-17,169.0
2017-01-18,171.5
2017-01-19,171.85
2017-01-20,168.3
2017-01-23,171.8
2017-01-24,171.25
2017-01-25,171.1
2017-01-27,171.0
2017-01-30,171.1
2017-01-31,169.95
2017-02-01,171.45
2017-02-02,199.95
2017-02-03,192.95
2017-02-06,198.4
2017-02-07,198.0
2017-02-08,195.45
2017-02-09,195.95
2017-02-10,193.3
2017-02-13,180.2
2017-02-14,176.6
2017-02-15,173.3
2017-02-16,175.15
2017-02-17,177.95
2017-02-20,180.15
2017-02-21,179.45
2017-02-22,181.9
2017-02-23,178.6
2017-02-27,180.75
2017-02-28,199.15
2017-03-01,196.4
2017-03-02,189.5
2017-03-03,187.55
2017-03-06,186.35
2017-03-07,184.0
2017-03-08,185.7
2017-03-09,184.95
2017-03-10,183.3
2017-03-14,190.6
2017-03-15,192.9
2017-03-16,193.25
2017-03-17,202.65
2017-03-20,199.75
2017-03-21,199.0
2017-03-22,193.5
2017-03-23,193.9
2017-03-24,193.45
2017-03-27,192.9
2017-03-28,193.5
2017-03-29,193.9
2017-03-30,195.5
2017-03-31,195.05
2017-04-03,199.0
2017-04-05,201.6
2017-04-06,201.05
2017-04-07,200.3
2017-04-10,202.25
2017-04-11,206.25
2017-04-12,203.35
2017-04-13,204.25
2017-04-17,201.9
2017-04-18,199.35
2017-04-19,200.0
2017-04-20,200.7
2017-04-21,202.2
2017-04-24,201.35
2017-04-25,200.55
2017-04-26,197.1
2017-04-27,197.35
2017-04-28,198.85
2017-05-02,197.9
2017-05-03,197.55
2017-05-04,199.5
2017-05-05,197.55
2017-05-08,194.7
2017-05-09,195.35
2017-05-10,195.3
2017-05-11,197.0
2017-05-12,196.25
2017-05-15,225.2
2017-05-16,216.65
2017-05-17,211.55
2017-05-18,203.05
2017-05-19,204.85
2017-05-22,204.5
2017-05-23,200.8
2017-05-24,196.35
2017-05-25,199.45
2017-05-26,200.85
2017-05-29,198.5
2017-05-30,197.7
2017-05-31,202.55
2017-06-01,200.6
2017-06-02,199.4
2017-06-05,197.85
2017-06-06,196.2
2017-06-07,195.3
2017-06-08,194.2
2017-06-09,194.15
2017-06-12,193.05
2017-06-13,192.8
2017-06-14,192.45
2017-06-15,192.85
2017-06-16,194.8
2017-06-19,195.45
2017-06-20,195.35
2017-06-21,195.15
2017-06-22,194.55
2017-06-23,187.95
2017-06-27,187.0
2017-06-28,190.25
2017-06-29,189.0
2017-06-30,189.0
2017-07-03,191.25
2017-07-04,189.05
2017-07-05,190.25
2017-07-06,192.95
2017-07-07,193.85
2017-07-10,191.65
2017-07-11,192.0
2017-07-12,194.6
2017-07-13,194.75
2017-07-14,190.85
2017-07-17,191.1
2017-07-18,191.15
2017-07-19,189.65
2017-07-20,191.6
2017-07-21,193.6
2017-07-24,193.4
2017-07-25,191.2
2017-07-26,191.95
2017-07-27,190.15
2017-07-28,188.95
2017-07-31,191.35
2017-08-01,191.35
2017-08-02,190.35
2017-08-03,189.1
2017-08-04,189.2
2017-08-07,189.2
2017-08-08,188.7
2017-08-09,182.9
2017-08-10,173.85
2017-08-11,169.0
2017-08-14,170.1
2017-08-16,176.9
2017-08-17,175.9
2017-08-18,175.85
2017-08-21,173.15
2017-08-22,174.45
2017-08-23,183.5
2017-08-24,192.5
2017-08-28,192.85
2017-08-29,192.5
2017-08-30,196.85
2017-08-31,199.2
2017-09-01,198.5
2017-09-04,192.75
2017-09-05,192.35
2017-09-06,192.65
2017-09-07,201.85
2017-09-08,198.15
2017-09-11,198.45
2017-09-12,198.15
2017-09-13,192.85
2017-09-14,193.0
2017-09-15,191.7
2017-09-18,192.05
2017-09-19,189.95
2017-09-20,190.45
2017-09-21,189.35
2017-09-22,185.15
2017-09-25,183.65
2017-09-26,183.05
2017-09-27,180.6
2017-09-28,181.4
2017-09-29,177.7
2017-10-03,179.6
2017-10-04,179.45
2017-10-05,181.2
2017-10-06,180.95
2017-10-09,182.2
2017-10-10,182.9
2017-10-11,183.2
2017-10-12,182.35
2017-10-13,184.3
2017-10-16,181.65
2017-10-17,181.65
2017-10-18,183.85
2017-10-19,184.5
2017-10-23,204.25
2017-10-24,208.3
2017-10-25,201.75
2017-10-26,197.8
2017-10-27,201.75
2017-10-30,200.0
2017-10-31,197.05
2017-11-01,197.8
2017-11-02,197.85
2017-11-03,201.95
2017-11-06,205.7
2017-11-07,196.95
2017-11-08,195.4
2017-11-09,199.15
2017-11-10,199.1
2017-11-13,193.6
2017-11-14,194.15
2017-11-15,192.15
2017-11-16,191.7
2017-11-17,192.9
2017-11-20,192.5
2017-11-21,193.2
2017-11-22,192.55
2017-11-23,197.4
2017-11-24,197.1
2017-11-27,198.5
2017-11-28,197.7
2017-11-29,197.8
2017-11-30,196.0
2017-12-01,195.3
2017-12-04,194.7
2017-12-05,193.65
2017-12-06,192.65
2017-12-07,196.25
2017-12-08,195.35
2017-12-11,194.75
2017-12-12,198.5
2017-12-13,196.25
2017-12-14,193.55
2017-12-15,193.65
2017-12-18,194.55
2017-12-19,194.25
2017-12-20,196.0
2017-12-21,197.05
2017-12-22,196.55
2017-12-26,235.85
2017-12-27,222.4
2017-12-28,223.1
2017-12-29,220.05
