Date,CORPBANK
2017-01-02,41.8
2017-01-03,42.0
2017-01-04,41.55
2017-01-05,42.05
2017-01-06,41.9
2017-01-09,41.65
2017-01-10,42.0
2017-01-11,43.15
2017-01-12,42.75
2017-01-13,42.85
2017-01-16,42.95
2017-01-17,42.9
2017-01-18,42.75
2017-01-19,42.75
2017-01-20,42.2
2017-01-23,42.4
2017-01-24,42.45
2017-01-25,43.15
2017-01-27,43.75
2017-01-30,44.2
2017-01-31,43.15
2017-02-01,44.1
2017-02-02,47.95
2017-02-03,49.95
2017-02-06,49.0
2017-02-07,52.6
2017-02-08,53.15
2017-02-09,51.35
2017-02-10,51.25
2017-02-13,49.8
2017-02-14,48.25
2017-02-15,46.65
2017-02-16,46.7
2017-02-17,46.25
2017-02-20,47.5
2017-02-21,48.6
2017-02-22,47.0
2017-02-23,46.95
2017-02-27,46.3
2017-02-28,46.95
2017-03-01,48.6
2017-03-02,47.6
2017-03-03,47.1
2017-03-06,47.3
2017-03-07,47.3
2017-03-08,46.8
2017-03-09,46.5
2017-03-10,46.45
2017-03-14,46.95
2017-03-15,47.45
2017-03-16,48.65
2017-03-17,47.4
2017-03-20,47.8
2017-03-21,47.3
2017-03-22,46.8
2017-03-23,46.8
2017-03-24,48.25
2017-03-27,49.1
2017-03-28,48.85
2017-03-29,51.1
2017-03-30,51.55
2017-03-31,52.65
2017-04-03,54.9
2017-04-05,55.45
2017-04-06,53.1
2017-04-07,54.65
2017-04-10,59.1
2017-04-11,58.9
2017-04-12,56.8
2017-04-13,54.75
2017-04-17,54.1
2017-04-18,54.65
2017-04-19,54.6
2017-04-20,55.15
2017-04-21,53.75
2017-04-24,55.3
2017-04-25,56.2
2017-04-26,56.35
2017-04-27,56.3
2017-04-28,58.7
2017-05-02,60.25
2017-05-03,61.35
2017-05-04,62.45
2017-05-05,60.6
2017-05-08,61.95
2017-05-09,61.95
2017-05-10,60.2
2017-05-11,60.7
2017-05-12,58.35
2017-05-15,57.65
2017-05-16,59.35
2017-05-17,59.45
2017-05-18,57.85
2017-05-19,56.35
2017-05-22,53.15
2017-05-23,50.7
2017-05-24,49.3
2017-05-25,50.5
2017-05-26,52.0
2017-05-29,51.15
2017-05-30,50.05
2017-05-31,49.95
2017-06-01,50.35
2017-06-02,51.7
2017-06-05,51.55
2017-06-06,50.35
2017-06-07,51.35
2017-06-08,51.9
2017-06-09,52.0
2017-06-12,51.15
2017-06-13,50.8
2017-06-14,52.6
2017-06-15,51.85
2017-06-16,54.35
2017-06-19,53.5
2017-06-20,55.75
2017-06-21,55.1
2017-06-22,52.8
2017-06-23,52.05
2017-06-27,50.45
2017-06-28,50.65
2017-06-29,49.85
2017-06-30,49.7
2017-07-03,50.25
2017-07-04,50.65
2017-07-05,50.9
2017-07-06,51.95
2017-07-07,52.2
2017-07-10,52.6
2017-07-11,51.1
2017-07-12,52.4
2017-07-13,52.4
2017-07-14,54.0
2017-07-17,53.25
2017-07-18,52.65
2017-07-19,52.65
2017-07-20,51.5
2017-07-21,51.25
2017-07-24,51.65
2017-07-25,51.9
2017-07-26,51.45
2017-07-27,51.25
2017-07-28,51.0
2017-07-31,50.65
2017-08-01,50.15
2017-08-02,49.95
2017-08-03,48.9
2017-08-04,48.9
2017-08-07,48.7
2017-08-08,48.55
2017-08-09,50.25
2017-08-10,46.4
2017-08-11,46.65
2017-08-14,45.95
2017-08-16,45.95
2017-08-17,46.4
2017-08-18,45.55
2017-08-21,45.15
2017-08-22,44.45
2017-08-23,45.45
2017-08-24,46.55
2017-08-28,46.55
2017-08-29,45.1
2017-08-30,45.2
2017-08-31,44.7
2017-09-01,44.9
2017-09-04,44.3
2017-09-05,44.4
2017-09-06,44.1
2017-09-07,44.75
2017-09-08,44.2
2017-09-11,44.25
2017-09-12,45.1
2017-09-13,45.45
2017-09-14,45.35
2017-09-15,44.25
2017-09-18,44.2
2017-09-19,43.75
2017-09-20,44.25
2017-09-21,43.35
2017-09-22,42.8
2017-09-25,41.5
2017-09-26,41.1
2017-09-27,40.15
2017-09-28,40.1
2017-09-29,40.0
2017-10-03,38.85
2017-10-04,39.05
2017-10-05,39.65
2017-10-06,40.65
2017-10-09,40.3
2017-10-10,40.6
2017-10-11,39.85
2017-10-12,39.4
2017-10-13,39.75
2017-10-16,39.6
2017-10-17,39.25
2017-10-18,39.05
2017-10-19,39.2
2017-10-23,38.15
2017-10-24,39.2
2017-10-25,47.0
2017-10-26,48.2
2017-10-27,44.95
2017-10-30,46.35
2017-10-31,45.3
2017-11-01,46.55
2017-11-02,46.3
2017-11-03,47.55
2017-11-06,47.8
2017-11-07,46.7
2017-11-08,45.05
2017-11-09,45.1
2017-11-10,45.35
2017-11-13,44.75
2017-11-14,45.0
2017-11-15,41.95
2017-11-16,42.2
2017-11-17,43.05
2017-11-20,42.9
2017-11-21,42.85
2017-11-22,42.9
2017-11-23,43.2
2017-11-24,43.85
2017-11-27,43.95
2017-11-28,43.55
2017-11-29,43.1
2017-11-30,42.3
2017-12-01,42.5
2017-12-04,42.1
2017-12-05,42.2
2017-12-06,41.95
2017-12-07,41.9
2017-12-08,41.85
2017-12-11,41.4
2017-12-12,41.3
2017-12-13,40.55
2017-12-14,40.2
2017-12-15,39.1
2017-12-18,38.5
2017-12-19,38.9
2017-12-20,39.05
2017-12-21,39.55
2017-12-22,39.95
2017-12-26,40.4
2017-12-27,39.85
2017-12-28,39.65
2017-12-29,39.2
