Date,INDIANHUME
2017-01-02,381.65
2017-01-03,383.95
2017-01-04,381.6
2017-01-05,382.2
2017-01-06,375.85
2017-01-09,375.2
2017-01-10,375.25
2017-01-11,377.15
2017-01-12,377.1
2017-01-13,376.25
2017-01-16,379.8
2017-01-17,378.45
2017-01-18,379.75
2017-01-19,374.05
2017-01-20,370.65
2017-01-23,375.35
2017-01-24,371.7
2017-01-25,371.95
2017-01-27,366.15
2017-01-30,363.5
2017-01-31,359.85
2017-02-01,397.1
2017-02-02,394.45
2017-02-03,390.25
2017-02-06,419.15
2017-02-07,426.5
2017-02-08,434.05
2017-02-09,438.1
2017-02-10,424.75
2017-02-13,411.15
2017-02-14,423.25
2017-02-15,415.45
2017-02-16,427.45
2017-02-17,420.25
2017-02-20,417.25
2017-02-21,410.5
2017-02-22,406.1
2017-02-23,408.6
2017-02-27,398.45
2017-02-28,395.35
2017-03-01,396.3
2017-03-02,390.2
2017-03-03,385.15
2017-03-06,387.6
2017-03-07,390.45
2017-03-08,384.95
2017-03-09,394.25
2017-03-10,394.95
2017-03-14,387.7
2017-03-15,388.35
2017-03-16,390.05
2017-03-17,384.7
2017-03-20,377.45
2017-03-21,381.25
2017-03-22,377.2
2017-03-23,371.35
2017-03-24,370.5
2017-03-27,369.95
2017-03-28,370.6
2017-03-29,378.85
2017-03-30,395.45
2017-03-31,395.1
2017-04-03,412.65
2017-04-05,405.6
2017-04-06,395.45
2017-04-07,405.1
2017-04-10,410.0
2017-04-11,420.05
2017-04-12,414.2
2017-04-13,408.05
2017-04-17,415.75
2017-04-18,413.45
2017-04-19,417.65
2017-04-20,420.7
2017-04-21,415.85
2017-04-24,418.0
2017-04-25,414.25
2017-04-26,407.3
2017-04-27,408.95
2017-04-28,398.65
2017-05-02,397.2
2017-05-03,398.8
2017-05-04,398.65
2017-05-05,405.25
2017-05-08,409.65
2017-05-09,405.0
2017-05-10,406.35
2017-05-11,418.5
2017-05-12,412.6
2017-05-15,432.9
2017-05-16,436.5
2017-05-17,438.3
2017-05-18,435.1
2017-05-19,449.9
2017-05-22,430.15
2017-05-23,421.85
2017-05-24,407.8
2017-05-25,415.6
2017-05-26,423.8
2017-05-29,407.7
2017-05-30,413.2
2017-05-31,423.5
2017-06-01,429.35
2017-06-02,439.75
2017-06-05,446.55
2017-06-06,437.8
2017-06-07,431.3
2017-06-08,432.45
2017-06-09,442.4
2017-06-12,446.65
2017-06-13,437.05
2017-06-14,438.95
2017-06-15,457.0
2017-06-16,480.05
2017-06-19,525.1
2017-06-20,526.7
2017-06-21,515.2
2017-06-22,510.6
2017-06-23,500.6
2017-06-27,486.7
2017-06-28,498.3
2017-06-29,498.9
2017-06-30,489.7
2017-07-03,523.2
2017-07-04,528.65
2017-07-05,520.6
2017-07-06,516.6
2017-07-07,515.95
2017-07-10,528.85
2017-07-11,531.0
2017-07-12,538.85
2017-07-13,535.35
2017-07-14,530.1
2017-07-17,546.55
2017-07-18,540.7
2017-07-19,537.5
2017-07-20,561.6
2017-07-21,552.2
2017-07-24,557.35
2017-07-25,554.35
2017-07-26,547.3
2017-07-27,533.3
2017-07-28,547.8
2017-07-31,555.75
2017-08-01,552.85
2017-08-02,543.65
2017-08-03,530.85
2017-08-04,529.0
2017-08-07,541.85
2017-08-08,533.55
2017-08-09,526.2
2017-08-10,495.05
2017-08-11,503.25
2017-08-14,519.45
2017-08-16,537.0
2017-08-17,537.1
2017-08-18,527.95
2017-08-21,521.35
2017-08-22,500.9
2017-08-23,510.95
2017-08-24,524.9
2017-08-28,546.05
2017-08-29,541.0
2017-08-30,563.6
2017-08-31,582.8
2017-09-01,571.9
2017-09-04,548.7
2017-09-05,567.15
2017-09-06,557.05
2017-09-07,556.55
2017-09-08,560.7
2017-09-11,568.35
2017-09-12,567.95
2017-09-13,559.8
2017-09-14,551.15
2017-09-15,558.7
2017-09-18,550.2
2017-09-19,538.8
2017-09-20,546.1
2017-09-21,530.05
2017-09-22,517.7
2017-09-25,494.15
2017-09-26,495.9
2017-09-27,490.65
2017-09-28,486.05
2017-09-29,493.0
2017-10-03,500.2
2017-10-04,501.35
2017-10-05,509.8
2017-10-06,508.35
2017-10-09,501.55
2017-10-10,512.15
2017-10-11,514.95
2017-10-12,543.45
2017-10-13,529.15
2017-10-16,519.45
2017-10-17,527.85
2017-10-18,528.8
2017-10-19,525.85
2017-10-23,518.9
2017-10-24,511.2
2017-10-25,514.85
2017-10-26,514.85
2017-10-27,511.95
2017-10-30,505.45
2017-10-31,507.6
2017-11-01,502.0
2017-11-02,498.55
2017-11-03,493.95
2017-11-06,501.05
2017-11-07,489.35
2017-11-08,482.0
2017-11-09,474.85
2017-11-10,474.45
2017-11-13,470.65
2017-11-14,468.75
2017-11-15,460.55
2017-11-16,453.3
2017-11-17,454.3
2017-11-20,479.4
2017-11-21,470.05
2017-11-22,462.5
2017-11-23,457.75
2017-11-24,461.4
2017-11-27,481.2
2017-11-28,478.85
2017-11-29,480.3
2017-11-30,485.3
2017-12-01,495.9
2017-12-04,490.85
2017-12-05,467.5
2017-12-06,438.3
2017-12-07,432.45
2017-12-08,433.8
2017-12-11,430.3
2017-12-12,428.0
2017-12-13,416.75
2017-12-14,417.75
2017-12-15,420.4
2017-12-18,429.45
2017-12-19,428.0
2017-12-20,419.35
2017-12-21,443.9
2017-12-22,451.8
2017-12-26,452.4
2017-12-27,459.9
2017-12-28,450.5
2017-12-29,452.25
