Date,NATHBIOGEN
2017-01-02,150.45
2017-01-03,162.75
2017-01-04,161.75
2017-01-05,165.35
2017-01-06,162.3
2017-01-09,161.85
2017-01-10,162.75
2017-01-11,165.8
2017-01-12,162.45
2017-01-13,161.3
2017-01-16,164.45
2017-01-17,164.2
2017-01-18,163.3
2017-01-19,162.25
2017-01-20,160.8
2017-01-23,161.65
2017-01-24,158.85
2017-01-25,161.55
2017-01-27,158.65
2017-01-30,157.05
2017-01-31,152.8
2017-02-01,150.3
2017-02-02,149.85
2017-02-03,151.5
2017-02-06,165.5
2017-02-07,159.05
2017-02-08,157.75
2017-02-09,159.4
2017-02-10,154.8
2017-02-13,155.25
2017-02-14,152.3
2017-02-15,148.85
2017-02-16,147.85
2017-02-17,147.15
2017-02-20,159.05
2017-02-21,156.2
2017-02-22,158.1
2017-02-23,156.3
2017-02-27,162.2
2017-02-28,162.35
2017-03-01,160.2
2017-03-02,156.2
2017-03-03,156.65
2017-03-06,158.35
2017-03-07,151.45
2017-03-08,154.75
2017-03-09,152.55
2017-03-10,152.45
2017-03-14,151.85
2017-03-15,149.85
2017-03-16,152.05
2017-03-17,153.1
2017-03-20,152.7
2017-03-21,150.45
2017-03-22,148.55
2017-03-23,152.05
2017-03-24,152.35
2017-03-27,150.25
2017-03-28,149.6
2017-03-29,148.85
2017-03-30,149.6
2017-03-31,148.15
2017-04-03,153.6
2017-04-05,155.35
2017-04-06,159.35
2017-04-07,191.15
2017-04-10,201.5
2017-04-11,202.65
2017-04-12,194.15
2017-04-13,206.85
2017-04-17,205.6
2017-04-18,202.65
2017-04-19,204.35
2017-04-20,202.55
2017-04-21,218.25
2017-04-24,218.85
2017-04-25,210.25
2017-04-26,207.05
2017-04-27,206.0
2017-04-28,202.0
2017-05-02,205.05
2017-05-03,203.8
2017-05-04,214.2
2017-05-05,222.3
2017-05-08,222.8
2017-05-09,212.75
2017-05-10,214.05
2017-05-11,219.15
2017-05-12,216.55
2017-05-15,226.7
2017-05-16,220.7
2017-05-17,223.9
2017-05-18,223.4
2017-05-19,222.75
2017-05-22,217.5
2017-05-23,212.95
2017-05-24,201.85
2017-05-25,205.45
2017-05-26,220.05
2017-05-29,211.75
2017-05-30,212.3
2017-05-31,220.75
2017-06-01,249.4
2017-06-02,286.35
2017-06-05,290.0
2017-06-06,281.35
2017-06-07,288.35
2017-06-08,312.2
2017-06-09,323.25
2017-06-12,332.55
2017-06-13,322.35
2017-06-14,324.0
2017-06-15,334.95
2017-06-16,333.15
2017-06-19,333.3
2017-06-20,326.9
2017-06-21,341.8
2017-06-22,338.3
2017-06-23,331.75
2017-06-27,321.85
2017-06-28,316.3
2017-06-29,318.95
2017-06-30,319.9
2017-07-03,328.75
2017-07-04,322.45
2017-07-05,334.0
2017-07-06,367.4
2017-07-07,387.0
2017-07-10,398.8
2017-07-11,426.35
2017-07-12,405.05
2017-07-13,384.85
2017-07-14,383.35
2017-07-17,395.55
2017-07-18,390.0
2017-07-19,393.95
2017-07-20,391.15
2017-07-21,398.3
2017-07-24,417.7
2017-07-25,417.25
2017-07-26,422.6
2017-07-27,416.05
2017-07-28,402.25
2017-07-31,398.3
2017-08-01,378.75
2017-08-02,381.2
2017-08-03,371.4
2017-08-04,389.95
2017-08-07,404.35
2017-08-08,378.3
2017-08-09,363.5
2017-08-10,337.7
2017-08-11,330.3
2017-08-14,345.45
2017-08-16,349.95
2017-08-17,348.8
2017-08-18,400.35
2017-08-21,383.65
2017-08-22,375.6
2017-08-23,389.15
2017-08-24,394.65
2017-08-28,376.55
2017-08-29,381.2
2017-08-30,397.5
2017-08-31,396.75
2017-09-01,390.6
2017-09-04,386.2
2017-09-05,396.5
2017-09-06,404.05
2017-09-07,394.1
2017-09-08,391.1
2017-09-11,391.8
2017-09-12,425.85
2017-09-13,429.55
2017-09-14,428.4
2017-09-15,422.15
2017-09-18,421.45
2017-09-19,417.85
2017-09-20,410.95
2017-09-21,404.9
2017-09-22,384.55
2017-09-25,373.25
2017-09-26,380.4
2017-09-27,365.05
2017-09-28,371.85
2017-09-29,392.85
2017-10-03,394.65
2017-10-04,398.5
2017-10-05,394.6
2017-10-06,391.5
2017-10-09,390.45
2017-10-10,416.9
2017-10-11,403.5
2017-10-12,408.85
2017-10-13,399.7
2017-10-16,417.1
2017-10-17,403.45
2017-10-18,405.4
2017-10-19,409.2
2017-10-23,408.95
2017-10-24,408.55
2017-10-25,400.7
2017-10-26,401.6
2017-10-27,428.25
2017-10-30,434.4
2017-10-31,422.4
2017-11-01,419.8
2017-11-02,415.35
2017-11-03,409.65
2017-11-06,428.35
2017-11-07,411.85
2017-11-08,401.9
2017-11-09,405.15
2017-11-10,396.4
2017-11-13,391.5
2017-11-14,428.9
2017-11-15,406.45
2017-11-16,411.4
2017-11-17,431.3
2017-11-20,474.2
2017-11-21,466.3
2017-11-22,462.1
2017-11-23,465.3
2017-11-24,463.3
2017-11-27,461.05
2017-11-28,456.5
2017-11-29,475.8
2017-11-30,464.0
2017-12-01,458.95
2017-12-04,468.25
2017-12-05,478.4
2017-12-06,466.05
2017-12-07,479.3
2017-12-08,469.25
2017-12-11,467.0
2017-12-12,464.1
2017-12-13,450.85
2017-12-14,445.65
2017-12-15,438.9
2017-12-18,443.6
2017-12-19,446.25
2017-12-20,452.85
2017-12-21,466.15
2017-12-22,458.9
2017-12-26,466.1
2017-12-27,460.0
2017-12-28,459.55
2017-12-29,464.25
