Date,ASAL
2017-01-02,58.05
2017-01-03,58.55
2017-01-04,63.85
2017-01-05,66.15
2017-01-06,63.95
2017-01-09,63.2
2017-01-10,63.05
2017-01-11,63.75
2017-01-12,63.15
2017-01-13,62.6
2017-01-16,64.2
2017-01-17,63.7
2017-01-18,64.2
2017-01-19,64.1
2017-01-20,63.9
2017-01-23,63.95
2017-01-24,64.0
2017-01-25,71.45
2017-01-27,69.0
2017-01-30,67.75
2017-01-31,66.75
2017-02-01,68.0
2017-02-02,67.75
2017-02-03,70.05
2017-02-06,71.85
2017-02-07,69.1
2017-02-08,70.85
2017-02-09,70.9
2017-02-10,69.05
2017-02-13,68.35
2017-02-14,67.25
2017-02-15,69.2
2017-02-16,67.8
2017-02-17,66.5
2017-02-20,67.35
2017-02-21,67.7
2017-02-22,68.0
2017-02-23,67.65
2017-02-27,66.6
2017-02-28,67.3
2017-03-01,67.2
2017-03-02,67.7
2017-03-03,66.2
2017-03-06,66.65
2017-03-07,66.25
2017-03-08,68.4
2017-03-09,66.35
2017-03-10,66.7
2017-03-14,67.4
2017-03-15,66.6
2017-03-16,67.35
2017-03-17,66.55
2017-03-20,66.3
2017-03-21,65.95
2017-03-22,65.25
2017-03-23,66.15
2017-03-24,65.8
2017-03-27,65.35
2017-03-28,70.5
2017-03-29,72.75
2017-03-30,73.1
2017-03-31,73.4
2017-04-03,74.05
2017-04-05,73.8
2017-04-06,73.9
2017-04-07,72.3
2017-04-10,72.55
2017-04-11,71.6
2017-04-12,70.5
2017-04-13,69.0
2017-04-17,70.1
2017-04-18,70.8
2017-04-19,70.75
2017-04-20,73.15
2017-04-21,76.9
2017-04-24,76.35
2017-04-25,75.6
2017-04-26,72.8
2017-04-27,73.3
2017-04-28,73.9
2017-05-02,69.05
2017-05-03,68.2
2017-05-04,69.05
2017-05-05,67.6
2017-05-08,68.0
2017-05-09,67.75
2017-05-10,67.6
2017-05-11,67.1
2017-05-12,66.95
2017-05-15,68.6
2017-05-16,67.45
2017-05-17,67.2
2017-05-18,67.35
2017-05-19,66.4
2017-05-22,67.25
2017-05-23,65.8
2017-05-24,66.0
2017-05-25,64.8
2017-05-26,66.0
2017-05-29,65.0
2017-05-30,65.25
2017-05-31,65.35
2017-06-01,66.85
2017-06-02,66.1
2017-06-05,70.15
2017-06-06,69.95
2017-06-07,69.05
2017-06-08,71.5
2017-06-09,71.05
2017-06-12,71.4
2017-06-13,70.55
2017-06-14,69.4
2017-06-15,69.1
2017-06-16,71.0
2017-06-19,70.25
2017-06-20,71.3
2017-06-21,70.95
2017-06-22,69.4
2017-06-23,69.55
2017-06-27,70.5
2017-06-28,67.7
2017-06-29,72.0
2017-06-30,71.2
2017-07-03,72.3
2017-07-04,75.05
2017-07-05,77.1
2017-07-06,77.4
2017-07-07,78.45
2017-07-10,76.9
2017-07-11,78.25
2017-07-12,85.45
2017-07-13,85.35
2017-07-14,85.1
2017-07-17,82.85
2017-07-18,84.0
2017-07-19,86.75
2017-07-20,91.05
2017-07-21,90.5
2017-07-24,91.85
2017-07-25,94.55
2017-07-26,95.05
2017-07-27,97.45
2017-07-28,96.95
2017-07-31,78.9
2017-08-01,76.4
2017-08-02,74.0
2017-08-03,72.75
2017-08-04,71.65
2017-08-07,76.1
2017-08-08,73.2
2017-08-09,72.95
2017-08-10,67.15
2017-08-11,67.7
2017-08-14,71.85
2017-08-16,71.55
2017-08-17,71.8
2017-08-18,70.6
2017-08-21,67.95
2017-08-22,66.25
2017-08-23,67.7
2017-08-24,68.45
2017-08-28,68.9
2017-08-29,68.6
2017-08-30,74.6
2017-08-31,75.45
2017-09-01,76.0
2017-09-04,74.95
2017-09-05,75.55
2017-09-06,74.75
2017-09-07,73.45
2017-09-08,72.15
2017-09-11,84.25
2017-09-12,77.7
2017-09-13,77.5
2017-09-14,76.75
2017-09-15,75.4
2017-09-18,77.65
2017-09-19,93.15
2017-09-20,91.35
2017-09-21,87.8
2017-09-22,83.0
2017-09-25,80.85
2017-09-26,86.3
2017-09-27,86.85
2017-09-28,89.25
2017-09-29,94.2
2017-10-03,98.0
2017-10-04,96.1
2017-10-05,95.45
2017-10-06,93.0
2017-10-09,92.5
2017-10-10,92.8
2017-10-11,90.9
2017-10-12,90.7
2017-10-13,88.15
2017-10-16,88.25
2017-10-17,86.9
2017-10-18,94.15
2017-10-19,92.9
2017-10-23,89.15
2017-10-24,87.4
2017-10-25,85.55
2017-10-26,86.25
2017-10-27,87.75
2017-10-30,87.0
2017-10-31,87.7
2017-11-01,87.05
2017-11-02,83.85
2017-11-03,81.85
2017-11-06,82.3
2017-11-07,81.3
2017-11-08,81.2
2017-11-09,78.85
2017-11-10,81.55
2017-11-13,80.95
2017-11-14,81.3
2017-11-15,78.15
2017-11-16,80.3
2017-11-17,79.4
2017-11-20,78.3
2017-11-21,79.65
2017-11-22,80.35
2017-11-23,79.2
2017-11-24,79.8
2017-11-27,82.05
2017-11-28,86.5
2017-11-29,85.25
2017-11-30,84.25
2017-12-01,83.6
2017-12-04,81.5
2017-12-05,80.85
2017-12-06,79.95
2017-12-07,83.7
2017-12-08,81.75
2017-12-11,82.45
2017-12-12,81.3
2017-12-13,79.8
2017-12-14,79.35
2017-12-15,79.75
2017-12-18,79.85
2017-12-19,80.05
2017-12-20,87.05
2017-12-21,87.7
2017-12-22,89.05
2017-12-26,89.05
2017-12-27,87.15
2017-12-28,95.9
2017-12-29,99.9
