Date,SIEMENS
2017-01-02,1120.0
2017-01-03,1108.5
2017-01-04,1121.95
2017-01-05,1141.65
2017-01-06,1164.15
2017-01-09,1149.05
2017-01-10,1172.55
2017-01-11,1177.35
2017-01-12,1179.55
2017-01-13,1174.1
2017-01-16,1177.2
2017-01-17,1173.65
2017-01-18,1192.3
2017-01-19,1182.0
2017-01-20,1154.6
2017-01-23,1158.95
2017-01-24,1164.3
2017-01-25,1180.1
2017-01-27,1177.3
2017-01-30,1178.6
2017-01-31,1146.6
2017-02-01,1171.35
2017-02-02,1166.7
2017-02-03,1188.1
2017-02-06,1227.1
2017-02-07,1234.4
2017-02-08,1218.95
2017-02-09,1224.2
2017-02-10,1211.55
2017-02-13,1196.7
2017-02-14,1214.05
2017-02-15,1201.55
2017-02-16,1206.75
2017-02-17,1214.8
2017-02-20,1215.25
2017-02-21,1221.9
2017-02-22,1217.85
2017-02-23,1201.35
2017-02-27,1193.85
2017-02-28,1207.35
2017-03-01,1216.95
2017-03-02,1198.25
2017-03-03,1190.85
2017-03-06,1193.1
2017-03-07,1209.9
2017-03-08,1203.0
2017-03-09,1204.4
2017-03-10,1200.65
2017-03-14,1252.5
2017-03-15,1254.3
2017-03-16,1264.5
2017-03-17,1260.65
2017-03-20,1246.9
2017-03-21,1247.55
2017-03-22,1230.7
2017-03-23,1240.0
2017-03-24,1241.7
2017-03-27,1241.15
2017-03-28,1246.5
2017-03-29,1262.85
2017-03-30,1251.2
2017-03-31,1255.2
2017-04-03,1302.05
2017-04-05,1304.55
2017-04-06,1298.5
2017-04-07,1299.45
2017-04-10,1312.05
2017-04-11,1314.45
2017-04-12,1303.15
2017-04-13,1298.55
2017-04-17,1292.5
2017-04-18,1300.6
2017-04-19,1287.35
2017-04-20,1310.95
2017-04-21,1310.3
2017-04-24,1318.0
2017-04-25,1340.1
2017-04-26,1333.65
2017-04-27,1330.4
2017-04-28,1312.45
2017-05-02,1336.45
2017-05-03,1345.6
2017-05-04,1373.7
2017-05-05,1353.25
2017-05-08,1351.9
2017-05-09,1447.8
2017-05-10,1462.9
2017-05-11,1406.65
2017-05-12,1391.9
2017-05-15,1421.65
2017-05-16,1417.5
2017-05-17,1404.8
2017-05-18,1383.25
2017-05-19,1377.35
2017-05-22,1358.95
2017-05-23,1359.4
2017-05-24,1331.8
2017-05-25,1349.75
2017-05-26,1387.6
2017-05-29,1369.75
2017-05-30,1368.05
2017-05-31,1367.55
2017-06-01,1366.5
2017-06-02,1367.2
2017-06-05,1384.3
2017-06-06,1350.1
2017-06-07,1341.3
2017-06-08,1336.95
2017-06-09,1335.75
2017-06-12,1312.75
2017-06-13,1327.8
